archetype_name	cell_type	fc	f_fg	f_bg	n_fg	n_bg	pval	padj	label	archetype_family	gene_name	cluster	minuslog10padj	fc_scaled	minuslog10padj_scaled	gene_label
ARCH1475_GATA15	gastro_parietal_muscle	1.31141908201527	0.152838427947598	0.116544306883754	280	12906	2.3029867965679e-06	1.42554057264257e-05	gastro_parietal_muscle	GATA		376	4.84602041762213	1.31141908201527	4.84602041762213	""
ARCH1475_GATA15	gastro_IRF1_2	0.833297501188578	0.0977011494252874	0.117246420739209	51	13152	0.929895519621053	1	gastro_IRF1_2	GATA		376	0	0.833297501188578	0	""
ARCH1475_GATA15	gastro_somatic_gonad	1.34806118336253	0.157894736842105	0.117127277894213	18	13189	0.116173306699438	0.519911307650433	gastro_somatic_gonad	GATA		376	0.284070736909982	1.34806118336253	0.284070736909982	""
ARCH1475_GATA15	muscle_tentacle_retractor	1.19085297404286	0.139197267292912	0.116888709460369	163	13029	0.0115970722186874	0.0654561225918712	muscle_tentacle_retractor	GATA		376	1.18404972446078	1.19085297404286	1.18404972446078	""
ARCH1475_GATA15	muscle_mesentery_retractor	1.24990165642476	0.146239554317549	0.117000848479436	105	13100	0.0104668495988415	0.063425435990173	muscle_mesentery_retractor	GATA		376	1.19773653873019	1.24990165642476	1.19773653873019	""
ARCH1475_GATA15	digestive_filaments_1	1.14705807013499	0.134265734265734	0.117052255471193	96	13104	0.0874508653049056	0.243007803963947	digestive_filaments_1	GATA		376	0.614379779224495	1.14705807013499	0.614379779224495	""
ARCH1475_GATA15	digestive_filaments_2	1.14531722671899	0.134105960264901	0.11709066897481	81	13122	0.110133926061414	0.283882522847853	digestive_filaments_2	GATA		376	0.546861343875613	1.14531722671899	0.546861343875613	""
ARCH1475_GATA15	digestive_filaments_3	1.28597332237137	0.150344827586207	0.116911311432936	109	13086	0.00403833157247538	0.0183531542780657	digestive_filaments_3	GATA		376	1.73628928466348	1.28597332237137	1.73628928466348	""
ARCH1475_GATA15	epidermis_1	1.12636695148231	0.131855309218203	0.117062480432935	113	13087	0.100282318517134	0.302775461676731	epidermis_1	GATA		376	0.518879324978503	1.12636695148231	0.518879324978503	""
ARCH1475_GATA15	epidermis_2	1.1824803598181	0.138034188034188	0.116732753223421	323	12865	0.00106039483150303	0.00524728330660666	epidermis_2	GATA		376	2.28006548713111	1.1824803598181	2.28006548713111	""
ARCH1475_GATA15	precursors_PGC	0.760196728599745	0.0891891891891892	0.117323826627711	66	13131	0.993962055806151	1	precursors_PGC	GATA		376	0	0.760196728599745	0	""
ARCH1475_GATA15	precursors_endoNPC	1.25616193245359	0.147058823529412	0.117069957089187	55	13150	0.0460443399078696	0.188769879480761	precursors_endoNPC	GATA		376	0.724067301451467	1.25616193245359	0.724067301451467	""
ARCH1475_GATA15	precursors_NPC	1.20199872371228	0.140625	0.116992636702384	72	13124	0.058621068146928	0.223480038852444	precursors_NPC	GATA		376	0.650761261808917	1.20199872371228	0.650761261808917	""
ARCH1475_GATA15	NPC_1	0.9873512334062	0.114386970291057	0.115852359748861	1517	11422	0.694175878396169	1	NPC_1	GATA		376	0	0.9873512334062	0	""
ARCH1475_GATA15	NPC_2	1.02357086984282	0.119429590017825	0.116679356101806	268	12873	0.353653057481067	1	NPC_2	GATA		376	0	1.02357086984282	0	""
ARCH1475_GATA15	neuron_GATA_Islet_1	1.09198115797179	0.127727272727273	0.116968385209603	281	12916	0.0655348470256102	0.181667224419308	neuron_GATA_Islet_1	GATA		376	0.740723419075006	1.09198115797179	0.740723419075006	""
ARCH1475_GATA15	neuron_GATA_Islet_2	1.0837020320896	0.126855600539811	0.11705763833921	188	13014	0.130951840240345	0.283756371512014	neuron_GATA_Islet_2	GATA		376	0.54705437796995	1.0837020320896	0.54705437796995	""
ARCH1475_GATA15	neuron_Pou4_FoxL2_1	0.672582495888318	0.079351161771153	0.117979819957029	181	13014	0.999999999072006	1	neuron_Pou4_FoxL2_1	GATA		376	0	0.672582495888318	0	""
ARCH1475_GATA15	neuron_Pou4_FoxL2_2	0.562022630004651	0.0663176265270506	0.117998142755394	114	13088	0.999999999999587	1	neuron_Pou4_FoxL2_2	GATA		376	0	0.562022630004651	0	""
ARCH1475_GATA15	neuron_Pou4_FoxL2_3	0.931632870003812	0.109263657957245	0.117281883749762	230	12960	0.879144390209862	1	neuron_Pou4_FoxL2_3	GATA		376	0	0.931632870003812	0	""
ARCH1475_GATA15	neuronal_gastrula	0.889943277578168	0.10423683744017	0.117127506961829	588	12492	0.998661641548949	1	neuronal_gastrula	GATA		376	0	0.889943277578168	0	""
ARCH1475_GATA15	gland	1.01619999253162	0.119079837618403	0.117181498222357	88	13118	0.453498143246783	0.81355027832887	gland	GATA		376	0.0896156020067276	1.01619999253162	0.0896156020067276	""
ARCH1475_GATA15	gland_mucin	0.886283934201777	0.103950261581621	0.117287764755933	1371	11579	0.999997556306988	1	gland_mucin	GATA		376	0	0.886283934201777	0	""
ARCH484_Tbx3/Tbx2	cnidocyte	1.70102543908024	0.183491062039958	0.107870851207948	349	11944	2.21385099203261e-22	1.41604469008901e-20	cnidocyte	T-box	Tbx3/Tbx2	169	19.8489230401824	1.70102543908024	19.8489230401824	T-box.HG1.11:TBX2/TBX3
ARCH484_Tbx3/Tbx2	cnidocyte_gastrula	1.12299573404934	0.119705340699816	0.106594653096479	1885	10243	6.68856577547946e-07	4.45990466959576e-06	cnidocyte_gastrula	T-box	Tbx3/Tbx2	169	5.35067442422754	1.12299573404934	5.35067442422754	T-box.HG1.11:TBX2/TBX3
ARCH484_Tbx3/Tbx2	ecto_pharynx	0.921283593570736	0.100893733533089	0.109514306167162	1953	10097	0.999808217810979	1	ecto_pharynx	T-box	Tbx3/Tbx2	169	0	0.921283593570736	0	T-box.HG1.11:TBX2/TBX3
ARCH484_Tbx3/Tbx2	ectoderm	0.885237990016351	0.0978516662871024	0.110537129439389	2578	9415	0.999999997873901	1	ectoderm	T-box	Tbx3/Tbx2	169	0	0.885237990016351	0	T-box.HG1.11:TBX2/TBX3
ARCH484_Tbx3/Tbx2	ecto_aboral	0.965725857791164	0.104799716970007	0.1085191166049	2666	9341	0.955064358120289	1	ecto_aboral	T-box	Tbx3/Tbx2	169	0	0.965725857791164	0	T-box.HG1.11:TBX2/TBX3
ARCH484_Tbx3/Tbx2	EMS	0.95424700620951	0.104114257891747	0.109106192855991	2566	9475	0.987679337881475	1	EMS	T-box	Tbx3/Tbx2	169	0	0.95424700620951	0	T-box.HG1.11:TBX2/TBX3
ARCH484_Tbx3/Tbx2	EMS_ecto_boundary	0.905065032826017	0.0993135352932398	0.109730827831386	1331	10803	0.999888199788701	1	EMS_ecto_boundary	T-box	Tbx3/Tbx2	169	0	0.905065032826017	0	T-box.HG1.11:TBX2/TBX3
ARCH484_Tbx3/Tbx2	gastro_circular_muscle_1	0.984887506265328	0.107559614408929	0.109210050614606	212	12083	0.602870841596929	1	gastro_circular_muscle_1	T-box	Tbx3/Tbx2	169	0	0.984887506265328	0	T-box.HG1.11:TBX2/TBX3
ARCH484_Tbx3/Tbx2	gastro_circular_muscle_2	0.969526434569309	0.10586176727909	0.109189149985495	242	12044	0.702941649660596	1	gastro_circular_muscle_2	T-box	Tbx3/Tbx2	169	0	0.969526434569309	0	T-box.HG1.11:TBX2/TBX3
ARCH484_Tbx3/Tbx2	gastro_parietal_muscle	0.736976996083575	0.0807860262008734	0.10961811105392	148	12139	0.999981261554449	1	gastro_parietal_muscle	T-box	Tbx3/Tbx2	169	0	0.736976996083575	0	T-box.HG1.11:TBX2/TBX3
ARCH484_Tbx3/Tbx2	gastro_IRF1_2	0.859360425611618	0.0938697318007663	0.1092320858666	49	12253	0.885340872295804	1	gastro_IRF1_2	T-box	Tbx3/Tbx2	169	0	0.859360425611618	0	T-box.HG1.11:TBX2/TBX3
ARCH484_Tbx3/Tbx2	gastro_somatic_gonad	0.562273782365974	0.0614035087719298	0.109205712052858	7	12297	0.971387560680541	1	gastro_somatic_gonad	T-box	Tbx3/Tbx2	169	0	0.562273782365974	0	T-box.HG1.11:TBX2/TBX3
ARCH484_Tbx3/Tbx2	muscle_tentacle_retractor	1.08871179396933	0.118701964133219	0.109029740277217	139	12153	0.156515063983132	0.386697447065621	muscle_tentacle_retractor	T-box	Tbx3/Tbx2	169	0.412628695082283	1.08871179396933	0.412628695082283	T-box.HG1.11:TBX2/TBX3
ARCH484_Tbx3/Tbx2	muscle_mesentery_retractor	0.790150940509807	0.0863509749303621	0.10928415129728	62	12236	0.981158413908609	1	muscle_mesentery_retractor	T-box	Tbx3/Tbx2	169	0	0.790150940509807	0	T-box.HG1.11:TBX2/TBX3
ARCH484_Tbx3/Tbx2	digestive_filaments_1	0.690652265558327	0.0755244755244755	0.10935238945958	54	12242	0.999007602287845	1	digestive_filaments_1	T-box	Tbx3/Tbx2	169	0	0.690652265558327	0	T-box.HG1.11:TBX2/TBX3
ARCH484_Tbx3/Tbx2	digestive_filaments_2	0.818297541598967	0.0894039735099338	0.109256070029536	54	12244	0.951226310775086	1	digestive_filaments_2	T-box	Tbx3/Tbx2	169	0	0.818297541598967	0	T-box.HG1.11:TBX2/TBX3
ARCH484_Tbx3/Tbx2	digestive_filaments_3	0.668399123424728	0.0731034482758621	0.109370951747058	53	12242	0.999593797881771	1	digestive_filaments_3	T-box	Tbx3/Tbx2	169	0	0.668399123424728	0	T-box.HG1.11:TBX2/TBX3
ARCH484_Tbx3/Tbx2	epidermis_1	0.564669209542111	0.0618436406067678	0.109521892750123	53	12244	0.999999410788663	1	epidermis_1	T-box	Tbx3/Tbx2	169	0	0.564669209542111	0	T-box.HG1.11:TBX2/TBX3
ARCH484_Tbx3/Tbx2	epidermis_2	0.918658521185912	0.10042735042735	0.109319565552723	235	12048	0.920295268609129	1	epidermis_2	T-box	Tbx3/Tbx2	169	0	0.918658521185912	0	T-box.HG1.11:TBX2/TBX3
ARCH484_Tbx3/Tbx2	precursors_PGC	0.828161804334573	0.0905405405405405	0.109327114661234	67	12236	0.957616181422549	1	precursors_PGC	T-box	Tbx3/Tbx2	169	0	0.828161804334573	0	T-box.HG1.11:TBX2/TBX3
ARCH484_Tbx3/Tbx2	precursors_endoNPC	1.49641025909818	0.163101604278075	0.10899524598045	61	12243	0.000983358769450219	0.00938265522011342	precursors_endoNPC	T-box	Tbx3/Tbx2	169	2.02767424219001	1.49641025909818	2.02767424219001	T-box.HG1.11:TBX2/TBX3
ARCH484_Tbx3/Tbx2	precursors_NPC	1.45240282807513	0.158203125	0.108925101178484	81	12219	0.000443478109386436	0.0043516289483544	precursors_NPC	T-box	Tbx3/Tbx2	169	2.36134814284853	1.45240282807513	2.36134814284853	T-box.HG1.11:TBX2/TBX3
ARCH484_Tbx3/Tbx2	NPC_1	0.934177996130808	0.102096214748907	0.109289894615127	1354	10775	0.994338219456391	1	NPC_1	T-box	Tbx3/Tbx2	169	0	0.934177996130808	0	T-box.HG1.11:TBX2/TBX3
ARCH484_Tbx3/Tbx2	NPC_2	1.30379377632082	0.14126559714795	0.108349648321369	317	11954	1.05384702902363e-06	1.31883610081435e-05	NPC_2	T-box	Tbx3/Tbx2	169	4.87980917332	1.30379377632082	4.87980917332	T-box.HG1.11:TBX2/TBX3
ARCH484_Tbx3/Tbx2	neuron_GATA_Islet_1	0.800455183966587	0.0877272727272727	0.109596732564774	193	12102	0.999644426485183	1	neuron_GATA_Islet_1	T-box	Tbx3/Tbx2	169	0	0.800455183966587	0	T-box.HG1.11:TBX2/TBX3
ARCH484_Tbx3/Tbx2	neuron_GATA_Islet_2	0.907769093461345	0.0991902834008097	0.109268187378571	147	12148	0.900641228023601	1	neuron_GATA_Islet_2	T-box	Tbx3/Tbx2	169	0	0.907769093461345	0	T-box.HG1.11:TBX2/TBX3
ARCH484_Tbx3/Tbx2	neuron_Pou4_FoxL2_1	1.26835471573083	0.137658921525647	0.108533456625599	314	11972	1.10083665088417e-05	6.4445589697524e-05	neuron_Pou4_FoxL2_1	T-box	Tbx3/Tbx2	169	4.19080679802456	1.26835471573083	4.19080679802456	T-box.HG1.11:TBX2/TBX3
ARCH484_Tbx3/Tbx2	neuron_Pou4_FoxL2_2	1.39978397864853	0.151832460732984	0.108468494459821	261	12031	3.00046504013991e-08	3.15963605141563e-07	neuron_Pou4_FoxL2_2	T-box	Tbx3/Tbx2	169	6.50036293952236	1.39978397864853	6.50036293952236	T-box.HG1.11:TBX2/TBX3
ARCH484_Tbx3/Tbx2	neuron_Pou4_FoxL2_3	1.09429177152252	0.119239904988124	0.108965367456087	251	12041	0.0731557559206106	0.199274432925701	neuron_Pou4_FoxL2_3	T-box	Tbx3/Tbx2	169	0.70054841806599	1.09429177152252	0.70054841806599	T-box.HG1.11:TBX2/TBX3
ARCH484_Tbx3/Tbx2	neuronal_gastrula	1.07963814849129	0.117000531820599	0.108370134923537	660	11558	0.0232014056415078	0.109477670882197	neuronal_gastrula	T-box	Tbx3/Tbx2	169	0.960674450700802	1.07963814849129	0.960674450700802	T-box.HG1.11:TBX2/TBX3
ARCH484_Tbx3/Tbx2	gland	1.04163221684908	0.113667117726658	0.109124041948797	84	12216	0.363540516798452	0.719085060978777	gland	T-box	Tbx3/Tbx2	169	0.143219733638389	1.04163221684908	0.143219733638389	T-box.HG1.11:TBX2/TBX3
ARCH484_Tbx3/Tbx2	gland_mucin	0.947306671470198	0.103267874744105	0.109012084316725	1362	10762	0.978188498118301	1	gland_mucin	T-box	Tbx3/Tbx2	169	0	0.947306671470198	0	T-box.HG1.11:TBX2/TBX3
ARCH487_Meis3/Meis2/Meis1_P...	cnidocyte	2.33196107707615	0.248159831756046	0.106416798374351	472	11783	4.90111240459944e-67	8.46422112274324e-65	cnidocyte	Homeodomains		170	64.0724129994756	2.33196107707615	30	""
ARCH487_Meis3/Meis2/Meis1_P...	cnidocyte_gastrula	1.35970910294645	0.139645646789865	0.102702590199078	2199	9869	3.05759831227623e-41	7.23352367849459e-40	cnidocyte_gastrula	Homeodomains		170	39.1406500925625	1.35970910294645	30	""
ARCH487_Meis3/Meis2/Meis1_P...	ecto_pharynx	0.825821903111294	0.0915947719171359	0.110913468838803	1773	10226	1	1	ecto_pharynx	Homeodomains		170	0	0.825821903111294	0	""
ARCH487_Meis3/Meis2/Meis1_P...	ectoderm	0.788964918975775	0.0889698625977378	0.112767830936308	2344	9605	1	1	ectoderm	Homeodomains		170	0	0.788964918975775	0	""
ARCH487_Meis3/Meis2/Meis1_P...	ecto_aboral	0.795005338545834	0.089468925665317	0.112538773423795	2276	9687	1	1	ecto_aboral	Homeodomains		170	0	0.795005338545834	0	""
ARCH487_Meis3/Meis2/Meis1_P...	EMS	0.830250699795776	0.0927939625091293	0.111766196080238	2287	9706	1	1	EMS	Homeodomains		170	0	0.830250699795776	0	""
ARCH487_Meis3/Meis2/Meis1_P...	EMS_ecto_boundary	0.895311521049497	0.0979704521713177	0.109426104621635	1313	10773	0.999976431679274	1	EMS_ecto_boundary	Homeodomains		170	0	0.895311521049497	0	""
ARCH487_Meis3/Meis2/Meis1_P...	gastro_circular_muscle_1	0.925642566299846	0.100963977676306	0.109074475777296	199	12068	0.882181482923133	1	gastro_circular_muscle_1	Homeodomains		170	0	0.925642566299846	0	""
ARCH487_Meis3/Meis2/Meis1_P...	gastro_circular_muscle_2	0.815931828150129	0.089238845144357	0.109370467072817	204	12064	0.999240175926508	1	gastro_circular_muscle_2	Homeodomains		170	0	0.815931828150129	0	""
ARCH487_Meis3/Meis2/Meis1_P...	gastro_parietal_muscle	0.864886284467967	0.0944323144104803	0.109184659424412	173	12091	0.98126244860273	1	gastro_parietal_muscle	Homeodomains		170	0	0.864886284467967	0	""
ARCH487_Meis3/Meis2/Meis1_P...	gastro_IRF1_2	0.808528147726126	0.0881226053639847	0.108991388378769	46	12226	0.94837911353768	1	gastro_IRF1_2	Homeodomains		170	0	0.808528147726126	0	""
ARCH487_Meis3/Meis2/Meis1_P...	gastro_somatic_gonad	1.69260237497047	0.184210526315789	0.108832723526695	21	12255	0.0111842989128493	0.147904597168972	gastro_somatic_gonad	Homeodomains		170	0.830018327057275	1.69260237497047	0.830018327057275	""
ARCH487_Meis3/Meis2/Meis1_P...	muscle_tentacle_retractor	0.853316738526227	0.0930828351836038	0.109083568833266	109	12159	0.965972521627262	1	muscle_tentacle_retractor	Homeodomains		170	0	0.853316738526227	0	""
ARCH487_Meis3/Meis2/Meis1_P...	muscle_mesentery_retractor	0.791833489605077	0.0863509749303621	0.109051935872817	62	12210	0.98025482767856	1	muscle_mesentery_retractor	Homeodomains		170	0	0.791833489605077	0	""
ARCH487_Meis3/Meis2/Meis1_P...	digestive_filaments_1	0.75682714794627	0.0825174825174825	0.109030817329165	59	12206	0.991966762992645	1	digestive_filaments_1	Homeodomains		170	0	0.75682714794627	0	""
ARCH487_Meis3/Meis2/Meis1_P...	digestive_filaments_2	1.3093098878025	0.142384105960265	0.108747445724433	86	12187	0.00626426620350004	0.030998245654569	digestive_filaments_2	Homeodomains		170	1.50866288436249	1.3093098878025	1.50866288436249	""
ARCH487_Meis3/Meis2/Meis1_P...	digestive_filaments_3	1.14051405717973	0.124137931034483	0.108843841295084	90	12183	0.105716273522502	0.288423387635642	digestive_filaments_3	Homeodomains		170	0.539969526514039	1.14051405717973	0.539969526514039	""
ARCH487_Meis3/Meis2/Meis1_P...	epidermis_1	0.7807489245256	0.0851808634772462	0.109101480388211	73	12197	0.990911090659802	1	epidermis_1	Homeodomains		170	0	0.7807489245256	0	""
ARCH487_Meis3/Meis2/Meis1_P...	epidermis_2	0.748885278972236	0.082051282051282	0.109564554618951	192	12075	0.999995111064812	1	epidermis_2	Homeodomains		170	0	0.748885278972236	0	""
ARCH487_Meis3/Meis2/Meis1_P...	precursors_PGC	0.84279541362226	0.0918918918918919	0.109032263828951	68	12203	0.942323834405961	1	precursors_PGC	Homeodomains		170	0	0.84279541362226	0	""
