archetype_name	cell_type	fc	f_fg	f_bg	n_fg	n_bg	pval	padj	label	archetype_family	gene_name	cluster	minuslog10padj	fc_scaled	minuslog10padj_scaled	gene_label
ARCH1265_TFCP2__Tcfcp2l1__G...	gastro_IRF1_2	1.54673263176473	0.0862068965517242	0.0557348405156275	45	6252	0.00292637312533328	0.0251435143654257	gastro_IRF1_2	Grainyhead_LSF		327	1.59957402009311	1.54673263176473	1.59957402009311	""
ARCH1265_TFCP2__Tcfcp2l1__G...	gastro_somatic_gonad	1.25668496942101	0.0701754385964912	0.05584171077404	8	6288	0.305230388302561	0.866994869405464	gastro_somatic_gonad	Grainyhead_LSF		327	0.0619834725301204	1.25668496942101	0.0619834725301204	""
ARCH1265_TFCP2__Tcfcp2l1__G...	muscle_tentacle_retractor	1.10096817672055	0.0614859094790777	0.0558471269008209	72	6225	0.217925824168428	0.540744106808729	muscle_tentacle_retractor	Grainyhead_LSF		327	0.267008204934449	1.10096817672055	0.267008204934449	""
ARCH1265_TFCP2__Tcfcp2l1__G...	muscle_mesentery_retractor	0.947055175640608	0.052924791086351	0.0558835350332693	38	6257	0.657572707928333	1	muscle_mesentery_retractor	Grainyhead_LSF		327	0	0.947055175640608	0	""
ARCH1265_TFCP2__Tcfcp2l1__G...	digestive_filaments_1	0.87499120710042	0.048951048951049	0.0559446181330951	35	6263	0.812919171382872	1	digestive_filaments_1	Grainyhead_LSF		327	0	0.87499120710042	0	""
ARCH1265_TFCP2__Tcfcp2l1__G...	digestive_filaments_2	1.03737199289084	0.0579470198675497	0.0558594412271231	35	6260	0.436636410805063	0.799651199851902	digestive_filaments_2	Grainyhead_LSF		327	0.0970994067734232	1.03737199289084	0.0970994067734232	""
ARCH1265_TFCP2__Tcfcp2l1__G...	digestive_filaments_3	1.23648555347506	0.0689655172413793	0.0557754330793078	50	6243	0.0753711425453284	0.251480949680155	digestive_filaments_3	Grainyhead_LSF		327	0.599494908270665	1.23648555347506	0.599494908270665	""
ARCH1265_TFCP2__Tcfcp2l1__G...	epidermis_1	1.23440340831999	0.0688448074679113	0.0557717250324254	59	6235	0.0598333225684581	0.252029629452993	epidermis_1	Grainyhead_LSF		327	0.598548399093417	1.23440340831999	0.598548399093417	""
ARCH1265_TFCP2__Tcfcp2l1__G...	epidermis_2	1.01721594867909	0.0568376068376068	0.0558756544383853	133	6158	0.433468191395916	0.812385438104814	epidermis_2	Grainyhead_LSF		327	0.090237869865218	1.01721594867909	0.090237869865218	""
ARCH1265_TFCP2__Tcfcp2l1__G...	precursors_PGC	1.13772342284666	0.0635135135135135	0.05582509091234	47	6248	0.201846736287114	0.783346772062574	precursors_PGC	Grainyhead_LSF		327	0.106045941831897	1.13772342284666	0.106045941831897	""
ARCH1265_TFCP2__Tcfcp2l1__G...	precursors_endoNPC	0.621320763708527	0.0347593582887701	0.0559443049694639	13	6284	0.977370430148145	1	precursors_endoNPC	Grainyhead_LSF		327	0	0.621320763708527	0	""
ARCH1265_TFCP2__Tcfcp2l1__G...	precursors_NPC	1.43590215892743	0.080078125	0.0557685107596855	41	6256	0.0141864692286535	0.0862677195700164	precursors_NPC	Grainyhead_LSF		327	1.06415168209714	1.43590215892743	1.06415168209714	""
ARCH1265_TFCP2__Tcfcp2l1__G...	NPC_1	1.05298051491158	0.057759010707284	0.0548528770374578	766	5408	0.0881999233563243	0.335509400080115	NPC_1	Grainyhead_LSF		327	0.474295307549434	1.05298051491158	0.474295307549434	""
ARCH1265_TFCP2__Tcfcp2l1__G...	NPC_2	1.1950571834844	0.0663992869875223	0.0555615981437169	149	6130	0.016862228597535	0.100417478579114	NPC_2	Grainyhead_LSF		327	0.99819068769106	1.1950571834844	0.99819068769106	""
ARCH1265_TFCP2__Tcfcp2l1__G...	neuron_GATA_Islet_1	0.885268240659017	0.0495454545454545	0.05596660116099	109	6180	0.912680235673692	1	neuron_GATA_Islet_1	Grainyhead_LSF		327	0	0.885268240659017	0	""
ARCH1265_TFCP2__Tcfcp2l1__G...	neuron_GATA_Islet_2	0.807028811592243	0.0452091767881242	0.0560192847377132	67	6228	0.971388170115881	1	neuron_GATA_Islet_2	Grainyhead_LSF		327	0	0.807028811592243	0	""
ARCH1265_TFCP2__Tcfcp2l1__G...	neuron_Pou4_FoxL2_1	1.02039878203185	0.0569925471284524	0.0558532096784429	130	6161	0.420332543068108	0.792942429793918	neuron_Pou4_FoxL2_1	Grainyhead_LSF		327	0.10075834273338	1.02039878203185	0.10075834273338	""
ARCH1265_TFCP2__Tcfcp2l1__G...	neuron_Pou4_FoxL2_2	1.06289768704538	0.0593368237347295	0.0558255271960114	102	6192	0.278877946991052	0.65084083034263	neuron_Pou4_FoxL2_2	Grainyhead_LSF		327	0.186525209520876	1.06289768704538	0.186525209520876	""
ARCH1265_TFCP2__Tcfcp2l1__G...	neuron_Pou4_FoxL2_3	0.899534693695749	0.0503562945368171	0.0559803806231505	106	6186	0.87821153572164	1	neuron_Pou4_FoxL2_3	Grainyhead_LSF		327	0	0.899534693695749	0	""
ARCH1265_TFCP2__Tcfcp2l1__G...	neuronal_gastrula	1.05767568403648	0.0585002659102996	0.0553102116208639	330	5899	0.160962844506289	0.555965664924722	neuronal_gastrula	Grainyhead_LSF		327	0.254952028551341	1.05767568403648	0.254952028551341	""
ARCH1265_TFCP2__Tcfcp2l1__G...	gland	1.31007152522714	0.0730717185385656	0.0557768924302789	54	6244	0.0286117636615676	0.176761302993417	gland	Grainyhead_LSF		327	0.752612805702383	1.31007152522714	0.752612805702383	""
ARCH1265_TFCP2__Tcfcp2l1__G...	gland_mucin	1.00068757318327	0.0552733338388051	0.0552353554896022	729	5453	0.499106353491831	1	gland_mucin	Grainyhead_LSF		327	0	1.00068757318327	0	""
ARCH1475_GATA15	cnidocyte	1.40533078055162	0.163512092534175	0.116351320839919	311	12883	9.20260673806874e-10	2.64881697277412e-08	cnidocyte	GATA		376	7.57694804942658	1.40533078055162	7.57694804942658	""
ARCH1475_GATA15	cnidocyte_gastrula	0.942003161274957	0.109735187654791	0.116491315704578	1728	11194	0.993517866082993	1	cnidocyte_gastrula	GATA		376	0	0.942003161274957	0	""
ARCH1475_GATA15	ecto_pharynx	0.997780325014016	0.114790515059152	0.115045879520163	2222	10607	0.544423619760431	1	ecto_pharynx	GATA		376	0	0.997780325014016	0	""
ARCH1475_GATA15	ectoderm	0.975813573357236	0.112388977453883	0.11517464044614	2961	9810	0.894868127905286	1	ectoderm	GATA		376	0	0.975813573357236	0	""
ARCH1475_GATA15	ecto_aboral	0.985775382423982	0.113251307048233	0.114885509485693	2881	9889	0.767186326548648	1	ecto_aboral	GATA		376	0	0.985775382423982	0	""
ARCH1475_GATA15	EMS	0.944232512280668	0.109632394709081	0.116107413463531	2702	10083	0.997734353428245	1	EMS	GATA		376	0	0.944232512280668	0	""
ARCH1475_GATA15	EMS_ecto_boundary	0.971185832807049	0.112744366512461	0.11608938547486	1511	11429	0.875169794119876	1	EMS_ecto_boundary	GATA		376	0	0.971185832807049	0	""
ARCH1475_GATA15	gastro_circular_muscle_1	1.11938144053374	0.13089802130898	0.116937816341287	258	12938	0.0318664858756796	0.104626275869389	gastro_circular_muscle_1	GATA		376	0.980359232944617	1.11938144053374	0.980359232944617	""
ARCH1475_GATA15	gastro_circular_muscle_2	1.027273464317	0.120297462817148	0.117103640847113	275	12917	0.328673017988755	0.733682272071266	gastro_circular_muscle_2	GATA		376	0.1344919746347	1.027273464317	0.1344919746347	""
ARCH1475_GATA15	gastro_parietal_muscle	1.31141908201527	0.152838427947598	0.116544306883754	280	12906	2.3029867965679e-06	1.69968299045845e-05	gastro_parietal_muscle	GATA		376	4.76963207175867	1.31141908201527	4.76963207175867	""
ARCH1475_GATA15	gastro_IRF1_2	0.833297501188578	0.0977011494252874	0.117246420739209	51	13152	0.929895519621053	1	gastro_IRF1_2	GATA		376	0	0.833297501188578	0	""
ARCH1475_GATA15	gastro_somatic_gonad	1.34806118336253	0.157894736842105	0.117127277894213	18	13189	0.116173306699438	0.606973982376956	gastro_somatic_gonad	GATA		376	0.216829924332133	1.34806118336253	0.216829924332133	""
ARCH1475_GATA15	muscle_tentacle_retractor	1.19085297404286	0.139197267292912	0.116888709460369	163	13029	0.0115970722186874	0.0841518643767779	muscle_tentacle_retractor	GATA		376	1.07493625782746	1.19085297404286	1.07493625782746	""
ARCH1475_GATA15	muscle_mesentery_retractor	1.24990165642476	0.146239554317549	0.117000848479436	105	13100	0.0104668495988415	0.0769202096051035	muscle_mesentery_retractor	GATA		376	1.11395954099341	1.24990165642476	1.11395954099341	""
ARCH1475_GATA15	digestive_filaments_1	1.14705807013499	0.134265734265734	0.117052255471193	96	13104	0.0874508653049056	0.28199786206264	digestive_filaments_1	GATA		376	0.549754184226447	1.14705807013499	0.549754184226447	""
ARCH1475_GATA15	digestive_filaments_2	1.14531722671899	0.134105960264901	0.11709066897481	81	13122	0.110133926061414	0.312576083686283	digestive_filaments_2	GATA		376	0.50504425446919	1.14531722671899	0.50504425446919	""
ARCH1475_GATA15	digestive_filaments_3	1.28597332237137	0.150344827586207	0.116911311432936	109	13086	0.00403833157247538	0.0210066223664608	digestive_filaments_3	GATA		376	1.6776437717507	1.28597332237137	1.6776437717507	""
ARCH1475_GATA15	epidermis_1	1.12636695148231	0.131855309218203	0.117062480432935	113	13087	0.100282318517134	0.334985617174256	epidermis_1	GATA		376	0.474973839279421	1.12636695148231	0.474973839279421	""
ARCH1475_GATA15	epidermis_2	1.1824803598181	0.138034188034188	0.116732753223421	323	12865	0.00106039483150303	0.00625017704438814	epidermis_2	GATA		376	2.20410768052603	1.1824803598181	2.20410768052603	""
ARCH1475_GATA15	precursors_PGC	0.760196728599745	0.0891891891891892	0.117323826627711	66	13131	0.993962055806151	1	precursors_PGC	GATA		376	0	0.760196728599745	0	""
ARCH1475_GATA15	precursors_endoNPC	1.25616193245359	0.147058823529412	0.117069957089187	55	13150	0.0460443399078696	0.236662425657413	precursors_endoNPC	GATA		376	0.625870688522078	1.25616193245359	0.625870688522078	""
ARCH1475_GATA15	precursors_NPC	1.20199872371228	0.140625	0.116992636702384	72	13124	0.058621068146928	0.247316059547821	precursors_NPC	GATA		376	0.606747681671264	1.20199872371228	0.606747681671264	""
ARCH1475_GATA15	NPC_1	0.9873512334062	0.114386970291057	0.115852359748861	1517	11422	0.694175878396169	1	NPC_1	GATA		376	0	0.9873512334062	0	""
ARCH1475_GATA15	NPC_2	1.02357086984282	0.119429590017825	0.116679356101806	268	12873	0.353653057481067	0.98988465197699	NPC_2	GATA		376	0.00441540937061391	1.02357086984282	0.00441540937061391	""
ARCH1475_GATA15	neuron_GATA_Islet_1	1.09198115797179	0.127727272727273	0.116968385209603	281	12916	0.0655348470256102	0.198908050638363	neuron_GATA_Islet_1	GATA		376	0.701347638810909	1.09198115797179	0.701347638810909	""
ARCH1475_GATA15	neuron_GATA_Islet_2	1.0837020320896	0.126855600539811	0.11705763833921	188	13014	0.130951840240345	0.320785571766064	neuron_GATA_Islet_2	GATA		376	0.493785173565236	1.0837020320896	0.493785173565236	""
ARCH1475_GATA15	neuron_Pou4_FoxL2_1	0.672582495888318	0.079351161771153	0.117979819957029	181	13014	0.999999999072006	1	neuron_Pou4_FoxL2_1	GATA		376	0	0.672582495888318	0	""
ARCH1475_GATA15	neuron_Pou4_FoxL2_2	0.562022630004651	0.0663176265270506	0.117998142755394	114	13088	0.999999999999587	1	neuron_Pou4_FoxL2_2	GATA		376	0	0.562022630004651	0	""
ARCH1475_GATA15	neuron_Pou4_FoxL2_3	0.931632870003812	0.109263657957245	0.117281883749762	230	12960	0.879144390209862	1	neuron_Pou4_FoxL2_3	GATA		376	0	0.931632870003812	0	""
ARCH1475_GATA15	neuronal_gastrula	0.889943277578168	0.10423683744017	0.117127506961829	588	12492	0.998661641548949	1	neuronal_gastrula	GATA		376	0	0.889943277578168	0	""
ARCH1475_GATA15	gland	1.01619999253162	0.119079837618403	0.117181498222357	88	13118	0.453498143246783	0.868937754426476	gland	GATA		376	0.0610113327312188	1.01619999253162	0.0610113327312188	""
ARCH1475_GATA15	gland_mucin	0.886283934201777	0.103950261581621	0.117287764755933	1371	11579	0.999997556306988	1	gland_mucin	GATA		376	0	0.886283934201777	0	""
ARCH484_Tbx3/Tbx2	cnidocyte	1.70532832952609	0.0920084121976866	0.053953488372093	175	5974	1.91633322203718e-11	7.19458146621351e-10	cnidocyte	T-box	Tbx3/Tbx2	169	9.14299446541061	1.70532832952609	9.14299446541061	T-box.HG1.11:TBX2/TBX3
ARCH484_Tbx3/Tbx2	cnidocyte_gastrula	1.1217824165486	0.0596304057915793	0.0531568376468629	939	5108	0.000533981393789204	0.00301367930416326	cnidocyte_gastrula	T-box	Tbx3/Tbx2	169	2.52090296431151	1.1217824165486	2.52090296431151	T-box.HG1.11:TBX2/TBX3
ARCH484_Tbx3/Tbx2	ecto_pharynx	0.953177057002152	0.0517642196621377	0.0543070348597583	1002	5007	0.925905360559626	1	ecto_pharynx	T-box	Tbx3/Tbx2	169	0	0.953177057002152	0	T-box.HG1.11:TBX2/TBX3
ARCH484_Tbx3/Tbx2	ectoderm	0.866038986566317	0.0480528353450239	0.0554857646022894	1266	4726	0.999998964051686	1	ectoderm	T-box	Tbx3/Tbx2	169	0	0.866038986566317	0	T-box.HG1.11:TBX2/TBX3
ARCH484_Tbx3/Tbx2	ecto_aboral	0.992960020230883	0.0534219112386493	0.0538006668448018	1359	4631	0.598255643585718	1	ecto_aboral	T-box	Tbx3/Tbx2	169	0	0.992960020230883	0	T-box.HG1.11:TBX2/TBX3
ARCH484_Tbx3/Tbx2	EMS	0.984561056835486	0.0532743650085207	0.054109762557288	1313	4699	0.700736022190083	1	EMS	T-box	Tbx3/Tbx2	169	0	0.984561056835486	0	T-box.HG1.11:TBX2/TBX3
ARCH484_Tbx3/Tbx2	EMS_ecto_boundary	0.965087034067581	0.0524548574839576	0.0543524631792788	703	5351	0.823978739313186	1	EMS_ecto_boundary	T-box	Tbx3/Tbx2	169	0	0.965087034067581	0	T-box.HG1.11:TBX2/TBX3
ARCH484_Tbx3/Tbx2	gastro_circular_muscle_1	0.909277079638225	0.0497209538305429	0.0546818510484454	98	6050	0.844127097943401	1	gastro_circular_muscle_1	T-box	Tbx3/Tbx2	169	0	0.909277079638225	0	T-box.HG1.11:TBX2/TBX3
ARCH484_Tbx3/Tbx2	gastro_circular_muscle_2	0.814311844374847	0.0446194225721785	0.0547940237888019	102	6044	0.986788773420155	1	gastro_circular_muscle_2	T-box	Tbx3/Tbx2	169	0	0.814311844374847	0	T-box.HG1.11:TBX2/TBX3
ARCH484_Tbx3/Tbx2	gastro_parietal_muscle	0.696394612923349	0.0382096069868996	0.0548677521017889	70	6076	0.999551735318855	1	gastro_parietal_muscle	T-box	Tbx3/Tbx2	169	0	0.696394612923349	0	T-box.HG1.11:TBX2/TBX3
ARCH484_Tbx3/Tbx2	gastro_IRF1_2	0.982527133994509	0.053639846743295	0.0545937561288712	28	6124	0.565374173224195	1	gastro_IRF1_2	T-box	Tbx3/Tbx2	169	0	0.982527133994509	0	T-box.HG1.11:TBX2/TBX3
ARCH484_Tbx3/Tbx2	gastro_somatic_gonad	0.642441877050349	0.0350877192982456	0.0546161770452204	4	6150	0.874929056990055	1	gastro_somatic_gonad	T-box	Tbx3/Tbx2	169	0	0.642441877050349	0	T-box.HG1.11:TBX2/TBX3
ARCH484_Tbx3/Tbx2	muscle_tentacle_retractor	1.28653463593347	0.0700256191289496	0.054429641591531	82	6067	0.0137969178546008	0.0927131406027065	muscle_tentacle_retractor	T-box	Tbx3/Tbx2	169	1.03285870720615	1.28653463593347	1.03285870720615	T-box.HG1.11:TBX2/TBX3
ARCH484_Tbx3/Tbx2	muscle_mesentery_retractor	0.841403478888199	0.0459610027855153	0.0546242129236815	33	6116	0.866003108475739	1	muscle_mesentery_retractor	T-box	Tbx3/Tbx2	169	0	0.841403478888199	0	T-box.HG1.11:TBX2/TBX3
ARCH484_Tbx3/Tbx2	digestive_filaments_1	0.587853217627948	0.0321678321678322	0.0547208575256811	23	6126	0.99827985417509	1	digestive_filaments_1	T-box	Tbx3/Tbx2	169	0	0.587853217627948	0	T-box.HG1.11:TBX2/TBX3
ARCH484_Tbx3/Tbx2	digestive_filaments_2	0.818030298770228	0.0447019867549669	0.0546458814816137	27	6124	0.879808839121441	1	digestive_filaments_2	T-box	Tbx3/Tbx2	169	0	0.818030298770228	0	T-box.HG1.11:TBX2/TBX3
ARCH484_Tbx3/Tbx2	digestive_filaments_3	0.756678252933654	0.0413793103448276	0.0546854758735292	30	6121	0.955664572246355	1	digestive_filaments_3	T-box	Tbx3/Tbx2	169	0	0.756678252933654	0	T-box.HG1.11:TBX2/TBX3
ARCH484_Tbx3/Tbx2	epidermis_1	0.61804084376204	0.0338389731621937	0.054752001431191	29	6121	0.998358523618441	1	epidermis_1	T-box	Tbx3/Tbx2	169	0	0.61804084376204	0	T-box.HG1.11:TBX2/TBX3
ARCH484_Tbx3/Tbx2	epidermis_2	0.842844942960933	0.0461538461538462	0.0547595931366767	108	6035	0.970918871601429	1	epidermis_2	T-box	Tbx3/Tbx2	169	0	0.842844942960933	0	T-box.HG1.11:TBX2/TBX3
ARCH484_Tbx3/Tbx2	precursors_PGC	0.840247747747748	0.045945945945946	0.0546814270780283	34	6120	0.870999124195859	1	precursors_PGC	T-box	Tbx3/Tbx2	169	0	0.840247747747748	0	T-box.HG1.11:TBX2/TBX3
ARCH484_Tbx3/Tbx2	precursors_endoNPC	1.42200327403689	0.0775401069518717	0.0545287822943931	29	6125	0.0379706667968561	0.206211765906197	precursors_endoNPC	T-box	Tbx3/Tbx2	169	0.685686558633709	1.42200327403689	0.685686558633709	T-box.HG1.11:TBX2/TBX3
ARCH484_Tbx3/Tbx2	precursors_NPC	1.83149983097033	0.099609375	0.0543867781561447	51	6101	3.16230336355144e-05	0.000474895470335073	precursors_NPC	T-box	Tbx3/Tbx2	169	3.32340197280136	1.83149983097033	3.32340197280136	T-box.HG1.11:TBX2/TBX3
ARCH484_Tbx3/Tbx2	NPC_1	0.913395043213934	0.0499170562509425	0.0546500187643903	662	5388	0.989362517130629	1	NPC_1	T-box	Tbx3/Tbx2	169	0	0.913395043213934	0	T-box.HG1.11:TBX2/TBX3
ARCH484_Tbx3/Tbx2	NPC_2	1.40073434191081	0.0757575757575758	0.0540841853382641	170	5967	1.24712748276834e-05	0.000133775724393846	NPC_2	T-box	Tbx3/Tbx2	169	3.87362268864825	1.40073434191081	3.87362268864825	T-box.HG1.11:TBX2/TBX3
ARCH484_Tbx3/Tbx2	neuron_GATA_Islet_1	0.761994899489949	0.0418181818181818	0.0548798710413591	92	6060	0.997554407837305	1	neuron_GATA_Islet_1	T-box	Tbx3/Tbx2	169	0	0.761994899489949	0	T-box.HG1.11:TBX2/TBX3
ARCH484_Tbx3/Tbx2	neuron_GATA_Islet_2	1.00122278013373	0.0546558704453441	0.0545891199539469	81	6069	0.511834447537993	0.854482411223535	neuron_GATA_Islet_2	T-box	Tbx3/Tbx2	169	0.0682968724250229	1.00122278013373	0.0682968724250229	T-box.HG1.11:TBX2/TBX3
ARCH484_Tbx3/Tbx2	neuron_Pou4_FoxL2_1	1.35094711589726	0.0732135028496274	0.0541942034503703	167	5978	8.99523303767121e-05	0.00059293005557474	neuron_Pou4_FoxL2_1	T-box	Tbx3/Tbx2	169	3.22699653474624	1.35094711589726	3.22699653474624	T-box.HG1.11:TBX2/TBX3
ARCH484_Tbx3/Tbx2	neuron_Pou4_FoxL2_2	1.42671835052663	0.077370564281559	0.0542297393546526	133	6015	4.3158669029345e-05	0.000390235714207742	neuron_Pou4_FoxL2_2	T-box	Tbx3/Tbx2	169	3.40867298667505	1.42671835052663	3.40867298667505	T-box.HG1.11:TBX2/TBX3
ARCH484_Tbx3/Tbx2	neuron_Pou4_FoxL2_3	1.2049862270708	0.0655581947743468	0.0544057627394731	138	6012	0.01639269315013	0.0625256368236999	neuron_Pou4_FoxL2_3	T-box	Tbx3/Tbx2	169	1.20394187628502	1.2049862270708	1.20394187628502	T-box.HG1.11:TBX2/TBX3
ARCH484_Tbx3/Tbx2	neuronal_gastrula	1.09020764025905	0.0590320865094841	0.0541475626564654	333	5775	0.0623098787282615	0.254395178637606	neuronal_gastrula	T-box	Tbx3/Tbx2	169	0.594491123805561	1.09020764025905	0.594491123805561	T-box.HG1.11:TBX2/TBX3
ARCH484_Tbx3/Tbx2	gland	0.891659756215203	0.0487144790257104	0.0546334840012149	36	6116	0.781786596443983	1	gland	T-box	Tbx3/Tbx2	169	0	0.891659756215203	0	T-box.HG1.11:TBX2/TBX3
ARCH484_Tbx3/Tbx2	gland_mucin	0.966740384596063	0.0524679657290166	0.0542730670664384	692	5358	0.810701020626337	1	gland_mucin	T-box	Tbx3/Tbx2	169	0	0.966740384596063	0	T-box.HG1.11:TBX2/TBX3
ARCH487_Meis3/Meis2/Meis1_P...	cnidocyte	2.76262428788993	0.159831756046267	0.0578550462858433	304	6406	1.71603100825352e-55	2.96358555125382e-53	cnidocyte	Homeodomains		170	52.5281825312557	2.76262428788993	30	""
ARCH487_Meis3/Meis2/Meis1_P...	cnidocyte_gastrula	1.56189262809588	0.0853495903981711	0.0546449793429282	1344	5251	2.33281141410548e-47	7.74762560030801e-46	cnidocyte_gastrula	Homeodomains		170	45.1108313744848	1.56189262809588	30	""
ARCH487_Meis3/Meis2/Meis1_P...	ecto_pharynx	0.823061369417037	0.0499560882368136	0.0606954597713616	967	5596	0.999999998210479	1	ecto_pharynx	Homeodomains		170	0	0.823061369417037	0	""
ARCH487_Meis3/Meis2/Meis1_P...	ectoderm	0.772840863996189	0.0478630532149093	0.0619313178749633	1261	5275	1	1	ectoderm	Homeodomains		170	0	0.772840863996189	0	""
ARCH487_Meis3/Meis2/Meis1_P...	ecto_aboral	0.809262039755033	0.0496874877157121	0.0613985152828282	1264	5285	0.999999999999466	1	ecto_aboral	Homeodomains		170	0	0.809262039755033	0	""
ARCH487_Meis3/Meis2/Meis1_P...	EMS	0.80998664032912	0.0498255294976873	0.0615140139563806	1228	5342	0.999999999998885	1	EMS	Homeodomains		170	0	0.80998664032912	0	""
ARCH487_Meis3/Meis2/Meis1_P...	EMS_ecto_boundary	0.914496989620303	0.0546933293538278	0.0598070086338243	733	5888	0.991666830170247	1	EMS_ecto_boundary	Homeodomains		170	0	0.914496989620303	0	""
ARCH487_Meis3/Meis2/Meis1_P...	gastro_circular_muscle_1	0.960644474364888	0.0573313039066464	0.0596800433839479	113	6603	0.682232627248176	1	gastro_circular_muscle_1	Homeodomains		170	0	0.960644474364888	0	""
ARCH487_Meis3/Meis2/Meis1_P...	gastro_circular_muscle_2	0.751770194509985	0.0450568678915136	0.0599343632143893	103	6611	0.999135051497596	1	gastro_circular_muscle_2	Homeodomains		170	0	0.751770194509985	0	""
ARCH487_Meis3/Meis2/Meis1_P...	gastro_parietal_muscle	0.867311581055119	0.0518558951965066	0.0597892341451521	95	6621	0.931833541306682	1	gastro_parietal_muscle	Homeodomains		170	0	0.867311581055119	0	""
ARCH487_Meis3/Meis2/Meis1_P...	gastro_IRF1_2	0.931662264746433	0.0555555555555556	0.0596305739297877	29	6689	0.678682928814753	1	gastro_IRF1_2	Homeodomains		170	0	0.931662264746433	0	""
ARCH487_Meis3/Meis2/Meis1_P...	gastro_somatic_gonad	1.47206316835307	0.087719298245614	0.0595893573940535	10	6710	0.142834799418896	0.654369611680566	gastro_somatic_gonad	Homeodomains		170	0.184176877102441	1.47206316835307	0.184176877102441	""
ARCH487_Meis3/Meis2/Meis1_P...	muscle_tentacle_retractor	0.930128049428641	0.0555081127241674	0.0596779258063069	65	6652	0.742595452008706	0.984217594748305	muscle_tentacle_retractor	Homeodomains		170	0.0069088753984656	0.930128049428641	0.0069088753984656	""
ARCH487_Meis3/Meis2/Meis1_P...	muscle_mesentery_retractor	0.863481610679838	0.0515320334261839	0.0596793640869915	37	6682	0.841041993333003	1	muscle_mesentery_retractor	Homeodomains		170	0	0.863481610679838	0	""
ARCH487_Meis3/Meis2/Meis1_P...	digestive_filaments_1	0.913989468098135	0.0545454545454545	0.0596784278695846	39	6681	0.740136613620057	1	digestive_filaments_1	Homeodomains		170	0	0.913989468098135	0	""
ARCH487_Meis3/Meis2/Meis1_P...	digestive_filaments_2	1.67179508089933	0.0993377483443709	0.0594198113628455	60	6659	9.09880825423362e-05	0.000903082865233418	digestive_filaments_2	Homeodomains		170	3.04427239779007	1.67179508089933	3.04427239779007	""
ARCH487_Meis3/Meis2/Meis1_P...	digestive_filaments_3	1.04097113864404	0.0620689655172414	0.0596260196013616	45	6674	0.412918538578863	0.804864916620424	digestive_filaments_3	Homeodomains		170	0.0942770027242204	1.04097113864404	0.0942770027242204	""
