cell_type	motif	fc	f_fg	f_bg	n_fg	n_bg	pval	padj	label
cnidocyte	Nvec_vc1.1_XM_048730743.1	1.16382570516723	0.0257623554153523	0.0221359223300971	49	2451	0.161719828482387	0.889778999367775	cnidocyte
cnidocyte	Pou4	1.22193938636766	0.0278654048370137	0.022804244750508	53	2525	0.0858138644538904	0.815231712311959	cnidocyte
cnidocyte	Shox2	1.04413376267835	0.0299684542586751	0.0287017385414315	57	3178	0.390406164287568	0.889778999367775	cnidocyte
cnidocyte	Tesmin	0.854532650324622	0.0210304942166141	0.0246105215624294	40	2725	0.859880272531959	0.994601776851768	cnidocyte
cnidocyte	Ybx1/Ybx2/Ybx3	0.668439879788115	0.0173501577287066	0.0259561977873109	33	2874	0.994601776851768	0.994601776851768	cnidocyte
cnidocyte_gastrula	Foxn3	1.06662531883272	0.029148409220804	0.0273276929641077	459	2626	0.103219435376789	1	cnidocyte_gastrula
cnidocyte_gastrula	FoxQ2d	0.88408577515074	0.0318790880802693	0.0360588180200431	502	3465	0.996368453748633	1	cnidocyte_gastrula
cnidocyte_gastrula	Lbx	0.759924114516359	0.0126373277449673	0.0166297232888972	199	1598	0.999938819273592	1	cnidocyte_gastrula
cnidocyte_gastrula	Nanog	0.654371560258517	0.0107322029592938	0.0164007784125795	169	1576	0.999999990256296	1	cnidocyte_gastrula
cnidocyte_gastrula	NOTO	0.740101905411768	0.0199403060900489	0.0269426493084824	314	2589	0.999999949598501	1	cnidocyte_gastrula
cnidocyte_gastrula	Nvec_vc1.1_XM_001630676.3	0.613874524123544	0.0139074109354163	0.0226551361701685	219	2177	0.999999999999955	1	cnidocyte_gastrula
cnidocyte_gastrula	Nvec_vc1.1_XM_001634198.3	0.713217036919499	0.0447704324633263	0.0627725224522078	705	6032	1	1	cnidocyte_gastrula
cnidocyte_gastrula	Nvec_vc1.1_XM_001641264.3	0.707574325192057	0.0214644059185877	0.0303351961120997	338	2915	0.999999999926876	1	cnidocyte_gastrula
cnidocyte_gastrula	Nvec_vc1.1_XM_032366665.2	0.868887901046407	0.0219724391947673	0.0252880022478224	346	2430	0.994484299844302	1	cnidocyte_gastrula
cnidocyte_gastrula	Nvec_vc1.1_XM_032367023.2	0.915225038059146	0.0240680764590081	0.0262974410206779	379	2527	0.952364901372007	1	cnidocyte_gastrula
cnidocyte_gastrula	Nvec_vc1.1_XM_032372904.2	0.663768013128798	0.0174001397091509	0.0262141883383805	274	2519	0.999999999997556	1	cnidocyte_gastrula
cnidocyte_gastrula	Nvec_vc1.1_XM_032379457.2	1.05435102087206	0.0269257636375183	0.0255377602947145	424	2454	0.160440601450458	1	cnidocyte_gastrula
cnidocyte_gastrula	Nvec_vc1.1_XM_032383663.2	0.852865300094228	0.0200673144090938	0.0235292893342907	316	2261	0.99708346967905	1	cnidocyte_gastrula
cnidocyte_gastrula	Nvec_vc1.1_XM_048727543.1	0.757028153305206	0.0219089350352448	0.028940713683619	345	2781	0.99999986624561	1	cnidocyte_gastrula
cnidocyte_gastrula	Nvec_vc1.1_XM_048730743.1	0.784502046041041	0.0177811646662856	0.0226655427554557	280	2178	0.999969594041177	1	cnidocyte_gastrula
cnidocyte_gastrula	Pou4	0.742679499417581	0.0175906521877183	0.0236853881135983	277	2276	0.999999601903197	1	cnidocyte_gastrula
cnidocyte_gastrula	Shox2	0.832826218927629	0.0242585889375754	0.0291280322187881	382	2799	0.99976815333721	1	cnidocyte_gastrula
cnidocyte_gastrula	Tesmin	0.861441224484734	0.0212103892804979	0.0246219807894436	334	2366	0.996010763914979	1	cnidocyte_gastrula
cnidocyte_gastrula	Ybx1/Ybx2/Ybx3	0.81718667113108	0.0214644059185877	0.0262662212648164	338	2524	0.99986511616701	1	cnidocyte_gastrula
ecto_pharynx	Foxn3	1.09591874335095	0.0295500335795836	0.0269637085403154	572	2486	0.0246906191000475	0.156373920966967	ecto_pharynx
ecto_pharynx	FoxQ2d	1.10076304856347	0.0382290644211396	0.0347296036790386	740	3202	0.00922078330760252	0.087597441422224	ecto_pharynx
ecto_pharynx	Lbx	1.0132736306957	0.0162215219300511	0.016009024056921	314	1476	0.425109610030896	0.999999997723437	ecto_pharynx
ecto_pharynx	Nanog	0.722732715078545	0.0117270238156739	0.0162259485021367	227	1496	0.999999223443744	0.999999997723437	ecto_pharynx
ecto_pharynx	NOTO	0.970796366787057	0.0253655008524048	0.0261285494262348	491	2409	0.735089036091731	0.999999997723437	ecto_pharynx
ecto_pharynx	Nvec_vc1.1_XM_001630676.3	1.02134605033929	0.0216459162060237	0.021193518297577	419	1954	0.354169551677003	0.999999997723437	ecto_pharynx
ecto_pharynx	Nvec_vc1.1_XM_001634198.3	0.845067477517176	0.0521258459472026	0.0616824659970932	1009	5687	0.999999895296902	0.999999997723437	ecto_pharynx
ecto_pharynx	Nvec_vc1.1_XM_001641264.3	0.89471309221299	0.0263470579118665	0.0294474934380355	510	2715	0.991514825605293	0.999999997723437	ecto_pharynx
ecto_pharynx	Nvec_vc1.1_XM_032366665.2	0.956332262149892	0.0238673348142791	0.0249571574220699	462	2301	0.818986348062632	0.999999997723437	ecto_pharynx
ecto_pharynx	Nvec_vc1.1_XM_032367023.2	0.931682905023527	0.0243839437929431	0.026171934315278	472	2413	0.927249915202861	0.999999997723437	ecto_pharynx
ecto_pharynx	Nvec_vc1.1_XM_032372904.2	0.733684349347035	0.0192178540063026	0.0261936267597996	372	2415	0.999999997723437	0.999999997723437	ecto_pharynx
ecto_pharynx	Nvec_vc1.1_XM_032379457.2	1.26803883941569	0.0311515214134422	0.0245666934206816	603	2265	1.58244999242977e-07	3.00665498561656e-06	ecto_pharynx
ecto_pharynx	Nvec_vc1.1_XM_032383663.2	0.935196898951719	0.0216459162060237	0.0231458383045185	419	2134	0.903025690869642	0.999999997723437	ecto_pharynx
ecto_pharynx	Nvec_vc1.1_XM_048727543.1	0.925180007490334	0.0261404143204009	0.028254408989349	506	2605	0.951215595914375	0.999999997723437	ecto_pharynx
ecto_pharynx	Nvec_vc1.1_XM_048730743.1	0.783558652896869	0.0177196879681769	0.02261437341374	343	2085	0.99999397795686	0.999999997723437	ecto_pharynx
ecto_pharynx	Pou4	0.829218569200348	0.0193728366999018	0.0233627627497343	375	2154	0.999749659506488	0.999999997723437	ecto_pharynx
ecto_pharynx	Shox2	0.937928780841444	0.0270703104819962	0.0288617974359531	524	2661	0.917577149263118	0.999999997723437	ecto_pharynx
ecto_pharynx	Tesmin	1.01987461817713	0.0242806219972103	0.0238074578624265	470	2195	0.355445242563605	0.999999997723437	ecto_pharynx
ecto_pharynx	Ybx1/Ybx2/Ybx3	0.774285902606229	0.0204577155550964	0.0264213974272761	396	2436	0.999999625167872	0.999999997723437	ecto_pharynx
ectoderm	Foxn3	1.06544819764151	0.0287330144993547	0.0269680070443205	757	2297	0.0657739966255825	0.312426483971517	ectoderm
ectoderm	FoxQ2d	1.06482579548644	0.036779776816215	0.0345406515996478	969	2942	0.0444114286557485	0.281272381486407	ectoderm
ectoderm	Lbx	1.01866260196017	0.0161694374857663	0.0158732022307015	426	1352	0.377647049536463	0.999999989801431	ectoderm
ectoderm	Nanog	0.715373644672937	0.0118424049191528	0.0165541532139712	312	1410	0.999999989801431	0.999999989801431	ectoderm
ectoderm	NOTO	1.0592969505706	0.0270249753283231	0.0255121808042266	712	2173	0.0922805896745847	0.350666240763422	ectoderm
ectoderm	Nvec_vc1.1_XM_001630676.3	1.03497308904213	0.0217869885371593	0.0210507778103904	574	1793	0.241278368305508	0.764048166300777	ectoderm
ectoderm	Nvec_vc1.1_XM_001634198.3	0.870596525395111	0.0535185606923252	0.0614734370413854	1410	5236	0.999999333521561	0.999999989801431	ectoderm
ectoderm	Nvec_vc1.1_XM_001641264.3	0.911523419357389	0.0267972367721855	0.0293982976225418	706	2504	0.987526955547195	0.999999989801431	ectoderm
ectoderm	Nvec_vc1.1_XM_032366665.2	0.960278788070107	0.0239125483944432	0.0249016730261227	630	2121	0.822978202837086	0.999999989801431	ectoderm
ectoderm	Nvec_vc1.1_XM_032367023.2	0.903723804608645	0.0237986791163744	0.026334018197828	627	2243	0.989557240637049	0.999999989801431	ectoderm
ectoderm	Nvec_vc1.1_XM_032372904.2	0.800633693836091	0.0209899035906779	0.0262166128558849	553	2233	0.999999421506444	0.999999989801431	ectoderm
ectoderm	Nvec_vc1.1_XM_032379457.2	1.25034254149203	0.030137402262203	0.0241033167009099	794	2053	5.5331407877167e-08	1.05129674966617e-06	ectoderm
ectoderm	Nvec_vc1.1_XM_032383663.2	0.952121791243673	0.021976770667274	0.0230818902260053	579	1966	0.858590314559952	0.999999989801431	ectoderm
ectoderm	Nvec_vc1.1_XM_048727543.1	0.928309456798527	0.0261899339558187	0.0282125036689169	690	2403	0.962173112232134	0.999999989801431	ectoderm
ectoderm	Nvec_vc1.1_XM_048730743.1	0.841172108713867	0.018902300159417	0.0224713824479014	498	1914	0.999810244776131	0.999999989801431	ectoderm
ectoderm	Pou4	0.873283712752489	0.0203826007743111	0.02334018197828	537	1988	0.997972066780936	0.999999989801431	ectoderm
ectoderm	Shox2	0.997424394346985	0.0283154938131026	0.0283886116818315	746	2418	0.531960467666901	0.999999989801431	ectoderm
ectoderm	Tesmin	1.11991759491688	0.0258103696955895	0.0230466686234224	680	1963	0.0056438102211636	0.0536161971010542	ectoderm
ectoderm	Ybx1/Ybx2/Ybx3	0.773341697123772	0.0206103393304486	0.0266510126210743	543	2270	0.99999998976303	0.999999989801431	ectoderm
ecto_aboral	Foxn3	1.0330908964147	0.0279885215613821	0.0270920222591401	712	2332	0.226415523961567	0.502469712221008	ecto_aboral
ecto_aboral	FoxQ2d	1.07553360963321	0.0371476866229018	0.0345388431288265	945	2973	0.0251690211639242	0.0797019003524265	ecto_aboral
ecto_aboral	Lbx	1.21252237960224	0.0183969495656276	0.015172461865539	468	1306	0.000209415520340093	0.00132629829548726	ecto_aboral
ecto_aboral	Nanog	0.80459225087916	0.0130115177483392	0.0161715673176342	331	1392	0.999886200824023	0.999999999206278	ecto_aboral
ecto_aboral	NOTO	1.26463390687687	0.0307795117732615	0.0243386735132498	783	2095	1.35044503209176e-08	1.28292278048717e-07	ecto_aboral
ecto_aboral	Nvec_vc1.1_XM_001630676.3	0.95136986529494	0.0204803647942136	0.0215272372410749	521	1853	0.85115717341273	0.999999999206278	ecto_aboral
ecto_aboral	Nvec_vc1.1_XM_001634198.3	0.977531748464794	0.0586107944494674	0.05995794463097	1491	5161	0.791404011985028	0.999999999206278	ecto_aboral
ecto_aboral	Nvec_vc1.1_XM_001641264.3	1.05618025084117	0.0299146979047919	0.0283234778163737	761	2438	0.0947880523486278	0.257281856374847	ecto_aboral
ecto_aboral	Nvec_vc1.1_XM_032366665.2	1.02939150734274	0.0251975313495027	0.0244780835763328	641	2107	0.264457743274215	0.502469712221008	ecto_aboral
ecto_aboral	Nvec_vc1.1_XM_032367023.2	0.941161237157928	0.0245685758087975	0.0261045343123018	625	2247	0.91696322619902	0.999999999206278	ecto_aboral
ecto_aboral	Nvec_vc1.1_XM_032372904.2	0.95849600061733	0.0240968591532686	0.0251402813759773	613	2164	0.831702529661686	0.999999999206278	ecto_aboral
ecto_aboral	Nvec_vc1.1_XM_032379457.2	1.31743005140433	0.0313298478713786	0.0237810332609176	797	2047	3.18654410236293e-11	6.05443379448958e-10	ecto_aboral
ecto_aboral	Nvec_vc1.1_XM_032383663.2	0.993779036860694	0.0227210189079759	0.0228632503456208	578	1968	0.560914076799812	0.968851587199674	ecto_aboral
ecto_aboral	Nvec_vc1.1_XM_048727543.1	1.02956140947859	0.0282636896104407	0.0274521649221046	719	2363	0.250168583535551	0.502469712221008	ecto_aboral
ecto_aboral	Nvec_vc1.1_XM_048730743.1	0.940105699380178	0.0205982939580958	0.0219106149145532	524	1886	0.901840114035958	0.999999999206278	ecto_aboral
ecto_aboral	Pou4	0.958159747872604	0.0218955147608003	0.0228516328403639	557	1967	0.822311419817	0.999999999206278	ecto_aboral
ecto_aboral	Shox2	1.13791966394967	0.0312119187074964	0.0274289299115908	794	2361	0.000833594172232337	0.0039595723181036	ecto_aboral
ecto_aboral	Tesmin	1.096259330621	0.0254333896772672	0.0232001579980715	647	1997	0.0216286666872006	0.0797019003524265	ecto_aboral
ecto_aboral	Ybx1/Ybx2/Ybx3	0.754216540911212	0.0201265773025669	0.0266854095751478	512	2297	0.999999999206278	0.999999999206278	ecto_aboral
EMS	Foxn3	1.11671121456333	0.029781708999432	0.0266691232353009	734	2316	0.00466287238754715	0.0885945753633959	EMS
EMS	FoxQ2d	0.719671795316233	0.0269414915199221	0.0374358029524884	664	3251	1	1	EMS
EMS	Lbx	0.771160681359545	0.0129027022640591	0.0167315354321642	318	1453	0.999993818795625	1	EMS
EMS	Nanog	0.768689570425601	0.0125781059806865	0.0163630501370305	310	1421	0.999993829472191	1	EMS
EMS	NOTO	0.7938545753353	0.0214639292380102	0.0270376085304346	529	2348	0.999999704600554	1	EMS
EMS	Nvec_vc1.1_XM_001630676.3	1.05341977369547	0.02223484541102	0.0211072983118767	548	1833	0.145664408381805	1	EMS
EMS	Nvec_vc1.1_XM_001634198.3	0.655300698755745	0.04240038951554	0.0647037147923816	1045	5619	1	1	EMS
EMS	Nvec_vc1.1_XM_001641264.3	0.717398041304238	0.0220319727339122	0.0307109463162986	543	2667	0.999999999999947	1	EMS
EMS	Nvec_vc1.1_XM_032366665.2	0.849206636476099	0.0217479509859612	0.0256097280117915	536	2224	0.999780221244772	1	EMS
EMS	Nvec_vc1.1_XM_032367023.2	0.836434329264056	0.022518867158971	0.0269224568757053	555	2338	0.999955761259313	1	EMS
EMS	Nvec_vc1.1_XM_032372904.2	0.652680764577333	0.0176093483729611	0.0269800327030699	434	2343	1	1	EMS
EMS	Nvec_vc1.1_XM_032379457.2	0.859333122043095	0.0226405907652357	0.0263466986020589	558	2288	0.999550693265244	1	EMS
EMS	Nvec_vc1.1_XM_032383663.2	0.883070647145589	0.0205712894587357	0.023295179751733	507	2023	0.99511139274584	1	EMS
EMS	Nvec_vc1.1_XM_048727543.1	0.685631575998145	0.0204089913170494	0.0297667027475185	503	2585	1	1	EMS
EMS	Nvec_vc1.1_XM_048730743.1	0.70750294998143	0.0164732613811572	0.0232836645862601	406	2022	0.999999999989305	1	EMS
EMS	Pou4	0.630152244166917	0.0154994725310395	0.0245963934501739	382	2136	1	1	EMS
EMS	Shox2	0.789083943950485	0.0234520814736671	0.0297206420856268	578	2581	0.99999996010938	1	EMS
EMS	Tesmin	0.814010800340225	0.0202466931753631	0.0248727574215242	499	2160	0.999991496955561	1	EMS
EMS	Ybx1/Ybx2/Ybx3	0.89539859488235	0.0231680597257161	0.0258745768176689	571	2247	0.992504363572568	1	EMS
EMS_ecto_boundary	Foxn3	1.11110111640886	0.0301447545142516	0.0271305231081767	404	2671	0.0252688611347251	0.240054180779888	EMS_ecto_boundary
EMS_ecto_boundary	FoxQ2d	1.02149253234256	0.0362632442918967	0.0355002539360081	486	3495	0.334606310231773	1	EMS_ecto_boundary
EMS_ecto_boundary	Lbx	0.822816013399072	0.013430831219221	0.0163230066023362	180	1607	0.995275484414647	1	EMS_ecto_boundary
EMS_ecto_boundary	Nanog	0.704022455852988	0.0113415908073422	0.0161097003555104	152	1586	0.999994607389379	1	EMS_ecto_boundary
EMS_ecto_boundary	NOTO	0.812464773123352	0.0215639456797493	0.0265413915693245	289	2613	0.999776767393288	1	EMS_ecto_boundary
EMS_ecto_boundary	Nvec_vc1.1_XM_001630676.3	0.872306359974044	0.0189523951649008	0.0217267648552565	254	2139	0.983933446391486	1	EMS_ecto_boundary
EMS_ecto_boundary	Nvec_vc1.1_XM_001634198.3	0.716529098396798	0.0446948216684077	0.0623768410360589	599	6141	1	1	EMS_ecto_boundary
EMS_ecto_boundary	Nvec_vc1.1_XM_001641264.3	0.732101710091335	0.0219370243247277	0.0299644489588624	294	2950	0.999999969688865	1	EMS_ecto_boundary
EMS_ecto_boundary	Nvec_vc1.1_XM_032366665.2	0.909720445955849	0.0229070288016714	0.0251802945657694	307	2479	0.948002073457403	1	EMS_ecto_boundary
EMS_ecto_boundary	Nvec_vc1.1_XM_032367023.2	0.953352113786652	0.0250708849425459	0.0262976130015236	336	2589	0.805659276152137	1	EMS_ecto_boundary
EMS_ecto_boundary	Nvec_vc1.1_XM_032372904.2	0.612632586964776	0.0161169974630652	0.0263077704418487	216	2590	0.999999999999974	1	EMS_ecto_boundary
EMS_ecto_boundary	Nvec_vc1.1_XM_032379457.2	1.17912014761219	0.0298462915982689	0.0253123412899949	400	2492	0.00126890865672883	0.0241092644778478	EMS_ecto_boundary
EMS_ecto_boundary	Nvec_vc1.1_XM_032383663.2	0.951711007153738	0.0220116400537233	0.0231284916201117	295	2277	0.798940332698298	1	EMS_ecto_boundary
EMS_ecto_boundary	Nvec_vc1.1_XM_048727543.1	0.761895265929138	0.021862408595732	0.0286947689182326	293	2825	0.99999857553471	1	EMS_ecto_boundary
EMS_ecto_boundary	Nvec_vc1.1_XM_048730743.1	0.753005971796724	0.017087001940009	0.0226917216861351	229	2234	0.999992175167477	1	EMS_ecto_boundary
EMS_ecto_boundary	Pou4	0.666667262911076	0.0158185345470825	0.023727780599289	212	2336	0.999999999365962	1	EMS_ecto_boundary
EMS_ecto_boundary	Shox2	0.818771830818412	0.0238770332786151	0.0291620111731844	320	2871	0.999810942444303	1	EMS_ecto_boundary
EMS_ecto_boundary	Tesmin	0.912878948643842	0.0222354872407103	0.0243575418994413	298	2398	0.938587035924161	1	EMS_ecto_boundary
EMS_ecto_boundary	Ybx1/Ybx2/Ybx3	0.794692232250903	0.0208177883897926	0.0261960385982732	279	2579	0.999936026906081	1	EMS_ecto_boundary
gastro_circular_muscle_1	Foxn3	1.0960092839832	0.030441400304414	0.0277747650036153	60	3073	0.255675533206431	0.99999887707096	gastro_circular_muscle_1
gastro_circular_muscle_1	FoxQ2d	0.774747005990883	0.0279046169457128	0.0360177151120752	55	3985	0.979382149911597	0.99999887707096	gastro_circular_muscle_1
gastro_circular_muscle_1	Lbx	0.81262945222429	0.0131912734652461	0.016232827187274	26	1796	0.877445071343647	0.99999887707096	gastro_circular_muscle_1
gastro_circular_muscle_1	Nanog	2.3900909731617	0.0365296803652968	0.0152838033261027	72	1691	7.52312259749172e-11	1.42939329352343e-09	gastro_circular_muscle_1
gastro_circular_muscle_1	NOTO	0.989571742215109	0.0258751902587519	0.026147866955893	51	2893	0.549754209681542	0.99999887707096	gastro_circular_muscle_1
gastro_circular_muscle_1	Nvec_vc1.1_XM_001630676.3	1.53371426670326	0.0329781836631152	0.021502169197397	65	2379	0.000734128009708795	0.00697421609223356	gastro_circular_muscle_1
gastro_circular_muscle_1	Nvec_vc1.1_XM_001634198.3	0.612039445990735	0.0375443937087773	0.0613430947216197	74	6787	0.99999887707096	0.99999887707096	gastro_circular_muscle_1
gastro_circular_muscle_1	Nvec_vc1.1_XM_001641264.3	0.707063480373246	0.0208016235413496	0.0294197396963124	41	3255	0.992277364399231	0.99999887707096	gastro_circular_muscle_1
gastro_circular_muscle_1	Nvec_vc1.1_XM_032366665.2	0.720692552713345	0.0182648401826484	0.0253434562545192	36	2804	0.98394270888773	0.99999887707096	gastro_circular_muscle_1
gastro_circular_muscle_1	Nvec_vc1.1_XM_032367023.2	0.729261470813982	0.0192795535261289	0.0264370932754881	38	2925	0.98292189325997	0.99999887707096	gastro_circular_muscle_1
gastro_circular_muscle_1	Nvec_vc1.1_XM_032372904.2	0.762907654553254	0.0192795535261289	0.0252711496746204	38	2796	0.964776337741063	0.99999887707096	gastro_circular_muscle_1
gastro_circular_muscle_1	Nvec_vc1.1_XM_032379457.2	0.541422797284707	0.0142059868087265	0.0262382501807664	28	2903	0.999888320584511	0.99999887707096	gastro_circular_muscle_1
gastro_circular_muscle_1	Nvec_vc1.1_XM_032383663.2	1.01904027871107	0.023845763571791	0.0234002169197397	47	2589	0.469101459363057	0.99999887707096	gastro_circular_muscle_1
gastro_circular_muscle_1	Nvec_vc1.1_XM_048727543.1	0.61015154523195	0.0172501268391679	0.0282718727404194	34	3128	0.999338793077092	0.99999887707096	gastro_circular_muscle_1
gastro_circular_muscle_1	Nvec_vc1.1_XM_048730743.1	0.795098330897159	0.0177574835109082	0.0223336948662328	35	2471	0.929454917379	0.99999887707096	gastro_circular_muscle_1
gastro_circular_muscle_1	Pou4	0.505315330610883	0.0116692034500254	0.0230929139551699	23	2555	0.999917944863679	0.99999887707096	gastro_circular_muscle_1
gastro_circular_muscle_1	Shox2	0.684988655911213	0.0197869101978691	0.0288864786695589	39	3196	0.995189726637699	0.99999887707096	gastro_circular_muscle_1
gastro_circular_muscle_1	Tesmin	0.616179387061904	0.015220700152207	0.0247017353579176	30	2733	0.998435214771198	0.99999887707096	gastro_circular_muscle_1
gastro_circular_muscle_1	Ybx1/Ybx2/Ybx3	1.34547341098734	0.0345002536783359	0.0256417208966016	68	2837	0.010778546043018	0.0682641249391137	gastro_circular_muscle_1
gastro_circular_muscle_2	Foxn3	0.924907778340573	0.0258092738407699	0.0279046997389034	59	3078	0.74406702505933	0.999999443887462	gastro_circular_muscle_2
gastro_circular_muscle_2	FoxQ2d	0.801971775688704	0.0288713910761155	0.0360005076878445	66	3971	0.972476711124895	0.999999443887462	gastro_circular_muscle_2
gastro_circular_muscle_2	Lbx	0.973694431693796	0.015748031496063	0.01617348418915	36	1784	0.586595982563158	0.999999443887462	gastro_circular_muscle_2
gastro_circular_muscle_2	Nanog	0.750030598506793	0.0118110236220472	0.0157473890339426	27	1737	0.948657409552365	0.999999443887462	gastro_circular_muscle_2
gastro_circular_muscle_2	NOTO	1.02094002037466	0.0266841644794401	0.0261368581375109	61	2883	0.453834207035415	0.999999443887462	gastro_circular_muscle_2
gastro_circular_muscle_2	Nvec_vc1.1_XM_001630676.3	1.61248118096913	0.0345581802274716	0.021431679721497	79	2364	4.91666794186582e-05	0.000934166908954506	gastro_circular_muscle_2
gastro_circular_muscle_2	Nvec_vc1.1_XM_001634198.3	0.641174836166297	0.0393700787401575	0.0614030316217	90	6773	0.99999853277979	0.999999443887462	gastro_circular_muscle_2
gastro_circular_muscle_2	Nvec_vc1.1_XM_001641264.3	0.773459421148189	0.0227471566054243	0.0294096315636786	52	3244	0.976793721227316	0.999999443887462	gastro_circular_muscle_2
gastro_circular_muscle_2	Nvec_vc1.1_XM_032366665.2	1.00705799684359	0.0253718285214348	0.0251940092834349	58	2779	0.497287669886039	0.999999443887462	gastro_circular_muscle_2
gastro_circular_muscle_2	Nvec_vc1.1_XM_032367023.2	0.777457154502927	0.0205599300087489	0.0264450971859588	47	2917	0.968340669772117	0.999999443887462	gastro_circular_muscle_2
gastro_circular_muscle_2	Nvec_vc1.1_XM_032372904.2	0.814306111197501	0.0205599300087489	0.0252484044096316	47	2785	0.934772165086095	0.999999443887462	gastro_circular_muscle_2
gastro_circular_muscle_2	Nvec_vc1.1_XM_032379457.2	0.449087607585763	0.0118110236220472	0.026300043516101	27	2901	0.999999443887462	0.999999443887462	gastro_circular_muscle_2
gastro_circular_muscle_2	Nvec_vc1.1_XM_032383663.2	1.01110062057144	0.0236220472440945	0.0233627067014796	54	2577	0.486970957910842	0.999999443887462	gastro_circular_muscle_2
gastro_circular_muscle_2	Nvec_vc1.1_XM_048727543.1	0.665011104381183	0.0188101487314086	0.0282854656222802	43	3120	0.998316691144746	0.999999443887462	gastro_circular_muscle_2
gastro_circular_muscle_2	Nvec_vc1.1_XM_048730743.1	0.644140356241878	0.0144356955380577	0.0224107919930374	33	2472	0.997342711707732	0.999999443887462	gastro_circular_muscle_2
gastro_circular_muscle_2	Pou4	0.587052992002373	0.0135608048993876	0.0230997969248622	31	2548	0.999545950901273	0.999999443887462	gastro_circular_muscle_2
gastro_circular_muscle_2	Shox2	1.00524934383202	0.0288713910761155	0.0287206266318538	66	3168	0.500572782598137	0.999999443887462	gastro_circular_muscle_2
gastro_circular_muscle_2	Tesmin	0.708545793009354	0.0174978127734033	0.0246953872932985	40	2724	0.991112316189241	0.999999443887462	gastro_circular_muscle_2
gastro_circular_muscle_2	Ybx1/Ybx2/Ybx3	1.21013414474727	0.0310586176727909	0.0256654337104729	71	2831	0.0643871126159885	0.611677569851891	gastro_circular_muscle_2
gastro_parietal_muscle	Foxn3	1.27899036657342	0.0354803493449782	0.0277409042884621	65	3072	0.0305593839581059	0.181639823047794	gastro_parietal_muscle
gastro_parietal_muscle	FoxQ2d	1.00541972240809	0.0360262008733625	0.0358320013725968	66	3968	0.500001994049372	0.791669823911505	gastro_parietal_muscle
gastro_parietal_muscle	Lbx	1.22389982365741	0.0196506550218341	0.0160557707763299	36	1778	0.13283975668699	0.353562434911817	gastro_parietal_muscle
gastro_parietal_muscle	Nanog	2.38653654149501	0.0365720524017467	0.0153243211515365	67	1697	3.3797816384427e-10	6.42158511304112e-09	gastro_parietal_muscle
gastro_parietal_muscle	NOTO	1.56074036208278	0.0403930131004367	0.0258806743784936	74	2866	0.000198034811637794	0.00188133071055905	gastro_parietal_muscle
gastro_parietal_muscle	Nvec_vc1.1_XM_001630676.3	0.753077895370599	0.0163755458515284	0.0217448234136122	30	2408	0.955122217466218	0.999628259253118	gastro_parietal_muscle
gastro_parietal_muscle	Nvec_vc1.1_XM_001634198.3	1.14101897369528	0.0693231441048035	0.060755470069262	127	6728	0.0725985189761668	0.275072640900734	gastro_parietal_muscle
gastro_parietal_muscle	Nvec_vc1.1_XM_001641264.3	1.25696850121571	0.0365720524017467	0.0290954406306721	67	3222	0.038239962746904	0.181639823047794	gastro_parietal_muscle
