gene	cell_type	stage	gene_name	common_name	og	pfam	expression_fc	expression_umifrac	gene_score	zscore	motif	id	target_gene	target_gene_name	target_common_name	target_og	target_pfam	target_expression_fc	target_expression_umifrac	target_gene_score	target_accessibility	motif_score	peak_tf_correlation_score	in_silico_chip_score	exp_thrs	acc_thrs	target_self	target_TF	target_active_TF
Nvec_vc1.1_XM_032364887.2	cnidocyte	adult	Foxl2	FoxL2	Forkhead.HG1.20:FOXL2	Forkhead	5.30378273777692	0.751652225548283	3.67102070041199	14.9474059441056	ARCH1102_Foxa3/Foxa1/Foxa2_...	Nvec_vc1.1_XM_032364887.2__ARCH1102_Foxa3/Foxa1/Foxa2_...	Nvec_vc1.1_XM_048721581.1	Zfp236/Zfp574/Zfp526	""	zf-C2H2.HG1.29:like:AC008758.1/AC008770.2/AC010422.6/AC073111.4/AC138696.1/BCL11A/BCL11B/EGR1/EGR2/EGR3/EGR4/FEZF1/FEZF2/GFI1/GFI1B/GZF1/HIC1/HIVEP1/IKZF1/IKZF2/IKZF3/IKZF4/MAZ/MYNN/MZF1/OSR1/OSR2/PATZ1/PLAG1/PRDM1/PRDM2/PRDM4/PRDM5/PRDM12/PRDM13/PRDM15/REPIN1/SALL1/SALL2/SALL3/SALL4/VEZF1/ZBTB2/ZBTB3/ZBTB6/ZBTB7A/ZBTB7B/ZBTB7C/ZBTB8A/ZBTB11/ZBTB14/ZBTB21/ZBTB24/ZBTB25/ZBTB26/ZBTB32/ZBTB34/ZBTB37/ZBTB38/ZBTB39/ZBTB41/ZBTB45/ZBTB47/ZFAT/ZFP37/ZFP41/ZFP57/ZFP64/ZFX/ZFY/ZIM2/ZIM3/ZKSCAN2/ZNF2/ZNF14/ZNF16/ZNF18/ZNF20/ZNF22/ZNF24/ZNF32/ZNF35/ZNF45/ZNF57/ZNF74/ZNF80/ZNF133/ZNF135/ZNF136/ZNF138/ZNF141/ZNF142/ZNF197/ZNF200/ZNF202/ZNF212/ZNF213/ZNF217/ZNF219/ZNF236/ZNF260/ZNF263/ZNF264/ZNF268/ZNF275/ZNF282/ZNF287/ZNF296/ZNF311/ZNF316/ZNF320/ZNF331/ZNF335/ZNF337/ZNF341/ZNF343/ZNF367/ZNF396/ZNF397/ZNF436/ZNF439/ZNF444/ZNF446/ZNF467/ZNF484/ZNF490/ZNF491/ZNF497/ZNF500/ZNF502/ZNF507/ZNF513/ZNF526/ZNF532/ZNF536/ZNF540/ZNF543/ZNF551/ZNF555/ZNF564/ZNF568/ZNF569/ZNF573/ZNF589/ZNF592/ZNF596/ZNF597/ZNF605/ZNF629/ZNF644/ZNF646/ZNF648/ZNF652/ZNF658/ZNF664/ZNF665/ZNF667/ZNF668/ZNF669/ZNF678/ZNF687/ZNF688/ZNF695/ZNF696/ZNF697/ZNF699/ZNF707/ZNF709/ZNF711/ZNF713/ZNF717/ZNF728/ZNF732/ZNF763/ZNF768/ZNF771/ZNF774/ZNF775/ZNF777/ZNF778/ZNF780A/ZNF780B/ZNF781/ZNF783/ZNF784/ZNF786/ZNF791/ZNF805/ZNF827/ZNF835/ZNF845/ZNF865/ZNF878/ZNF879/ZNF883/ZSCAN2/ZSCAN4/ZSCAN5A/ZSCAN5B/ZSCAN10/ZSCAN16/ZSCAN23/ZSCAN26	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2	1.50331004197147	0.0638904391716041	1.4582379785425	0.318108453952067	1	0.29	0.22	1.4	0.0650080540022184	TRUE	TRUE	FALSE
Nvec_vc1.1_XM_001641129.3	cnidocyte	adult	Zfp281/Zfp148	ZNF845	zf-C2H2.HG3.8:like:ZNF770	zf-C2H2/zf-C2H2/zf-C2H2/zf-H2C2_2/zf-C2H2	5.66570024166599	0.522398296756057	13.6829818999011	41.2545333012259	ARCH861_Scrt2/Scrt1	Nvec_vc1.1_XM_001641129.3__ARCH861_Scrt2/Scrt1	Nvec_vc1.1_XM_001641129.3	Zfp281/Zfp148	ZNF845	zf-C2H2.HG3.8:like:ZNF770	zf-C2H2/zf-C2H2/zf-C2H2/zf-H2C2_2/zf-C2H2	5.66570024166599	0.522398296756057	13.6829818999011	1.85227733113607	0.67	0.46	0.193333333333333	1.4	0.0650080540022184	TRUE	TRUE	TRUE
Nvec_vc1.1_XM_001641129.3	cnidocyte	adult	Zfp281/Zfp148	ZNF845	zf-C2H2.HG3.8:like:ZNF770	zf-C2H2/zf-C2H2/zf-C2H2/zf-H2C2_2/zf-C2H2	5.66570024166599	0.522398296756057	13.6829818999011	41.2545333012259	ARCH861_Scrt2/Scrt1	Nvec_vc1.1_XM_001641129.3__ARCH861_Scrt2/Scrt1	Nvec_vc1.1_XM_001641129.3	Zfp281/Zfp148	ZNF845	zf-C2H2.HG3.8:like:ZNF770	zf-C2H2/zf-C2H2/zf-C2H2/zf-H2C2_2/zf-C2H2	5.66570024166599	0.522398296756057	13.6829818999011	1.85227733113607	0.74	0.46	0.193333333333333	1.4	0.0650080540022184	TRUE	TRUE	TRUE
Nvec_vc1.1_XM_001641129.3	cnidocyte	adult	Zfp281/Zfp148	ZNF845	zf-C2H2.HG3.8:like:ZNF770	zf-C2H2/zf-C2H2/zf-C2H2/zf-H2C2_2/zf-C2H2	5.66570024166599	0.522398296756057	13.6829818999011	41.2545333012259	ARCH861_Scrt2/Scrt1	Nvec_vc1.1_XM_001641129.3__ARCH861_Scrt2/Scrt1	Nvec_vc1.1_XM_001641129.3	Zfp281/Zfp148	ZNF845	zf-C2H2.HG3.8:like:ZNF770	zf-C2H2/zf-C2H2/zf-C2H2/zf-H2C2_2/zf-C2H2	5.66570024166599	0.522398296756057	13.6829818999011	1.85227733113607	0.54	0.46	0.193333333333333	1.4	0.0650080540022184	TRUE	TRUE	TRUE
Nvec_vc1.1_XM_001641129.3	cnidocyte	adult	Zfp281/Zfp148	ZNF845	zf-C2H2.HG3.8:like:ZNF770	zf-C2H2/zf-C2H2/zf-C2H2/zf-H2C2_2/zf-C2H2	5.66570024166599	0.522398296756057	13.6829818999011	41.2545333012259	ARCH861_Scrt2/Scrt1	Nvec_vc1.1_XM_001641129.3__ARCH861_Scrt2/Scrt1	Nvec_vc1.1_XM_001641129.3	Zfp281/Zfp148	ZNF845	zf-C2H2.HG3.8:like:ZNF770	zf-C2H2/zf-C2H2/zf-C2H2/zf-H2C2_2/zf-C2H2	5.66570024166599	0.522398296756057	13.6829818999011	1.85227733113607	0.53	0.46	0.193333333333333	1.4	0.0650080540022184	TRUE	TRUE	TRUE
Nvec_vc1.1_XM_001641129.3	cnidocyte	adult	Zfp281/Zfp148	ZNF845	zf-C2H2.HG3.8:like:ZNF770	zf-C2H2/zf-C2H2/zf-C2H2/zf-H2C2_2/zf-C2H2	5.66570024166599	0.522398296756057	13.6829818999011	41.2545333012259	ARCH861_Scrt2/Scrt1	Nvec_vc1.1_XM_001641129.3__ARCH861_Scrt2/Scrt1	Nvec_vc1.1_XM_001641129.3	Zfp281/Zfp148	ZNF845	zf-C2H2.HG3.8:like:ZNF770	zf-C2H2/zf-C2H2/zf-C2H2/zf-H2C2_2/zf-C2H2	5.66570024166599	0.522398296756057	13.6829818999011	1.85227733113607	0.61	0.46	0.193333333333333	1.4	0.0650080540022184	TRUE	TRUE	TRUE
Nvec_vc1.1_XM_001641129.3	cnidocyte	adult	Zfp281/Zfp148	ZNF845	zf-C2H2.HG3.8:like:ZNF770	zf-C2H2/zf-C2H2/zf-C2H2/zf-H2C2_2/zf-C2H2	5.66570024166599	0.522398296756057	13.6829818999011	41.2545333012259	ARCH861_Scrt2/Scrt1	Nvec_vc1.1_XM_001641129.3__ARCH861_Scrt2/Scrt1	Nvec_vc1.1_XM_048730283.1	Atf3/Jdp2	""	bZIP.HG1.17:ATF3/JDP2	bZIP_1	2.68391673637204	0.148451314545786	6.11831716141491	2.88264277293602	0.51	0.39	0.16	1.4	0.0650080540022184	TRUE	TRUE	TRUE
Nvec_vc1.1_XM_001641129.3	cnidocyte	adult	Zfp281/Zfp148	ZNF845	zf-C2H2.HG3.8:like:ZNF770	zf-C2H2/zf-C2H2/zf-C2H2/zf-H2C2_2/zf-C2H2	5.66570024166599	0.522398296756057	13.6829818999011	41.2545333012259	ARCH861_Scrt2/Scrt1	Nvec_vc1.1_XM_001641129.3__ARCH861_Scrt2/Scrt1	Nvec_vc1.1_XM_032363992.2	Pou4f3/Pou4f1/Pou4f2	Pou4	Homeodomains.HG4.6:POU4F1/POU4F2/POU4F3	Pou/Homeodomain	3.09835563228198	0.272473931761253	8.22869402332946	1.12793090609085	0.6	0.42	0.16	1.4	0.0650080540022184	TRUE	TRUE	TRUE
Nvec_vc1.1_XM_001641129.3	cnidocyte	adult	Zfp281/Zfp148	ZNF845	zf-C2H2.HG3.8:like:ZNF770	zf-C2H2/zf-C2H2/zf-C2H2/zf-H2C2_2/zf-C2H2	5.66570024166599	0.522398296756057	13.6829818999011	41.2545333012259	ARCH861_Scrt2/Scrt1	Nvec_vc1.1_XM_001641129.3__ARCH861_Scrt2/Scrt1	Nvec_vc1.1_XM_032363992.2	Pou4f3/Pou4f1/Pou4f2	Pou4	Homeodomains.HG4.6:POU4F1/POU4F2/POU4F3	Pou/Homeodomain	3.09835563228198	0.272473931761253	8.22869402332946	1.12793090609085	0.52	0.42	0.16	1.4	0.0650080540022184	TRUE	TRUE	TRUE
Nvec_vc1.1_XM_001641129.3	cnidocyte	adult	Zfp281/Zfp148	ZNF845	zf-C2H2.HG3.8:like:ZNF770	zf-C2H2/zf-C2H2/zf-C2H2/zf-H2C2_2/zf-C2H2	5.66570024166599	0.522398296756057	13.6829818999011	41.2545333012259	ARCH861_Scrt2/Scrt1	Nvec_vc1.1_XM_001641129.3__ARCH861_Scrt2/Scrt1	Nvec_vc1.1_XM_032374029.2	Jund/Junb/Jun	""	bZIP.HG1.6:JUN/JUNB/JUND	Jun/bZIP_1	2.12611575454055	0.112747833832243	4.67765996575772	1.30267733261765	0.78	0.43	0.24	1.4	0.0650080540022184	TRUE	TRUE	FALSE
Nvec_vc1.1_XM_001641129.3	cnidocyte	adult	Zfp281/Zfp148	ZNF845	zf-C2H2.HG3.8:like:ZNF770	zf-C2H2/zf-C2H2/zf-C2H2/zf-H2C2_2/zf-C2H2	5.66570024166599	0.522398296756057	13.6829818999011	41.2545333012259	ARCH861_Scrt2/Scrt1	Nvec_vc1.1_XM_001641129.3__ARCH861_Scrt2/Scrt1	Nvec_vc1.1_XM_032364331.2	""	TEAD	TEA.HG1.0:TEAD1/TEAD2/TEAD3/TEAD4	TEA	2.64343492137521	0.172880011876105	3.75179599959295	0.430644610930455	0.49	0.5	0.185	1.4	0.0650080540022184	TRUE	TRUE	TRUE
Nvec_vc1.1_XM_001641129.3	cnidocyte	adult	Zfp281/Zfp148	ZNF845	zf-C2H2.HG3.8:like:ZNF770	zf-C2H2/zf-C2H2/zf-C2H2/zf-H2C2_2/zf-C2H2	5.66570024166599	0.522398296756057	13.6829818999011	41.2545333012259	ARCH861_Scrt2/Scrt1	Nvec_vc1.1_XM_001641129.3__ARCH861_Scrt2/Scrt1	Nvec_vc1.1_XM_032364331.2	""	TEAD	TEA.HG1.0:TEAD1/TEAD2/TEAD3/TEAD4	TEA	2.64343492137521	0.172880011876105	3.75179599959295	0.430644610930455	0.55	0.5	0.185	1.4	0.0650080540022184	TRUE	TRUE	TRUE
Nvec_vc1.1_XM_048730283.1	cnidocyte	adult	Atf3/Jdp2	""	bZIP.HG1.17:ATF3/JDP2	bZIP_1	2.68391673637204	0.148451314545786	6.11831716141491	16.4306077204095	ARCH947_Creb3l2/Creb3l1	Nvec_vc1.1_XM_048730283.1__ARCH947_Creb3l2/Creb3l1	Nvec_vc1.1_XM_001631763.3	""	PaxA	Homeodomains.HG2.49:like:PAX1/PAX9	PAX	2.36117330388841	0.15784696736514	6.62005266150668	0.723854599376131	0.4	0.62	0.19	1.4	0.0650080540022184	FALSE	TRUE	TRUE
Nvec_v1g241767	cnidocyte	adult	""	""	bZIP.HG1.3:like:JUN/JUNB/JUND	Jun	1.85572288069688	0.0714069614270869	2.62671695143054	22.987272755658	ARCH364_Creb3l2/Creb3l1_Cre...	Nvec_v1g241767__ARCH364_Creb3l2/Creb3l1_Cre...	Nvec_vc1.1_XM_032364887.2	Foxl2	FoxL2	Forkhead.HG1.20:FOXL2	Forkhead	5.30378273777692	0.751652225548283	3.67102070041199	1.3845006833221	0.69	0.31	0.16	1.4	0.0650080540022184	FALSE	TRUE	TRUE
Nvec_v1g241767	cnidocyte	adult	""	""	bZIP.HG1.3:like:JUN/JUNB/JUND	Jun	1.85572288069688	0.0714069614270869	2.62671695143054	22.987272755658	ARCH364_Creb3l2/Creb3l1_Cre...	Nvec_v1g241767__ARCH364_Creb3l2/Creb3l1_Cre...	Nvec_vc1.1_XM_001641129.3	Zfp281/Zfp148	ZNF845	zf-C2H2.HG3.8:like:ZNF770	zf-C2H2/zf-C2H2/zf-C2H2/zf-H2C2_2/zf-C2H2	5.66570024166599	0.522398296756057	13.6829818999011	4.69853907662562	0.43	0.52	0.18	1.4	0.0650080540022184	FALSE	TRUE	TRUE
Nvec_v1g241767	cnidocyte	adult	""	""	bZIP.HG1.3:like:JUN/JUNB/JUND	Jun	1.85572288069688	0.0714069614270869	2.62671695143054	22.987272755658	ARCH364_Creb3l2/Creb3l1_Cre...	Nvec_v1g241767__ARCH364_Creb3l2/Creb3l1_Cre...	Nvec_vc1.1_XM_001639701.3	""	NvSox2	HMGbox_Sox.HG1.14:like:SOX1/SOX2/SOX3/SOX14/SOX15/SOX21/SRY	HMG_box	1.85772218142199	0.0751652225548283	11.5404509863583	0.654123054434561	0.42	0.55	0.16	1.4	0.0650080540022184	FALSE	TRUE	TRUE
Nvec_v1g241767	cnidocyte	adult	""	""	bZIP.HG1.3:like:JUN/JUNB/JUND	Jun	1.85572288069688	0.0714069614270869	2.62671695143054	22.987272755658	ARCH364_Creb3l2/Creb3l1_Cre...	Nvec_v1g241767__ARCH364_Creb3l2/Creb3l1_Cre...	Nvec_vc1.1_XM_032363992.2	Pou4f3/Pou4f1/Pou4f2	Pou4	Homeodomains.HG4.6:POU4F1/POU4F2/POU4F3	Pou/Homeodomain	3.09835563228198	0.272473931761253	8.22869402332946	1.77278938605916	0.43	0.41	0.13	1.4	0.0650080540022184	FALSE	TRUE	TRUE
