cell_type	stage	gene	gene_name	common_name	og	pfam	expression_fc	expression_umifrac	gene_score	zscore	motif	id	target_self
NPC_1	gastrula	Nvec_vc1.1_XM_001634116.3	""	""	Homeodomains.HG2.70:ARX	Homeodomain/OAR	2.11205277505102	0.377047833659261	2.03079367428966	4.20668760892947	ARCH1236_M06436_2.00	Nvec_vc1.1_XM_001634116.3__ARCH1236_M06436_2.00	FALSE
NPC_1	gastrula	Nvec_vc1.1_XM_032363350.2	Dlx4/Dlx1/Dlx3/Dlx6/Dlx2/Dlx5	""	Homeodomains.HG1.31:DLX1/DLX2/DLX3/DLX4/DLX5/DLX6	Homeodomain	2.02212790600326	0.172862839099269	1.7897393388288	14.8714902743606	ARCH1236_M06436_2.00	Nvec_vc1.1_XM_032363350.2__ARCH1236_M06436_2.00	FALSE
NPC_1	gastrula	Nvec_vc1.1_XM_001632568.3	""	NvSoxB2a	HMGbox_Sox.HG1.34:SRY	HMG_box	4.57677618906675	0.577686923827473	1.68913621633529	12.5205035985597	ARCH1174_/Sox4/Sox11_Sox13/...	Nvec_vc1.1_XM_001632568.3__ARCH1174_/Sox4/Sox11_Sox13/...	TRUE
NPC_1	gastrula	Nvec_vc1.1_XM_001639101.3	Pax5/Pax8/Pax2	""	Homeodomains.HG2.27:like:PAX1/PAX2/PAX3/PAX4/PAX5/PAX6/PAX7/PAX8/PAX9	PAX/Homeodomain	1.74552025989708	0.189410392927576	1.96814354666054	5.32394783596146	ARCH873_Pax5/Pax8/Pax2	Nvec_vc1.1_XM_001639101.3__ARCH873_Pax5/Pax8/Pax2	TRUE
NPC_1	gastrula	Nvec_vc1.1_XM_001625109.3	Six3/Six6	Six3/6	Homeodomains.HG3.30:SIX3/SIX6	SIX1_SD/Homeodomain	1.70552020537686	0.575322987566286	1.09937702992777	12.0135636416568	ARCH146_Alx3/Alx4/Alx1_Barx...	Nvec_vc1.1_XM_001625109.3__ARCH146_Alx3/Alx4/Alx1_Barx...	TRUE
NPC_1	gastrula	Nvec_vc1.1_XM_032362713.2	Isl1/Isl2	Islet	Homeodomains.HG2.19:ISL1/ISL2	LIM/LIM/Homeodomain	2.02932080168003	0.355181423243285	1.54419916154088	5.00380312898529	ARCH335_Alx3/Alx4/Alx1_Barx...	Nvec_vc1.1_XM_032362713.2__ARCH335_Alx3/Alx4/Alx1_Barx...	FALSE
NPC_1	gastrula	Nvec_vc1.1_XM_001639701.3	""	NvSox2	HMGbox_Sox.HG1.14:like:SOX1/SOX2/SOX3/SOX14/SOX15/SOX21/SRY	HMG_box	2.25047236127118	0.232847721726879	1.97053023250796	19.6121630733384	ARCH1170_/Sox4/Sox11_Sox13/...	Nvec_vc1.1_XM_001639701.3__ARCH1170_/Sox4/Sox11_Sox13/...	TRUE
NPC_1	gastrula	Nvec_vc1.1_XM_032366733.2	""	Anthox1/Ax1	Homeodomains.HG1.68:AC004080.3/AC012531.3/CDX1/CDX2/CDX4/HOXA4/HOXA5/HOXA6/HOXA7/HOXA9/HOXA10/HOXA11/HOXA13/HOXB4/HOXB5/HOXB6/HOXB7/HOXB8/HOXB9/HOXB13/HOXC4/HOXC5/HOXC6/HOXC8/HOXC9/HOXC10/HOXC12/HOXC13/HOXD4/HOXD8/HOXD9/HOXD10/HOXD11/HOXD12/HOXD13	Homeodomain	2.15111132856955	1.03008522581206	1.22366837130746	12.8505770767136	ARCH1028_Alx3/Alx4/Alx1_Bar...	Nvec_vc1.1_XM_032366733.2__ARCH1028_Alx3/Alx4/Alx1_Bar...	FALSE
NPC_1	gastrula	Nvec_vc1.1_XM_032375602.2	Insm1/Insm2	Insm1	zf-C2H2.HG25.1:INSM1/INSM2	zf-C2H2/zf-C2H2/zf-C2H2	4.13814073689248	0.725728432184283	1.77126062515525	10.7595155172457	ARCH530_Snai2	Nvec_vc1.1_XM_032375602.2__ARCH530_Snai2	TRUE
NPC_1	gastrula	Nvec_vc1.1_XM_032386947.2	""	FoxQ2a	Forkhead.HG1.13:like:FOXN1/FOXN2/FOXN3/FOXN4/FOXR1/FOXR2	Forkhead	1.73056272571146	0.400687196271127	1.38145795879124	19.4572394890079	ARCH1178_/Sox4/Sox11_Foxd2/...	Nvec_vc1.1_XM_032386947.2__ARCH1178_/Sox4/Sox11_Foxd2/...	FALSE
NPC_1	gastrula	Nvec_vc1.1_XM_001634111.3	""	""	Forkhead.HG1.1:FOXA1/FOXA2/FOXA3/FOXB1/FOXB2/FOXD1/FOXD2/FOXD3/FOXD4/FOXD4L1/FOXD4L3/FOXD4L4/FOXD4L5/FOXD4L6/FOXE1/FOXE3	Forkhead	2.13086463690337	0.171976363001324	2.00537311136385	12.9063314436585	ARCH829_PB0121.1_Foxj3_2	Nvec_vc1.1_XM_001634111.3__ARCH829_PB0121.1_Foxj3_2	FALSE
NPC_1	gastrula	Nvec_v1g19278	Klf13	Klf13	zf-C2H2.HG2.12:KLF9/KLF13/KLF14/KLF16	zf-C2H2/zf-C2H2/zf-C2H2	1.82700999901355	0.294605556550379	1.30172697484062	12.5258357054799	ARCH861_Scrt2/Scrt1	Nvec_v1g19278__ARCH861_Scrt2/Scrt1	FALSE
NPC_1	gastrula	Nvec_vc1.1_XM_032384420.2	Sp7/Sp8/Sp9	Sp6-9	zf-C2H2.HG2.14:SP1/SP2/SP3/SP4/SP5/SP6/SP7/SP8/SP9	zf-C2H2/zf-C2H2/zf-C2H2_4	1.6239626812533	0.10933205207988	1.82193245048388	5.92556678470574	ARCH861_Scrt2/Scrt1	Nvec_vc1.1_XM_032384420.2__ARCH861_Scrt2/Scrt1	FALSE
NPC_1	gastrula	Nvec_vc1.1_XM_048721414.1	Prdm13	""	zf-C2H2.HG1.7:PRDM13	zf-C2H2/zf-C2H2/zf-C2H2	2.85184031858037	0.487266361837086	3.00528062597796	11.2096934859896	ARCH861_Scrt2/Scrt1	Nvec_vc1.1_XM_048721414.1__ARCH861_Scrt2/Scrt1	FALSE
NPC_1	gastrula	Nvec_vc1.1_XM_032385496.2	Ptf1a	PTF1a	HLH.HG1.91:like:FERD3L/PTF1A	HLH	1.92101380211953	0.223982960747429	1.19421408281939	10.6881788655147	ARCH745_Tfap4	Nvec_vc1.1_XM_032385496.2__ARCH745_Tfap4	FALSE
NPC_2	gastrula	Nvec_vc1.1_XM_032372264.2	/Sox4/Sox11	NvSoxC	HMGbox_Sox.HG1.11:SOX4/SOX11/SOX12	HMG_box	2.52322494078407	1.548896668459	1.89555105319883	19.3682502896043	ARCH1170_/Sox4/Sox11_Sox13/...	Nvec_vc1.1_XM_032372264.2__ARCH1170_/Sox4/Sox11_Sox13/...	TRUE
NPC_2	gastrula	Nvec_vc1.1_XM_032364331.2	""	""	TEA.HG1.0:TEAD1/TEAD2/TEAD3/TEAD4	TEA	2.41394211968114	0.203076787799761	1.27871676835724	8.98914749516002	ARCH623_M06455_2.00__M07545...	Nvec_vc1.1_XM_032364331.2__ARCH623_M06455_2.00__M07545...	FALSE
NPC_2	gastrula	Nvec_vc1.1_XM_032387167.2	""	FoxA/D?	Forkhead.HG1.1:FOXA1/FOXA2/FOXA3/FOXB1/FOXB2/FOXD1/FOXD2/FOXD3/FOXD4/FOXD4L1/FOXD4L3/FOXD4L4/FOXD4L5/FOXD4L6/FOXE1/FOXE3	Forkhead	11.1028149436939	1.95295666892656	7.40344387214002	36.153724860218	ARCH1102_Foxa3/Foxa1/Foxa2_...	Nvec_vc1.1_XM_032387167.2__ARCH1102_Foxa3/Foxa1/Foxa2_...	TRUE
NPC_2	gastrula	Nvec_vc1.1_XM_032362135.2	Arid3c/Arid3a/Arid3b	""	ARID_BRIGHT.HG1.9:ARID3A/ARID3B/ARID3C	ARID	1.74634632958325	0.194702487271936	1.92617245055497	11.4158051265303	ARCH13_Arid2_Arid3c/Arid3a/...	Nvec_vc1.1_XM_032362135.2__ARCH13_Arid2_Arid3c/Arid3a/...	TRUE
NPC_2	gastrula	Nvec_vc1.1_XM_001633819.3	""	BHMG1	HLH.HG1.3:BHMG1	HLH	8.54222183076806	1.66857938016917	2.44771941705297	27.9978466523367	ARCH867_ZEB1__PL0011.1_hlh-...	Nvec_vc1.1_XM_001633819.3__ARCH867_ZEB1__PL0011.1_hlh-...	TRUE
NPC_2	gastrula	Nvec_vc1.1_XM_001629694.3	Xbp1	XBP1	bZIP.HG1.16:XBP1	bZIP_1	2.4123912912274	0.843012919801069	2.17039058334732	16.0773569266893	ARCH949_bZIP48	Nvec_vc1.1_XM_001629694.3__ARCH949_bZIP48	FALSE
NPC_2	gastrula	Nvec_vc1.1_XM_001635015.3	Rhox7a/Rhox7b/Prop1/Rhox2e/Rhox2h/Rhox2f/Rhox2d/Rhox2g/Rhox2b/Rhox2c/Rhox2a	""	Homeodomains.HG2.68:like:ARX/OTP	Homeodomain	2.13012319174476	0.135035596011181	1.89285128675446	6.12433058029247	ARCH41_Alx3/Alx4/Alx1_Barx2...	Nvec_vc1.1_XM_001635015.3__ARCH41_Alx3/Alx4/Alx1_Barx2...	FALSE
NPC_2	gastrula	Nvec_vc1.1_XM_001641129.3	Zfp281/Zfp148	ZNF845	zf-C2H2.HG3.8:like:ZNF770	zf-C2H2/zf-C2H2/zf-C2H2/zf-H2C2_2/zf-C2H2	23.3056196602704	3.15571558223546	3.27382662276726	33.2152095472073	ARCH861_Scrt2/Scrt1	Nvec_vc1.1_XM_001641129.3__ARCH861_Scrt2/Scrt1	TRUE
NPC_2	gastrula	Nvec_vc1.1_XM_001640990.3	""	""	HLH.HG1.77:like:NEUROD1/NEUROD2/NEUROD4/NEUROD6	HLH	1.62914621104091	0.0764154923164048	1.17376633801109	17.5650024382241	ARCH763_Ptf1a	Nvec_vc1.1_XM_001640990.3__ARCH763_Ptf1a	FALSE
NPC_2	gastrula	Nvec_vc1.1_XM_001635960.3	""	""	zf-C4_Nuclear_receptors.HG1.25:like:NR2F1/NR2F2/NR2F6	zf-C4/Hormone_recep	2.51567125789812	0.673782263301268	2.35830825592393	13.4368998655238	ARCH1560_Hnf4g/Hnf4a_Nr2c1/...	Nvec_vc1.1_XM_001635960.3__ARCH1560_Hnf4g/Hnf4a_Nr2c1/...	FALSE
NPC_2	gastrula	Nvec_vc1.1_XM_048730283.1	Atf3/Jdp2	""	bZIP.HG1.17:ATF3/JDP2	bZIP_1	2.83632227201321	0.173766735952373	2.75721091925529	6.50140191298666	ARCH947_Creb3l2/Creb3l1	Nvec_vc1.1_XM_048730283.1__ARCH947_Creb3l2/Creb3l1	FALSE
NPC_2	gastrula	Nvec_v1g241767	""	""	bZIP.HG1.3:like:JUN/JUNB/JUND	Jun	3.33859638217499	0.211800017516245	1.07842169079686	15.9066843557783	ARCH364_Creb3l2/Creb3l1_Cre...	Nvec_v1g241767__ARCH364_Creb3l2/Creb3l1_Cre...	FALSE
NPC_2	gastrula	Nvec_vc1.1_XM_001639701.3	""	NvSox2	HMGbox_Sox.HG1.14:like:SOX1/SOX2/SOX3/SOX14/SOX15/SOX21/SRY	HMG_box	7.43000124933967	0.957810622870005	4.39981155727419	23.6892013088233	ARCH1170_/Sox4/Sox11_Sox13/...	Nvec_vc1.1_XM_001639701.3__ARCH1170_/Sox4/Sox11_Sox13/...	TRUE
NPC_2	gastrula	Nvec_vc1.1_XM_048723046.1	Creb3l2/Creb3l1	""	bZIP.HG1.14:like:CREB3/CREB3L1/CREB3L2/CREB3L3/CREB3L4	bZIP_1	2.32363916884204	0.14131632140705	2.06113315137839	10.4744873747632	ARCH1614_M04371_2.00__M0437...	Nvec_vc1.1_XM_048723046.1__ARCH1614_M04371_2.00__M0437...	FALSE
NPC_2	gastrula	Nvec_v1g19278	Klf13	Klf13	zf-C2H2.HG2.12:KLF9/KLF13/KLF14/KLF16	zf-C2H2/zf-C2H2/zf-C2H2	6.94180907778092	1.47457475127455	1.42459561282734	31.295792364481	ARCH861_Scrt2/Scrt1	Nvec_v1g19278__ARCH861_Scrt2/Scrt1	FALSE
NPC_2	gastrula	Nvec_vc1.1_XM_032378312.2	""	""	zf-C2H2.HG119.1:NA	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2	1.55866612220659	0.123869861974081	1.27365858404048	22.3383344771997	ARCH861_Scrt2/Scrt1	Nvec_vc1.1_XM_032378312.2__ARCH861_Scrt2/Scrt1	FALSE
NPC_2	gastrula	Nvec_vc1.1_XM_032384420.2	Sp7/Sp8/Sp9	Sp6-9	zf-C2H2.HG2.14:SP1/SP2/SP3/SP4/SP5/SP6/SP7/SP8/SP9	zf-C2H2/zf-C2H2/zf-C2H2_4	3.79641305983318	0.379286028072749	3.15469934039574	23.0034618382894	ARCH861_Scrt2/Scrt1	Nvec_vc1.1_XM_032384420.2__ARCH861_Scrt2/Scrt1	FALSE
NPC_2	gastrula	Nvec_vc1.1_XM_048721414.1	Prdm13	""	zf-C2H2.HG1.7:PRDM13	zf-C2H2/zf-C2H2/zf-C2H2	10.0870850235381	1.87689010579882	4.24796807896789	27.3940278253363	ARCH861_Scrt2/Scrt1	Nvec_vc1.1_XM_048721414.1__ARCH861_Scrt2/Scrt1	FALSE
NPC_2	gastrula	Nvec_vc1.1_XM_032363992.2	Pou4f3/Pou4f1/Pou4f2	Pou4	Homeodomains.HG4.6:POU4F1/POU4F2/POU4F3	Pou/Homeodomain	13.0479926040342	1.65741364613207	4.39385693678393	15.0375815666094	ARCH56_POU4F1	Nvec_vc1.1_XM_032363992.2__ARCH56_POU4F1	FALSE
NPC_2	gastrula	Nvec_vc1.1_XM_032382395.2	Tgif1/Tgif2	""	Homeodomains.HG3.34:TGIF1	Homeobox_KN	2.82195854330275	0.475939413331398	0.994957574559568	4.77940404280753	ARCH1502_Meis3/Meis2/Meis1_...	Nvec_vc1.1_XM_032382395.2__ARCH1502_Meis3/Meis2/Meis1_...	FALSE
cnidocyte	adult	Nvec_vc1.1_XM_032364331.2	""	""	TEA.HG1.0:TEAD1/TEAD2/TEAD3/TEAD4	TEA	2.64343492137521	0.172880011876105	3.75179599959295	16.2813331041502	ARCH623_M06455_2.00__M07545...	Nvec_vc1.1_XM_032364331.2__ARCH623_M06455_2.00__M07545...	FALSE
cnidocyte	adult	Nvec_vc1.1_XM_001631093.3	Atf3/Jdp2	""	bZIP.HG1.17:ATF3/JDP2	bZIP_1	2.68616455432311	0.263078278941899	3.93750631390743	34.9254183472098	ARCH1610_Atf3/Jdp2_Atf7/Gm2...	Nvec_vc1.1_XM_001631093.3__ARCH1610_Atf3/Jdp2_Atf7/Gm2...	FALSE
cnidocyte	adult	Nvec_vc1.1_XM_032364887.2	Foxl2	FoxL2	Forkhead.HG1.20:FOXL2	Forkhead	5.30378273777692	0.751652225548283	3.67102070041199	14.9474059441056	ARCH1102_Foxa3/Foxa1/Foxa2_...	Nvec_vc1.1_XM_032364887.2__ARCH1102_Foxa3/Foxa1/Foxa2_...	TRUE
cnidocyte	adult	Nvec_vc1.1_XM_001641129.3	Zfp281/Zfp148	ZNF845	zf-C2H2.HG3.8:like:ZNF770	zf-C2H2/zf-C2H2/zf-C2H2/zf-H2C2_2/zf-C2H2	5.66570024166599	0.522398296756057	13.6829818999011	41.2545333012259	ARCH861_Scrt2/Scrt1	Nvec_vc1.1_XM_001641129.3__ARCH861_Scrt2/Scrt1	TRUE
cnidocyte	adult	Nvec_vc1.1_XM_048730283.1	Atf3/Jdp2	""	bZIP.HG1.17:ATF3/JDP2	bZIP_1	2.68391673637204	0.148451314545786	6.11831716141491	16.4306077204095	ARCH947_Creb3l2/Creb3l1	Nvec_vc1.1_XM_048730283.1__ARCH947_Creb3l2/Creb3l1	FALSE
cnidocyte	adult	Nvec_v1g241767	""	""	bZIP.HG1.3:like:JUN/JUNB/JUND	Jun	1.85572288069688	0.0714069614270869	2.62671695143054	22.987272755658	ARCH364_Creb3l2/Creb3l1_Cre...	Nvec_v1g241767__ARCH364_Creb3l2/Creb3l1_Cre...	FALSE
cnidocyte	adult	Nvec_vc1.1_XM_001639701.3	""	NvSox2	HMGbox_Sox.HG1.14:like:SOX1/SOX2/SOX3/SOX14/SOX15/SOX21/SRY	HMG_box	1.85772218142199	0.0751652225548283	11.5404509863583	23.5149489626262	ARCH1170_/Sox4/Sox11_Sox13/...	Nvec_vc1.1_XM_001639701.3__ARCH1170_/Sox4/Sox11_Sox13/...	TRUE
cnidocyte	adult	Nvec_v1g19278	Klf13	Klf13	zf-C2H2.HG2.12:KLF9/KLF13/KLF14/KLF16	zf-C2H2/zf-C2H2/zf-C2H2	1.46861285103434	0.0695278308632162	2.47802797290401	37.6962574837488	ARCH861_Scrt2/Scrt1	Nvec_v1g19278__ARCH861_Scrt2/Scrt1	FALSE
cnidocyte	adult	Nvec_vc1.1_XM_048721414.1	Prdm13	""	zf-C2H2.HG1.7:PRDM13	zf-C2H2/zf-C2H2/zf-C2H2	2.39287865558945	0.174759142439976	8.24264036384624	31.3633787545477	ARCH861_Scrt2/Scrt1	Nvec_vc1.1_XM_048721414.1__ARCH861_Scrt2/Scrt1	FALSE
cnidocyte	adult	Nvec_vc1.1_XM_032363992.2	Pou4f3/Pou4f1/Pou4f2	Pou4	Homeodomains.HG4.6:POU4F1/POU4F2/POU4F3	Pou/Homeodomain	3.09835563228198	0.272473931761253	8.22869402332946	32.7741869162849	ARCH56_POU4F1	Nvec_vc1.1_XM_032363992.2__ARCH56_POU4F1	TRUE
cnidocyte	adult	Nvec_vc1.1_XM_032383907.2	Atf7/Gm28047/Creb5/Atf2	""	bZIP.HG1.4:ATF2/ATF7/ATF7-NPFF/CREB5	bZIP_1	2.2745987350283	0.208583492589649	1.09550858625247	14.4294703484649	ARCH1612_Atf7/Gm28047/Creb5...	Nvec_vc1.1_XM_032383907.2__ARCH1612_Atf7/Gm28047/Creb5...	FALSE
cnidocyte	adult	Nvec_vc1.1_XM_001637272.3	""	""	zf-C2H2.HG95.1:NA	HNF-1_N/zf-C2H2/zf-C2H2/zf-C2H2/zf-H2C2_2	2.83319927701598	0.214220884281261	4.98388511487137	16.5945994503657	ARCH861_Scrt2/Scrt1	Nvec_vc1.1_XM_001637272.3__ARCH861_Scrt2/Scrt1	FALSE
