cell_type	stage	gene	gene_name	common_name	og	pfam	expression_fc	expression_umifrac	gene_score	zscore	motif	id	target_self
EMS_ecto_boundary	gastrula	Nvec_vc1.1_XM_048724756.1	""	""	Homeodomains.HG1.23:like:HHEX/LBX1/LBX2/NKX2-1/NKX2-2/NKX2-3/NKX2-4/NKX2-5/NKX2-6/NKX2-8/NKX3-1/NKX3-2/VENTX	Homeodomain	1.01677474575255	0.00464968738601808	1.21077095986251	8.67175049449787	ARCH273_HOXD3	Nvec_vc1.1_XM_048724756.1__ARCH273_HOXD3	FALSE
EMS_ecto_boundary	gastrula	Nvec_vc1.1_XM_032363874.2	""	""	Homeodomains.HG1.23:like:HHEX/LBX1/LBX2/NKX2-1/NKX2-2/NKX2-3/NKX2-4/NKX2-5/NKX2-6/NKX2-8/NKX3-1/NKX3-2/VENTX	Homeodomain	1.25961607378912	0.0286730722137782	1.10803303250547	5.42781128304648	ARCH152_Emx1/Emx2_Hmx1/Hmx3...	Nvec_vc1.1_XM_032363874.2__ARCH152_Emx1/Emx2_Hmx1/Hmx3...	FALSE
EMS_ecto_boundary	gastrula	Nvec_vc1.1_XM_032384228.2	""	""	HMGbox_Sox.HG1.26:like:SOX8/SOX9/SOX10	HMG_box	1.05011940464566	0.026735702469604	1.01194502238572	5.67256460140388	ARCH1135_/Sox4/Sox11_Sox13/...	Nvec_vc1.1_XM_032384228.2__ARCH1135_/Sox4/Sox11_Sox13/...	FALSE
EMS_ecto_boundary	gastrula	Nvec_vc1.1_XM_032379394.2	""	""	Homeodomains.HG2.77:like:DMBX1	Homeodomain	1.01388491944707	0.000904105880614627	2.88786093751734	5.34778181202297	ARCH1437_	Nvec_vc1.1_XM_032379394.2__ARCH1437_	FALSE
EMS_ecto_boundary	gastrula	Nvec_vc1.1_XM_001623946.3	Hesx1	""	Homeodomains.HG2.11:DUX4/DUXA/DUXB	Homeodomain	4.91348939174213	0.690736892789575	1.71595454481291	9.85376174322917	ARCH18_Alx3/Alx4/Alx1_Barx2...	Nvec_vc1.1_XM_001623946.3__ARCH18_Alx3/Alx4/Alx1_Barx2...	FALSE
EMS_ecto_boundary	gastrula	Nvec_vc1.1_XM_032387186.2	Snai2	SnailA	zf-C2H2.HG7.5:SNAI1/SNAI2/SNAI3	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2	4.59310539241125	0.400389747129335	2.68461050989946	8.98788399093293	ARCH866_ZNF317	Nvec_vc1.1_XM_032387186.2__ARCH866_ZNF317	FALSE
EMS_ecto_boundary	gastrula	Nvec_vc1.1_XM_032381586.2	Klf5	""	zf-C2H2.HG2.21:KLF5	zf-C2H2/zf-C2H2/zf-C2H2	1.39006744955424	1.27143118411006	1.83351069083689	4.77481229901617	ARCH346_Klf1/Klf4/Klf2_Klf1...	Nvec_vc1.1_XM_032381586.2__ARCH346_Klf1/Klf4/Klf2_Klf1...	FALSE
EMS_ecto_boundary	gastrula	Nvec_vc1.1_XM_048728028.1	Foxb2/Foxb1	FoxB	Forkhead.HG1.1:FOXA1/FOXA2/FOXA3/FOXB1/FOXB2/FOXD1/FOXD2/FOXD3/FOXD4/FOXD4L1/FOXD4L3/FOXD4L4/FOXD4L5/FOXD4L6/FOXE1/FOXE3	Forkhead	1.12508142255154	0.129028824962002	1.49165698976086	5.90691353309801	ARCH975_Foxd2/Foxd4/Foxd3/F...	Nvec_vc1.1_XM_048728028.1__ARCH975_Foxd2/Foxd4/Foxd3/F...	TRUE
EMS_ecto_boundary	gastrula	Nvec_vc1.1_XM_032373618.2	Nkx2-2/Nkx2-9	Nkx-2.2a	Homeodomains.HG1.19:NKX2-1/NKX2-2/NKX2-3/NKX2-4/NKX2-5/NKX2-6/NKX2-8/NKX3-1/NKX3-2	Homeodomain	3.22634201844694	0.186374969389558	1.14947786417752	7.59884415117496	ARCH1502_Meis3/Meis2/Meis1_...	Nvec_vc1.1_XM_032373618.2__ARCH1502_Meis3/Meis2/Meis1_...	FALSE
EMS_ecto_boundary	gastrula	Nvec_vc1.1_XM_032381099.2	""	""	Homeodomains.HG1.27:like:AC004080.3/AC012531.3/BARHL1/BARHL2/CDX1/CDX2/CDX4/DLX1/DLX2/DLX3/DLX4/DLX5/DLX6/EMX1/EMX2/EN1/EN2/EVX1/EVX2/GBX1/GBX2/GSX1/GSX2/HMX1/HMX2/HMX3/HOXA1/HOXA2/HOXA3/HOXA4/HOXA5/HOXA6/HOXA7/HOXA9/HOXA10/HOXA11/HOXA13/HOXB1/HOXB2/HOXB3/HOXB4/HOXB5/HOXB6/HOXB7/HOXB8/HOXB9/HOXB13/HOXC4/HOXC5/HOXC6/HOXC8/HOXC9/HOXC10/HOXC12/HOXC13/HOXD1/HOXD3/HOXD4/HOXD8/HOXD9/HOXD10/HOXD11/HOXD12/HOXD13/MEOX1/MEOX2/MNX1/MSX1/MSX2/NKX1-1/NKX1-2/NKX6-1/NKX6-2/NKX6-3/NOTO/PDX1/TLX1/TLX2/TLX3/VAX1/VAX2	Homeodomain	1.14319004559525	0.0286730722137782	1.43883458184269	8.52073283827441	ARCH273_HOXD3	Nvec_vc1.1_XM_032381099.2__ARCH273_HOXD3	FALSE
EMS_ecto_boundary	gastrula	Nvec_vc1.1_XM_032378021.2	Tbx19/T	Brachyury	T-box.HG1.5:TBX19/TBXT	T-box	1.2145263814441	0.14491525686423	1.38392218874262	9.25913098721706	ARCH833_Tbx18/Tbx22/Tbx15_T...	Nvec_vc1.1_XM_032378021.2__ARCH833_Tbx18/Tbx22/Tbx15_T...	FALSE
EMS_ecto_boundary	gastrula	Nvec_vc1.1_XM_032364139.2	Sohlh2	""	HLH.HG1.8:CCDC169-SOHLH2/SOHLH2	HLH	1.02574026061666	0.00180821176122925	1.09942803366242	9.59084726633837	ARCH867_ZEB1__PL0011.1_hlh-...	Nvec_vc1.1_XM_032364139.2__ARCH867_ZEB1__PL0011.1_hlh-...	FALSE
NPC_1	gastrula	Nvec_vc1.1_XM_032372264.2	/Sox4/Sox11	NvSoxC	HMGbox_Sox.HG1.11:SOX4/SOX11/SOX12	HMG_box	3.12173299135105	1.43815972289939	1.17751601974747	22.4489744130262	ARCH1170_/Sox4/Sox11_Sox13/...	Nvec_vc1.1_XM_032372264.2__ARCH1170_/Sox4/Sox11_Sox13/...	TRUE
NPC_1	gastrula	Nvec_vc1.1_XM_001632947.3	Sox3/Sox2	NvSoxB1	HMGbox_Sox.HG1.35:SOX1/SOX2/SOX3/SOX14/SOX21	HMG_box/SOXp	1.78166910873296	0.536022547224059	0.92220139525803	11.5980587828751	ARCH67_Oct4:Sox17	Nvec_vc1.1_XM_001632947.3__ARCH67_Oct4:Sox17	FALSE
NPC_1	gastrula	Nvec_vc1.1_XM_001624689.3	Foxm1	""	Forkhead.HG1.26:FOXM1	Forkhead	1.24893395223191	0.0307311713954257	1.03901194157557	4.49831522528374	ARCH968_Foxa3/Foxa1/Foxa2_F...	Nvec_vc1.1_XM_001624689.3__ARCH968_Foxa3/Foxa1/Foxa2_F...	FALSE
NPC_1	gastrula	Nvec_vc1.1_XM_001631173.3	Vsx1/Vsx2	""	Homeodomains.HG2.62:VSX1/VSX2	Homeodomain	1.43178048194637	0.0703271037703011	1.01722713373908	5.61585357618847	ARCH335_Alx3/Alx4/Alx1_Barx...	Nvec_vc1.1_XM_001631173.3__ARCH335_Alx3/Alx4/Alx1_Barx...	FALSE
