gene	degree_all	degree_in	degree_out	clustering_coefficient	degree_centrality_all	degree_centrality_in	degree_centrality_out	betweenness_centrality	closeness_centrality	eigenvector_centrality	page_rank	assortative_coefficient	average_path_length	community_random_walk	module	connectivity	participation	role	cell_type
Nvec_vc1.1_XM_032366790.2	58	0	58	0.00604960677555959	0.0297741273100616	0	0.0297741273100616	0	0.000596139401237582	0.041252532198966	0.000501402672727516	-0.131773299209966	0.48536150552176	11	2	2.07099772420975	0.499405469678954	Peripheral	cnidocyte
Nvec_vc1.1_XM_001640743.3	271	6	265	0.014701772038683	0.13911704312115	0.00308008213552361	0.136036960985626	7782.16666666667	0.001409483001635	0.666805704174408	0.000539188874378801	-0.131773299209966	0.48536150552176	2	1	11.1246822985769	0.367732234350636	Connector Hub	cnidocyte
Nvec_vc1.1_XM_001640990.3	102	0	102	0.0227140361094933	0.0523613963039014	0	0.0523613963039014	0	0.00124084874053853	0.121142233843709	0.000501402672727516	-0.131773299209966	0.48536150552176	4	2	4.15535672405955	0.425221068819685	Connector Hub	cnidocyte
Nvec_vc1.1_XM_001631763.3	79	14	65	0.0571243102888673	0.0405544147843943	0.00718685831622177	0.0333675564681725	7416.16666666667	0.000903081313441464	0.128343054146084	0.000600562504639459	-0.131773299209966	0.48536150552176	5	2	2.41839089085138	0.586444480051274	Peripheral	cnidocyte
Nvec_vc1.1_XM_048722339.1	184	6	178	0.0366705118086334	0.0944558521560575	0.00308008213552361	0.0913757700205339	5249.66666666667	0.0014955731036133	0.397260264551819	0.000529468815958952	-0.131773299209966	0.48536150552176	2	1	7.65030704616853	0.344411597838097	Connector Hub	cnidocyte
Nvec_vc1.1_XM_032379465.2	92	4	88	0.0260391782130913	0.0472279260780288	0.00205338809034908	0.0451745379876797	1547.83333333333	0.00118417468945019	0.285057097109128	0.000531352105627029	-0.131773299209966	0.48536150552176	2	1	2.54731839419367	0.599480151228734	Connector Hub	cnidocyte
Nvec_v1g210540	71	4	67	0.0647887323943662	0.0364476386036961	0.00205338809034908	0.034394250513347	2163.16666666667	0.00147841513897102	0.116371077159843	0.000518370214546441	-0.131773299209966	0.48536150552176	2	1	2.11302148764262	0.556238841499703	Peripheral	cnidocyte
Nvec_vc1.1_XM_032371469.2	57	1	56	0.0169172932330827	0.0292607802874743	0.000513347022587269	0.0287474332648871	2002.16666666667	0.00126582278481013	0.0581630282321981	0.00050307416321958	-0.131773299209966	0.48536150552176	2	0	2.13663650430411	0.679593721144968	Connector	cnidocyte
Nvec_vc1.1_XM_032376421.2	58	3	55	0.0719903206291591	0.0297741273100616	0.00154004106776181	0.0282340862422998	382.833333333333	0.00114852758763266	0.0803847090910377	0.000515634292742412	-0.131773299209966	0.48536150552176	3	4	2.90456477852881	0.464328180737217	Connector Hub	cnidocyte
Nvec_vc1.1_XM_032372114.2	104	3	101	0.0130694548170276	0.053388090349076	0.00154004106776181	0.0518480492813142	4126.5	0.000985794698396116	0.120149258075214	0.000515408014351612	-0.131773299209966	0.48536150552176	8	3	3.68762999451744	0.606323964497042	Connector Hub	cnidocyte
Nvec_vc1.1_XM_032372264.2	169	7	162	0.0207374954362906	0.0867556468172485	0.00359342915811088	0.0831622176591376	5091.36666666667	0.00125765598078302	0.221183624993034	0.00054261859902944	-0.131773299209966	0.48536150552176	3	2	6.18181686280241	0.518340564380222	Connector Hub	cnidocyte
Nvec_v1g19278	233	12	221	0.0183236303925959	0.119609856262834	0.00616016427104723	0.113449691991786	11776	0.00117148145544856	0.325337098552714	0.000552455835409015	-0.131773299209966	0.48536150552176	4	2	9.8873439736465	0.406993162901309	Connector Hub	cnidocyte
Nvec_vc1.1_XM_032378312.2	103	0	103	0.00647249190938511	0.0528747433264887	0	0.0528747433264887	0	0.00105635662599694	0.0900756655403825	0.000501402672727516	-0.131773299209966	0.48536150552176	4	2	4.09745786295261	0.439438212838157	Connector Hub	cnidocyte
Nvec_vc1.1_XM_048721414.1	141	19	122	0.052929085303186	0.0723819301848049	0.00975359342915811	0.0626283367556468	5453.51666666667	0.00117248414215198	0.308741211442998	0.000606207261043007	-0.131773299209966	0.48536150552176	2	2	4.21325558516649	0.592346938775511	Connector Hub	cnidocyte
Nvec_vc1.1_XM_032364814.2	133	14	119	0.0773982558139535	0.0682751540041068	0.00718685831622177	0.061088295687885	6148.9	0.00109673173941653	0.442750010551252	0.000542464263874701	-0.131773299209966	0.48536150552176	2	1	5.91311941996432	0.213491124260355	Connector Hub	cnidocyte
Nvec_vc1.1_XM_032379677.2	108	0	108	0.0422291450328834	0.0554414784394251	0	0.0554414784394251	0	0.0013493091537133	0.30416484785619	0.000501402672727516	-0.131773299209966	0.48536150552176	2	1	4.99023849354334	0.173696844993141	Connector Hub	cnidocyte
Nvec_vc1.1_XM_032363992.2	382	22	360	0.0158551702268731	0.196098562628337	0.0112936344969199	0.184804928131417	23738.7166666667	0.00151016339967984	0.782481138162815	0.000580159939193985	-0.131773299209966	0.48536150552176	4	2	11.0453211957853	0.655737939317682	Connector Hub	cnidocyte
Nvec_vc1.1_XM_032372883.2	66	0	66	0.0167832167832168	0.0338809034907598	0	0.0338809034907598	0	0.00111409440836017	0.0838930305519591	0.000501402672727516	-0.131773299209966	0.48536150552176	12	0	2.73816435424062	0.637281910009183	Connector Hub	cnidocyte
Nvec_vc1.1_XM_001635172.3	177	5	172	0.0354022988505747	0.0908624229979466	0.00256673511293634	0.0882956878850103	4678.73333333333	0.00132212174096991	0.596210504484813	0.000512656759640519	-0.131773299209966	0.48536150552176	2	1	6.78171323306642	0.423248979591837	Connector Hub	cnidocyte
Nvec_vc1.1_XM_001641264.3	117	10	107	0.0340329835082459	0.0600616016427105	0.00513347022587269	0.0549281314168378	2493.91666666667	0.000956846234810072	0.302175482325278	0.000548520998390486	-0.131773299209966	0.48536150552176	2	3	3.75252530019283	0.656212841854935	Connector Hub	cnidocyte
Nvec_vc1.1_XM_032366646.2	88	1	87	0.0156739811912226	0.0451745379876797	0.000513347022587269	0.0446611909650924	1295	0.00101608461952712	0.138526389820658	0.000502802145063668	-0.131773299209966	0.48536150552176	2	1	2.11302148764262	0.636880165289256	Connector	cnidocyte
Nvec_vc1.1_XM_048722594.1	92	0	92	0.0274725274725275	0.0472279260780288	0	0.0472279260780288	0	0.00136722221462655	0.132584524560707	0.000501402672727516	-0.131773299209966	0.48536150552176	2	1	2.7644668474692	0.573960302457467	Connector Hub	cnidocyte
Nvec_vc1.1_XM_001640809.3	52	10	42	0.131428571428571	0.026694045174538	0.00513347022587269	0.0215605749486653	2472.33333333333	0.00114039389205032	0.114751041719703	0.000543266551271493	-0.131773299209966	0.48536150552176	3	4	2.12476953031366	0.568242983467897	Peripheral	cnidocyte
Nvec_vc1.1_XM_032386243.2	45	0	45	0.0131313131313131	0.0231006160164271	0	0.0231006160164271	0	0.000987439766174265	0.0583583253106402	0.000501402672727516	-0.131773299209966	0.48536150552176	2	3	1.48118960155415	0.57679012345679	Peripheral	cnidocyte
Nvec_vc1.1_XM_001641129.3	95	14	81	0.0451505016722408	0.0487679671457906	0.00718685831622177	0.0415811088295688	6343.18333333333	0.00124965634450527	0.169146230041809	0.00055122560414475	-0.131773299209966	0.48536150552176	13	2	3.46057039077628	0.485349716446125	Connector Hub	cnidocyte
Nvec_vc1.1_XM_032378649.2	60	1	59	0.00282485875706215	0.0308008213552361	0.000513347022587269	0.0302874743326489	452	0.0589622641509434	0.0539128551109091	0.000505708063828632	-0.131773299209966	0.48536150552176	1	0	3.42562475416806	0.447777777777778	Connector Hub	cnidocyte
Nvec_vc1.1_XM_032366210.2	61	4	57	0.0210403272939801	0.0313141683778234	0.00205338809034908	0.0292607802874743	1598.83333333333	0.000796996915621933	0.1286164980068	0.000522543426943446	-0.131773299209966	0.48536150552176	2	3	1.54608490722954	0.694444444444445	Connector	cnidocyte
Nvec_vc1.1_XM_001631543.3	53	4	49	0.0159651669085631	0.0272073921971253	0.00205338809034908	0.0251540041067762	718.833333333333	0.157977883096366	0.0446613665620192	0.000518777493997836	-0.131773299209966	0.48536150552176	1	0	2.82409690423155	0.503381986472054	Connector Hub	cnidocyte
Nvec_vc1.1_XM_001637733.3	39	4	35	0.0782726045883941	0.0200205338809035	0.00205338809034908	0.0179671457905544	2020.33333333333	0.00107410231898691	0.0527264593104204	0.000518969447963281	-0.131773299209966	0.48536150552176	6	1	1.2987147878594	0.391847468770546	Peripheral	cnidocyte
Nvec_vc1.1_XM_032370011.2	59	7	52	0.0681818181818182	0.0302874743326489	0.00359342915811088	0.026694045174538	799.833333333333	0.000988318080290964	0.106535109796228	0.000549085129694108	-0.131773299209966	0.48536150552176	6	1	2.05873437432374	0.387196060326254	Peripheral	cnidocyte
Nvec_vc1.1_XM_032374029.2	151	6	145	0.0130538701967273	0.0775154004106776	0.00308008213552361	0.074435318275154	3278.53333333333	0.000997148156273061	0.153519602775643	0.000519894633181652	-0.131773299209966	0.48536150552176	1	2	5.37123280730527	0.538804558353228	Connector Hub	cnidocyte
Nvec_vc1.1_XM_032375721.2	26	1	25	0.04	0.013347022587269	0.000513347022587269	0.0128336755646817	966	0.0010988407230372	0.0406973390259537	0.000502343118438641	-0.131773299209966	0.48536150552176	2	1	0.430120974757291	0.612426035502959	Peripheral	cnidocyte
Nvec_vc1.1_XM_001637272.3	36	9	27	0.0507936507936508	0.0184804928131417	0.00462012320328542	0.0138603696098563	742.833333333333	0.28169014084507	0.0676486627341647	0.000529573596531215	-0.131773299209966	0.48536150552176	7	0	1.01951335442201	0.669753086419753	Connector	cnidocyte
Nvec_vc1.1_XM_032364331.2	48	4	44	0.023936170212766	0.0246406570841889	0.00205338809034908	0.0225872689938398	796.833333333333	0.000631871603690135	0.0637190185121442	0.000516805659393329	-0.131773299209966	0.48536150552176	9	2	1.60780683535423	0.516493055555556	Peripheral	cnidocyte
Nvec_vc1.1_XM_001631093.3	23	2	21	0.138339920948617	0.0118069815195072	0.00102669404517454	0.0107802874743326	53.1666666666667	0.000961362827944894	0.0406983284238901	0.000505576041786708	-0.131773299209966	0.48536150552176	5	4	0.799117608347911	0.551984877126654	Peripheral	cnidocyte
Nvec_vc1.1_XM_001626548.3	1	1	0	0	0.000513347022587269	0.000513347022587269	0	0		0.00323463337461173	0.000505070008302705	-0.131773299209966	0.48536150552176	8	3	-0.141193040330626	0	Ultra peripheral	cnidocyte
Nvec_vc1.1_XM_048726662.1	2	2	0	0	0.00102669404517454	0.00102669404517454	0	0		0.00508671394435542	0.000508929108075008	-0.131773299209966	0.48536150552176	8	3	-0.076297734655235	0	Ultra peripheral	cnidocyte
Nvec_v1g220112	4	4	0	0.333333333333333	0.00205338809034908	0.00205338809034908	0	0		0.0144849854347579	0.000514004336908695	-0.131773299209966	0.48536150552176	8	0	-0.097609795460083	0.5	Peripheral	cnidocyte
Nvec_vc1.1_XM_032363785.2	1	1	0	0	0.000513347022587269	0.000513347022587269	0	0		0.00425609654554176	0.000506228114273818	-0.131773299209966	0.48536150552176	8	3	-0.141193040330626	0	Ultra peripheral	cnidocyte
Nvec_NVE6121	2	2	0	0	0.00102669404517454	0.00102669404517454	0	0		0.00372476304978206	0.000507384966780191	-0.131773299209966	0.48536150552176	8	3	-0.076297734655235	0	Ultra peripheral	cnidocyte
Nvec_vc1.1_XM_048725780.1	10	10	0	0.266666666666667	0.00513347022587269	0.00513347022587269	0	0		0.100162159792887	0.000532505372691256	-0.131773299209966	0.48536150552176	2	1	-0.0584630451126439	0.58	Peripheral	cnidocyte
Nvec_vc1.1_XM_032365380.2	3	3	0	0.333333333333333	0.00154004106776181	0.00154004106776181	0	0		0.0389969311009887	0.000510154016229532	-0.131773299209966	0.48536150552176	8	3	-0.011402428979844	0	Ultra peripheral	cnidocyte
Nvec_vc1.1_XM_001637357.3	4	4	0	0	0.00205338809034908	0.00205338809034908	0	0		0.0150004356327035	0.000513381256390739	-0.131773299209966	0.48536150552176	2	1	-0.221324385069289	0.625	Connector	cnidocyte
Nvec_vc1.1_XM_032361869.2	3	3	0	0	0.00154004106776181	0.00154004106776181	0	0		0.00888693682650966	0.000510790193509235	-0.131773299209966	0.48536150552176	2	1	-0.221324385069289	0.444444444444444	Peripheral	cnidocyte
Nvec_v1g191494	6	6	0	0.266666666666667	0.00308008213552361	0.00308008213552361	0	0		0.111862580977134	0.000531899664482264	-0.131773299209966	0.48536150552176	2	3	-0.011402428979844	0.611111111111111	Peripheral	cnidocyte
Nvec_vc1.1_XM_048725566.1	6	6	0	0.466666666666667	0.00308008213552361	0.00308008213552361	0	0		0.0935611484676292	0.000524421754803783	-0.131773299209966	0.48536150552176	2	3	0.0534928766955471	0.5	Peripheral	cnidocyte
Nvec_vc1.1_XM_048724301.1	1	1	0	0	0.000513347022587269	0.000513347022587269	0	0		0.00238341406550338	0.000504104919993445	-0.131773299209966	0.48536150552176	8	3	-0.141193040330626	0	Ultra peripheral	cnidocyte
Nvec_vc1.1_XM_048723896.1	2	2	0	0	0.00102669404517454	0.00102669404517454	0	0		0.00550717312133592	0.000509845628602621	-0.131773299209966	0.48536150552176	8	3	-0.076297734655235	0	Ultra peripheral	cnidocyte
Nvec_vc1.1_XM_032383888.2	3	3	0	0	0.00154004106776181	0.00154004106776181	0	0		0.00637459572260588	0.00051415938458789	-0.131773299209966	0.48536150552176	8	3	-0.076297734655235	0.444444444444444	Peripheral	cnidocyte
Nvec_vc1.1_XM_032383661.2	5	5	0	0.5	0.00256673511293634	0.00256673511293634	0	0		0.104652977284133	0.000530766621831424	-0.131773299209966	0.48536150552176	2	3	0.0534928766955471	0.32	Peripheral	cnidocyte
Nvec_vc1.1_XM_032366838.2	3	3	0	0	0.00154004106776181	0.00154004106776181	0	0		0.0128449178069216	0.000513724852306055	-0.131773299209966	0.48536150552176	8	3	-0.011402428979844	0	Ultra peripheral	cnidocyte
Nvec_vc1.1_XM_048721229.1	8	8	0	0.178571428571429	0.00410677618069815	0.00410677618069815	0	0		0.0951777925700365	0.000526743482195579	-0.131773299209966	0.48536150552176	2	3	0.0534928766955471	0.5	Peripheral	cnidocyte
Nvec_v1g238107	1	1	0	0	0.000513347022587269	0.000513347022587269	0	0		0.00204292634186004	0.000503718884669741	-0.131773299209966	0.48536150552176	8	3	-0.141193040330626	0	Ultra peripheral	cnidocyte
Nvec_vc1.1_XM_048723784.1	3	3	0	0	0.00154004106776181	0.00154004106776181	0	0		0.0183047286710026	0.00051299074723676	-0.131773299209966	0.48536150552176	14	3	-0.011402428979844	0	Ultra peripheral	cnidocyte
Nvec_vc1.1_XM_032377588.2	4	4	0	0.333333333333333	0.00205338809034908	0.00205338809034908	0	0		0.0101355807261444	0.000517965533942246	-0.131773299209966	0.48536150552176	8	0	-0.097609795460083	0.5	Peripheral	cnidocyte
Nvec_vc1.1_XM_001634353.3	2	2	0	0	0.00102669404517454	0.00102669404517454	0	0		0.00707517374481782	0.000505685269855945	-0.131773299209966	0.48536150552176	14	3	-0.076297734655235	0	Ultra peripheral	cnidocyte
Nvec_v1g207342	6	6	0	0.4	0.00308008213552361	0.00308008213552361	0	0		0.0392284889639676	0.00052223337151037	-0.131773299209966	0.48536150552176	2	3	-0.011402428979844	0.611111111111111	Peripheral	cnidocyte
Nvec_vc1.1_XM_001624041.3	4	4	0	0.666666666666667	0.00205338809034908	0.00205338809034908	0	0		0.0272287347654917	0.00050943314188016	-0.131773299209966	0.48536150552176	10	0	-0.097609795460083	0.5	Peripheral	cnidocyte
Nvec_vc1.1_XM_001627160.3	4	4	0	0.166666666666667	0.00205338809034908	0.00205338809034908	0	0		0.0125761338676068	0.000511305808691406	-0.131773299209966	0.48536150552176	4	2	-0.0712601367470051	0.375	Peripheral	cnidocyte
Nvec_vc1.1_XM_048724711.1	3	3	0	0	0.00154004106776181	0.00154004106776181	0	0		0.005580064336291	0.000512844761773907	-0.131773299209966	0.48536150552176	8	3	-0.076297734655235	0.444444444444444	Peripheral	cnidocyte
Nvec_vc1.1_XM_001622537.3	12	12	0	0.46969696969697	0.00616016427104723	0.00616016427104723	0	0		0.155103718102215	0.000543442520043946	-0.131773299209966	0.48536150552176	2	1	-0.00417593179376227	0.652777777777778	Connector	cnidocyte
Nvec_vc1.1_XM_048725168.1	4	4	0	0.5	0.00205338809034908	0.00205338809034908	0	0		0.0223065406309075	0.000512708783146244	-0.131773299209966	0.48536150552176	8	3	-0.011402428979844	0.375	Peripheral	cnidocyte
Nvec_vc1.1_XM_032364970.2	5	5	0	0.3	0.00256673511293634	0.00256673511293634	0	0		0.0258881261170208	0.000516031418019961	-0.131773299209966	0.48536150552176	8	3	-0.011402428979844	0.56	Peripheral	cnidocyte
Nvec_vc1.1_XM_048725470.1	7	7	0	0.0952380952380952	0.00359342915811088	0.00359342915811088	0	0		0.0597026207819292	0.000527272969617604	-0.131773299209966	0.48536150552176	14	3	0.0534928766955471	0.489795918367347	Peripheral	cnidocyte
Nvec_vc1.1_XM_032367447.2	3	3	0	0.666666666666667	0.00154004106776181	0.00154004106776181	0	0		0.00770353160002564	0.000510130722403692	-0.131773299209966	0.48536150552176	8	0	-0.183542345451013	0.666666666666667	Connector	cnidocyte
Nvec_v1g196131	4	4	0	0.5	0.00205338809034908	0.00205338809034908	0	0		0.0285168042756387	0.000512365083006192	-0.131773299209966	0.48536150552176	8	3	-0.011402428979844	0.375	Peripheral	cnidocyte
Nvec_vc1.1_XM_001627787.3	2	2	0	0	0.00102669404517454	0.00102669404517454	0	0		0.0061284329977419	0.000515998828033871	-0.131773299209966	0.48536150552176	8	3	-0.076297734655235	0	Ultra peripheral	cnidocyte
Nvec_vc1.1_XM_001634398.3	11	11	0	0.327272727272727	0.00564681724845996	0.00564681724845996	0	0		0.160170482910275	0.000544640929383037	-0.131773299209966	0.48536150552176	2	1	-0.0584630451126439	0.644628099173554	Connector	cnidocyte
Nvec_vc1.1_XM_001629497.3	1	1	0	0	0.000513347022587269	0.000513347022587269	0	0		0.00187268248003837	0.000503525867007889	-0.131773299209966	0.48536150552176	8	3	-0.141193040330626	0	Ultra peripheral	cnidocyte
Nvec_vc1.1_XM_001631897.3	4	4	0	0.166666666666667	0.00205338809034908	0.00205338809034908	0	0		0.0328761629390744	0.000516676898854689	-0.131773299209966	0.48536150552176	8	3	-0.011402428979844	0.375	Peripheral	cnidocyte
Nvec_vc1.1_XM_032378239.2	7	7	0	0.19047619047619	0.00359342915811088	0.00359342915811088	0	0		0.0670727474722616	0.000540256596954317	-0.131773299209966	0.48536150552176	2	3	0.0534928766955471	0.571428571428571	Peripheral	cnidocyte
Nvec_vc1.1_XM_032378208.2	8	8	0	0.25	0.00410677618069815	0.00410677618069815	0	0		0.0640636855500405	0.00053394498115869	-0.131773299209966	0.48536150552176	2	3	0.118388182370938	0.46875	Peripheral	cnidocyte
Nvec_NVE3356	9	9	0	0.222222222222222	0.00462012320328542	0.00462012320328542	0	0		0.0714860656295674	0.000542020526519228	-0.131773299209966	0.48536150552176	14	3	0.118388182370938	0.567901234567901	Peripheral	cnidocyte
Nvec_vc1.1_XM_001629800.3	2	2	0	0	0.00102669404517454	0.00102669404517454	0	0		0.00358460999078856	0.000507079459937654	-0.131773299209966	0.48536150552176	8	3	-0.076297734655235	0	Ultra peripheral	cnidocyte
Nvec_vc1.1_XM_001639531.3	7	7	0	0.19047619047619	0.00359342915811088	0.00359342915811088	0	0		0.0419558347777974	0.000523689589814171	-0.131773299209966	0.48536150552176	5	3	-0.011402428979844	0.653061224489796	Connector	cnidocyte
Nvec_vc1.1_XM_001639478.3	2	2	0	0	0.00102669404517454	0.00102669404517454	0	0		0.00657851694277494	0.000511646708958327	-0.131773299209966	0.48536150552176	8	3	-0.076297734655235	0	Ultra peripheral	cnidocyte
Nvec_vc1.1_XM_032377679.2	3	3	0	0	0.00154004106776181	0.00154004106776181	0	0		0.00825267930003145	0.000517398801426933	-0.131773299209966	0.48536150552176	8	3	-0.076297734655235	0.444444444444444	Peripheral	cnidocyte
Nvec_vc1.1_XM_048726933.1	12	12	0	0.303030303030303	0.00616016427104723	0.00616016427104723	0	0		0.129512164426371	0.000550435046494936	-0.131773299209966	0.48536150552176	2	3	0.183283488046329	0.652777777777778	Connector	cnidocyte
Nvec_vc1.1_XM_001627880.3	2	2	0	0	0.00102669404517454	0.00102669404517454	0	0		0.0150445740227832	0.000504408489289582	-0.131773299209966	0.48536150552176	8	3	-0.076297734655235	0	Ultra peripheral	cnidocyte
Nvec_vc1.1_XM_001624063.3	4	4	0	0.333333333333333	0.00205338809034908	0.00205338809034908	0	0		0.0296911963946042	0.000508181439033086	-0.131773299209966	0.48536150552176	2	3	0.0534928766955471	0	Ultra peripheral	cnidocyte
Nvec_vc1.1_XM_048728156.1	2	2	0	0	0.00102669404517454	0.00102669404517454	0	0		0.0120832578064572	0.00050450299791511	-0.131773299209966	0.48536150552176	8	3	-0.141193040330626	0.5	Peripheral	cnidocyte
Nvec_vc1.1_XM_001624105.3	6	6	0	0.2	0.00308008213552361	0.00308008213552361	0	0		0.0213620078414467	0.000529429396195917	-0.131773299209966	0.48536150552176	10	0	-0.097609795460083	0.666666666666667	Connector	cnidocyte
Nvec_vc1.1_XM_001626654.3	5	5	0	0.3	0.00256673511293634	0.00256673511293634	0	0		0.0192199596786364	0.000523349567769017	-0.131773299209966	0.48536150552176	8	0	-0.0116772454691526	0.48	Peripheral	cnidocyte
Nvec_vc1.1_XM_048728095.1	7	7	0	0.285714285714286	0.00359342915811088	0.00359342915811088	0	0		0.0333165890292558	0.000520132332989304	-0.131773299209966	0.48536150552176	14	0	-0.097609795460083	0.73469387755102	Connector	cnidocyte
Nvec_vc1.1_XM_048727695.1	3	3	0	0	0.00154004106776181	0.00154004106776181	0	0		0.0768231563214495	0.000517590767426538	-0.131773299209966	0.48536150552176	14	3	-0.011402428979844	0	Ultra peripheral	cnidocyte
Nvec_vc1.1_XM_048727299.1	3	3	0	0	0.00154004106776181	0.00154004106776181	0	0		0.0768231563214495	0.000517590767426538	-0.131773299209966	0.48536150552176	14	3	-0.011402428979844	0	Ultra peripheral	cnidocyte
Nvec_vc1.1_XM_048729416.1	3	3	0	0.666666666666667	0.00154004106776181	0.00154004106776181	0	0		0.0107582423037604	0.0005081315207077	-0.131773299209966	0.48536150552176	10	0	-0.097609795460083	0.444444444444444	Peripheral	cnidocyte
Nvec_vc1.1_XM_048729006.1	5	5	0	0.2	0.00256673511293634	0.00256673511293634	0	0		0.0589117352092984	0.000519991456911246	-0.131773299209966	0.48536150552176	2	3	-0.011402428979844	0.56	Peripheral	cnidocyte
Nvec_vc1.1_XM_032364830.2	21	21	0	0.2	0.0107802874743326	0.0107802874743326	0	0		0.153445397044203	0.000607358096369673	-0.131773299209966	0.48536150552176	2	2	0.27613302989463	0.675736961451247	Connector	cnidocyte
Nvec_vc1.1_XM_001639634.3	8	8	0	0.321428571428571	0.00410677618069815	0.00410677618069815	0	0		0.0745591243609558	0.000526888603496578	-0.131773299209966	0.48536150552176	2	1	-0.00417593179376227	0.375	Peripheral	cnidocyte
