motif_name,source,TF_Name
M01814_2.00,CisBP_I,Nvec_vc1.1_XM_032376926.2
M02854_2.00,CisBP_I,Nvec_vc1.1_XM_001628737.3
M02854_2.00,CisBP_I,Nvec_vc1.1_XM_032376926.2
M02855_2.00,CisBP_I,Nvec_vc1.1_XM_001628737.3
M02855_2.00,CisBP_I,Nvec_vc1.1_XM_032376926.2
M02855_2.00,CisBP_N,Nvec_vc1.1_XM_032384300.2
M02856_2.00,CisBP_I,Nvec_vc1.1_XM_001628737.3
M02856_2.00,CisBP_I,Nvec_vc1.1_XM_032376926.2
M02856_2.00,CisBP_N,Nvec_vc1.1_XM_032384300.2
M02857_2.00,CisBP_I,Nvec_vc1.1_XM_001628737.3
M02857_2.00,CisBP_I,Nvec_vc1.1_XM_032376926.2
M02857_2.00,CisBP_N,Nvec_vc1.1_XM_032384300.2
M02858_2.00,CisBP_I,Nvec_vc1.1_XM_001628737.3
M02858_2.00,CisBP_I,Nvec_vc1.1_XM_032376926.2
M02858_2.00,CisBP_N,Nvec_vc1.1_XM_032384300.2
M02869_2.00,CisBP_I,Nvec_vc1.1_XM_001628737.3
M02869_2.00,CisBP_I,Nvec_vc1.1_XM_032376926.2
M02870_2.00,CisBP_I,Nvec_vc1.1_XM_001628737.3
M02870_2.00,CisBP_I,Nvec_vc1.1_XM_032376926.2
M02871_2.00,CisBP_I,Nvec_vc1.1_XM_001628737.3
M02871_2.00,CisBP_I,Nvec_vc1.1_XM_032376926.2
M04039_2.00,CisBP_I,Nvec_vc1.1_XM_001628737.3
M04039_2.00,CisBP_I,Nvec_vc1.1_XM_032376926.2
M04040_2.00,CisBP_I,Nvec_vc1.1_XM_001628737.3
M04040_2.00,CisBP_I,Nvec_vc1.1_XM_032376926.2
M04343_2.00,CisBP_I,Nvec_vc1.1_XM_001628737.3
M04343_2.00,CisBP_I,Nvec_vc1.1_XM_032376926.2
M04344_2.00,CisBP_I,Nvec_vc1.1_XM_001628737.3
M04344_2.00,CisBP_I,Nvec_vc1.1_XM_032376926.2
M04345_2.00,CisBP_I,Nvec_vc1.1_XM_001628737.3
M04345_2.00,CisBP_I,Nvec_vc1.1_XM_032376926.2
M04346_2.00,CisBP_I,Nvec_vc1.1_XM_001628737.3
M04346_2.00,CisBP_I,Nvec_vc1.1_XM_032376926.2
M04347_2.00,CisBP_I,Nvec_vc1.1_XM_001628737.3
M04347_2.00,CisBP_I,Nvec_vc1.1_XM_032376926.2
M04348_2.00,CisBP_I,Nvec_vc1.1_XM_001628737.3
M04348_2.00,CisBP_I,Nvec_vc1.1_XM_032376926.2
M04349_2.00,CisBP_I,Nvec_vc1.1_XM_001628737.3
M04349_2.00,CisBP_I,Nvec_vc1.1_XM_032376926.2
M04350_2.00,CisBP_I,Nvec_vc1.1_XM_001628737.3
M04350_2.00,CisBP_I,Nvec_vc1.1_XM_032376926.2
M04351_2.00,CisBP_I,Nvec_vc1.1_XM_001628737.3
M04351_2.00,CisBP_I,Nvec_vc1.1_XM_032376926.2
M04352_2.00,CisBP_I,Nvec_vc1.1_XM_001628737.3
M04352_2.00,CisBP_I,Nvec_vc1.1_XM_032376926.2
M04353_2.00,CisBP_I,Nvec_vc1.1_XM_001628737.3
M04353_2.00,CisBP_I,Nvec_vc1.1_XM_032376926.2
M04354_2.00,CisBP_I,Nvec_vc1.1_XM_001628737.3
M04354_2.00,CisBP_I,Nvec_vc1.1_XM_032376926.2
M04355_2.00,CisBP_I,Nvec_vc1.1_XM_001628737.3
M04355_2.00,CisBP_I,Nvec_vc1.1_XM_032376926.2
M04356_2.00,CisBP_I,Nvec_vc1.1_XM_001628737.3
M04356_2.00,CisBP_I,Nvec_vc1.1_XM_032376926.2
M04365_2.00,CisBP_I,Nvec_vc1.1_XM_001628737.3
M04365_2.00,CisBP_I,Nvec_vc1.1_XM_032376926.2
M04366_2.00,CisBP_I,Nvec_vc1.1_XM_001628737.3
M04366_2.00,CisBP_I,Nvec_vc1.1_XM_032376926.2
M04367_2.00,CisBP_I,Nvec_vc1.1_XM_001628737.3
M04367_2.00,CisBP_I,Nvec_vc1.1_XM_032376926.2
M04368_2.00,CisBP_I,Nvec_vc1.1_XM_001628737.3
M04368_2.00,CisBP_I,Nvec_vc1.1_XM_032376926.2
M04369_2.00,CisBP_I,Nvec_vc1.1_XM_001628737.3
M04369_2.00,CisBP_I,Nvec_vc1.1_XM_032376926.2
M04370_2.00,CisBP_I,Nvec_vc1.1_XM_001628737.3
M04370_2.00,CisBP_I,Nvec_vc1.1_XM_032376926.2
M04371_2.00,CisBP_I,Nvec_vc1.1_XM_001628737.3
M04371_2.00,CisBP_I,Nvec_vc1.1_XM_032376926.2
M04372_2.00,CisBP_I,Nvec_vc1.1_XM_001628737.3
M04372_2.00,CisBP_I,Nvec_vc1.1_XM_032376926.2
M04373_2.00,CisBP_I,Nvec_vc1.1_XM_001628737.3
M04373_2.00,CisBP_I,Nvec_vc1.1_XM_032376926.2
M04374_2.00,CisBP_I,Nvec_vc1.1_XM_001628737.3
M04374_2.00,CisBP_I,Nvec_vc1.1_XM_032376926.2
M07840_2.00,CisBP_I,Nvec_vc1.1_XM_001628737.3
M07840_2.00,CisBP_I,Nvec_vc1.1_XM_032376926.2
M07840_2.00,CisBP_N,Nvec_vc1.1_XM_032384300.2
M07841_2.00,CisBP_I,Nvec_vc1.1_XM_001628737.3
M07841_2.00,CisBP_I,Nvec_vc1.1_XM_032376926.2
M07841_2.00,CisBP_N,Nvec_vc1.1_XM_032384300.2
M08075_2.00,CisBP_I,Nvec_vc1.1_XM_001628737.3
M08075_2.00,CisBP_I,Nvec_vc1.1_XM_032376926.2
M08075_2.00,CisBP_N,Nvec_vc1.1_XM_032384300.2
M08807_2.00,CisBP_I,Nvec_vc1.1_XM_001628737.3
M08807_2.00,CisBP_I,Nvec_vc1.1_XM_032376926.2
M08809_2.00,CisBP_I,Nvec_vc1.1_XM_001628737.3
M08809_2.00,CisBP_I,Nvec_vc1.1_XM_032376926.2
M08810_2.00,CisBP_I,Nvec_vc1.1_XM_001628737.3
M08810_2.00,CisBP_I,Nvec_vc1.1_XM_032376926.2
M08810_2.00,CisBP_N,Nvec_vc1.1_XM_032384300.2
M08811_2.00,CisBP_I,Nvec_vc1.1_XM_001628737.3
M08811_2.00,CisBP_I,Nvec_vc1.1_XM_032376926.2
M08817_2.00,CisBP_I,Nvec_vc1.1_XM_001628737.3
M08817_2.00,CisBP_I,Nvec_vc1.1_XM_032376926.2
M08835_2.00,CisBP_I,Nvec_vc1.1_XM_001628737.3
M08835_2.00,CisBP_I,Nvec_vc1.1_XM_032376926.2
M08839_2.00,CisBP_I,Nvec_vc1.1_XM_001628737.3
M08839_2.00,CisBP_I,Nvec_vc1.1_XM_032376926.2
M08847_2.00,CisBP_I,Nvec_vc1.1_XM_001628737.3
M08847_2.00,CisBP_I,Nvec_vc1.1_XM_032376926.2
M09491_2.00,CisBP_I,Nvec_vc1.1_XM_001628737.3
M09491_2.00,CisBP_I,Nvec_vc1.1_XM_032376926.2
M09497_2.00,CisBP_I,Nvec_vc1.1_XM_001628737.3
M09497_2.00,CisBP_I,Nvec_vc1.1_XM_032376926.2
M00757_2.00,CisBP_I,Nvec_vc1.1_XM_001629694.3
M01802_2.00,CisBP_I,Nvec_vc1.1_XM_001629694.3
M02730_2.00,CisBP_I,Nvec_vc1.1_XM_001629694.3
M02825_2.00,CisBP_I,Nvec_vc1.1_XM_001629694.3
M02826_2.00,CisBP_I,Nvec_vc1.1_XM_001629694.3
M04010_2.00,CisBP_I,Nvec_vc1.1_XM_001629694.3
M04011_2.00,CisBP_I,Nvec_vc1.1_XM_001629694.3
M04012_2.00,CisBP_I,Nvec_vc1.1_XM_001629694.3
M04231_2.00,CisBP_I,Nvec_vc1.1_XM_001629694.3
M04232_2.00,CisBP_I,Nvec_vc1.1_XM_001629694.3
M04233_2.00,CisBP_I,Nvec_vc1.1_XM_001629694.3
M04234_2.00,CisBP_I,Nvec_vc1.1_XM_001629694.3
M08818_2.00,CisBP_I,Nvec_vc1.1_XM_001629694.3
M09932_2.00,CisBP_I,Nvec_vc1.1_XM_001629694.3
M09933_2.00,CisBP_I,Nvec_vc1.1_XM_001629694.3
M01805_2.00,CisBP_I,Nvec_vc1.1_XM_001633273.3
M04035_2.00,CisBP_I,Nvec_vc1.1_XM_001633273.3
M04036_2.00,CisBP_I,Nvec_vc1.1_XM_001633273.3
M04333_2.00,CisBP_I,Nvec_vc1.1_XM_001633273.3
M04334_2.00,CisBP_I,Nvec_vc1.1_XM_001633273.3
M04335_2.00,CisBP_I,Nvec_vc1.1_XM_001633273.3
M04336_2.00,CisBP_I,Nvec_vc1.1_XM_001633273.3
M04337_2.00,CisBP_I,Nvec_vc1.1_XM_001633273.3
M04338_2.00,CisBP_I,Nvec_vc1.1_XM_001633273.3
M07833_2.00,CisBP_I,Nvec_vc1.1_XM_001633273.3
M08071_2.00,CisBP_I,Nvec_vc1.1_XM_001633273.3
M08805_2.00,CisBP_I,Nvec_vc1.1_XM_001633273.3
M08821_2.00,CisBP_I,Nvec_vc1.1_XM_001633273.3
M09490_2.00,CisBP_I,Nvec_vc1.1_XM_001633273.3
M03648_2.00,CisBP_I,Nvec_vc1.1_XM_048730161.1
M00124_2.00,CisBP_I,Nvec_vc1.1_XM_001633393.3
M00991_2.00,CisBP_I,Nvec_vc1.1_XM_001633393.3
M00992_2.00,CisBP_I,Nvec_vc1.1_XM_001633393.3
M01804_2.00,CisBP_I,Nvec_vc1.1_XM_001633393.3
M01806_2.00,CisBP_I,Nvec_vc1.1_XM_001633393.3
M01821_2.00,CisBP_I,Nvec_vc1.1_XM_001633393.3
M03659_2.00,CisBP_I,Nvec_vc1.1_XM_001633393.3
M03660_2.00,CisBP_I,Nvec_vc1.1_XM_001633393.3
M04022_2.00,CisBP_I,Nvec_vc1.1_XM_001633393.3
M04023_2.00,CisBP_I,Nvec_vc1.1_XM_001633393.3
M04229_2.00,CisBP_I,Nvec_vc1.1_XM_001633393.3
M04230_2.00,CisBP_I,Nvec_vc1.1_XM_001633393.3
M04258_2.00,CisBP_I,Nvec_vc1.1_XM_001633393.3
M04259_2.00,CisBP_I,Nvec_vc1.1_XM_001633393.3
M04260_2.00,CisBP_I,Nvec_vc1.1_XM_001633393.3
M04261_2.00,CisBP_I,Nvec_vc1.1_XM_001633393.3
M04262_2.00,CisBP_I,Nvec_vc1.1_XM_001633393.3
M04263_2.00,CisBP_I,Nvec_vc1.1_XM_001633393.3
M04264_2.00,CisBP_I,Nvec_vc1.1_XM_001633393.3
M04265_2.00,CisBP_I,Nvec_vc1.1_XM_001633393.3
M08066_2.00,CisBP_I,Nvec_vc1.1_XM_001633393.3
M08784_2.00,CisBP_I,Nvec_vc1.1_XM_001633393.3
M08791_2.00,CisBP_I,Nvec_vc1.1_XM_001633393.3
M08792_2.00,CisBP_I,Nvec_vc1.1_XM_001633393.3
M08820_2.00,CisBP_I,Nvec_vc1.1_XM_001633393.3
M08824_2.00,CisBP_I,Nvec_vc1.1_XM_001633393.3
M08845_2.00,CisBP_I,Nvec_vc1.1_XM_001633393.3
M09485_2.00,CisBP_I,Nvec_vc1.1_XM_001633393.3
M09948_2.00,CisBP_I,Nvec_vc1.1_XM_001633393.3
M09949_2.00,CisBP_I,Nvec_vc1.1_XM_001633393.3
M09952_2.00,CisBP_I,Nvec_vc1.1_XM_001633393.3
M09953_2.00,CisBP_I,Nvec_vc1.1_XM_001633393.3
M09954_2.00,CisBP_I,Nvec_vc1.1_XM_001633393.3
M09955_2.00,CisBP_I,Nvec_vc1.1_XM_001633393.3
M04293_2.00,CisBP_I,Nvec_vc1.1_XM_001631543.3
M04293_2.00,CisBP_I,Nvec_vc1.1_XM_032378881.2
M04294_2.00,CisBP_I,Nvec_vc1.1_XM_001631543.3
M04294_2.00,CisBP_I,Nvec_vc1.1_XM_032378881.2
M04295_2.00,CisBP_I,Nvec_vc1.1_XM_001631543.3
M04295_2.00,CisBP_I,Nvec_vc1.1_XM_032378881.2
M04296_2.00,CisBP_I,Nvec_vc1.1_XM_001631543.3
M04296_2.00,CisBP_I,Nvec_vc1.1_XM_032378881.2
M04297_2.00,CisBP_I,Nvec_vc1.1_XM_001631543.3
M04297_2.00,CisBP_I,Nvec_vc1.1_XM_032378881.2
M04298_2.00,CisBP_I,Nvec_vc1.1_XM_001631543.3
M04298_2.00,CisBP_I,Nvec_vc1.1_XM_032378881.2
M01812_2.00,CisBP_I,Nvec_vc1.1_XM_032378881.2
M02842_2.00,CisBP_I,Nvec_vc1.1_XM_032378881.2
M02842_2.00,CisBP_N,Nvec_vc1.1_XM_048723046.1
M02843_2.00,CisBP_I,Nvec_vc1.1_XM_032378881.2
M02843_2.00,CisBP_N,Nvec_vc1.1_XM_048723046.1
M02844_2.00,CisBP_I,Nvec_vc1.1_XM_032378881.2
M02844_2.00,CisBP_N,Nvec_vc1.1_XM_048723046.1
M02845_2.00,CisBP_I,Nvec_vc1.1_XM_032378881.2
M02845_2.00,CisBP_N,Nvec_vc1.1_XM_048723046.1
M02846_2.00,CisBP_I,Nvec_vc1.1_XM_032378881.2
M02846_2.00,CisBP_N,Nvec_vc1.1_XM_048723046.1
M02847_2.00,CisBP_I,Nvec_vc1.1_XM_032378881.2
M02847_2.00,CisBP_N,Nvec_vc1.1_XM_048723046.1
M02863_2.00,CisBP_I,Nvec_vc1.1_XM_032378881.2
M02864_2.00,CisBP_I,Nvec_vc1.1_XM_032378881.2
M03639_2.00,CisBP_I,Nvec_vc1.1_XM_032378881.2
M03640_2.00,CisBP_I,Nvec_vc1.1_XM_032378881.2
M03641_2.00,CisBP_I,Nvec_vc1.1_XM_032378881.2
M04029_2.00,CisBP_I,Nvec_vc1.1_XM_032378881.2
M04029_2.00,CisBP_N,Nvec_vc1.1_XM_048723046.1
M04030_2.00,CisBP_I,Nvec_vc1.1_XM_032378881.2
M04030_2.00,CisBP_N,Nvec_vc1.1_XM_048723046.1
M04031_2.00,CisBP_I,Nvec_vc1.1_XM_032378881.2
M04031_2.00,CisBP_N,Nvec_vc1.1_XM_048723046.1
M04309_2.00,CisBP_I,Nvec_vc1.1_XM_032378881.2
M04309_2.00,CisBP_N,Nvec_vc1.1_XM_048723046.1
M04310_2.00,CisBP_I,Nvec_vc1.1_XM_032378881.2
M04310_2.00,CisBP_N,Nvec_vc1.1_XM_048723046.1
M04311_2.00,CisBP_I,Nvec_vc1.1_XM_032378881.2
M04311_2.00,CisBP_N,Nvec_vc1.1_XM_048723046.1
M04312_2.00,CisBP_I,Nvec_vc1.1_XM_032378881.2
M04312_2.00,CisBP_N,Nvec_vc1.1_XM_048723046.1
M04313_2.00,CisBP_I,Nvec_vc1.1_XM_032378881.2
M04313_2.00,CisBP_N,Nvec_vc1.1_XM_048723046.1
M04314_2.00,CisBP_I,Nvec_vc1.1_XM_032378881.2
M04314_2.00,CisBP_N,Nvec_vc1.1_XM_048723046.1
M04315_2.00,CisBP_I,Nvec_vc1.1_XM_032378881.2
M04315_2.00,CisBP_N,Nvec_vc1.1_XM_048723046.1
M04316_2.00,CisBP_I,Nvec_vc1.1_XM_032378881.2
M04316_2.00,CisBP_N,Nvec_vc1.1_XM_048723046.1
M04317_2.00,CisBP_I,Nvec_vc1.1_XM_032378881.2
M04317_2.00,CisBP_N,Nvec_vc1.1_XM_048723046.1
M04318_2.00,CisBP_I,Nvec_vc1.1_XM_032378881.2
M04318_2.00,CisBP_N,Nvec_vc1.1_XM_048723046.1
M04319_2.00,CisBP_I,Nvec_vc1.1_XM_032378881.2
M04319_2.00,CisBP_N,Nvec_vc1.1_XM_048723046.1
M04320_2.00,CisBP_I,Nvec_vc1.1_XM_032378881.2
M04320_2.00,CisBP_N,Nvec_vc1.1_XM_048723046.1
M06020_2.00,CisBP_I,Nvec_vc1.1_XM_032378881.2
M01809_2.00,CisBP_I,Nvec_vc1.1_XM_001631093.3
M04272_2.00,CisBP_I,Nvec_vc1.1_XM_001631093.3
M04273_2.00,CisBP_I,Nvec_vc1.1_XM_001631093.3
M04327_2.00,CisBP_I,Nvec_vc1.1_XM_001631093.3
M04328_2.00,CisBP_I,Nvec_vc1.1_XM_001631093.3
M07826_2.00,CisBP_I,Nvec_vc1.1_XM_001631093.3
M07827_2.00,CisBP_I,Nvec_vc1.1_XM_001631093.3
M07828_2.00,CisBP_I,Nvec_vc1.1_XM_001631093.3
M08069_2.00,CisBP_I,Nvec_vc1.1_XM_001631093.3
M08795_2.00,CisBP_I,Nvec_vc1.1_XM_001631093.3
M08802_2.00,CisBP_I,Nvec_vc1.1_XM_001631093.3
M08814_2.00,CisBP_I,Nvec_vc1.1_XM_001631093.3
M08819_2.00,CisBP_I,Nvec_vc1.1_XM_001631093.3
M08828_2.00,CisBP_I,Nvec_vc1.1_XM_001631093.3
M09494_2.00,CisBP_I,Nvec_vc1.1_XM_001631093.3
M03649_2.00,CisBP_I,Nvec_vc1.1_XM_001638266.3
M02872_2.00,CisBP_I,Nvec_vc1.1_XM_032383907.2
M04382_2.00,CisBP_I,Nvec_vc1.1_XM_032383907.2
M04383_2.00,CisBP_I,Nvec_vc1.1_XM_032383907.2
M09499_2.00,CisBP_I,Nvec_vc1.1_XM_032383907.2
M02898_2.00,CisBP_I,Nvec_vc1.1_XM_001634132.3
M02898_2.00,CisBP_I,Nvec_vc1.1_XM_032384447.2
M02898_2.00,CisBP_I,Nvec_vc1.1_XM_032384450.2
M02898_2.00,CisBP_I,Nvec_vc1.1_XM_032384420.2
M03682_2.00,CisBP_I,Nvec_vc1.1_XM_001634132.3
M03682_2.00,CisBP_I,Nvec_vc1.1_XM_032384447.2
M03682_2.00,CisBP_I,Nvec_vc1.1_XM_032384450.2
M03682_2.00,CisBP_I,Nvec_vc1.1_XM_032384420.2
M04517_2.00,CisBP_I,Nvec_vc1.1_XM_001634132.3
M04517_2.00,CisBP_I,Nvec_vc1.1_XM_032384447.2
M04517_2.00,CisBP_I,Nvec_vc1.1_XM_032384450.2
M04517_2.00,CisBP_I,Nvec_vc1.1_XM_032384420.2
M04518_2.00,CisBP_I,Nvec_vc1.1_XM_001634132.3
M04518_2.00,CisBP_I,Nvec_vc1.1_XM_032384447.2
M04518_2.00,CisBP_I,Nvec_vc1.1_XM_032384450.2
M04518_2.00,CisBP_I,Nvec_vc1.1_XM_032384420.2
M04645_2.00,CisBP_I,Nvec_vc1.1_XM_001634132.3
M04645_2.00,CisBP_I,Nvec_vc1.1_XM_032384447.2
M04645_2.00,CisBP_I,Nvec_vc1.1_XM_032384450.2
M04645_2.00,CisBP_I,Nvec_vc1.1_XM_032384420.2
M04646_2.00,CisBP_I,Nvec_vc1.1_XM_001634132.3
M04646_2.00,CisBP_I,Nvec_vc1.1_XM_032384447.2
M04646_2.00,CisBP_I,Nvec_vc1.1_XM_032384450.2
M04646_2.00,CisBP_I,Nvec_vc1.1_XM_032384420.2
M06117_2.00,CisBP_I,Nvec_vc1.1_XM_001634132.3
M06117_2.00,CisBP_I,Nvec_vc1.1_XM_032384447.2
M06117_2.00,CisBP_I,Nvec_vc1.1_XM_032384450.2
M06117_2.00,CisBP_I,Nvec_vc1.1_XM_032384420.2
M06118_2.00,CisBP_I,Nvec_vc1.1_XM_001634132.3
M06118_2.00,CisBP_I,Nvec_vc1.1_XM_032384447.2
M06118_2.00,CisBP_I,Nvec_vc1.1_XM_032384450.2
M06118_2.00,CisBP_I,Nvec_vc1.1_XM_032384420.2
M09016_2.00,CisBP_I,Nvec_vc1.1_XM_001634132.3
M09016_2.00,CisBP_I,Nvec_vc1.1_XM_032384447.2
M09016_2.00,CisBP_I,Nvec_vc1.1_XM_032384450.2
M09016_2.00,CisBP_I,Nvec_vc1.1_XM_032384420.2
M00134_2.00,CisBP_I,Nvec_vc1.1_XM_032381586.2
M00134_2.00,CisBP_I,Nvec_vc1.1_XM_032367802.2
M00134_2.00,CisBP_I,Nvec_vc1.1_XM_032381562.2
M00134_2.00,CisBP_I,Nvec_vc1.1_XM_032369437.2
M00224_2.00,CisBP_I,Nvec_vc1.1_XM_032381586.2
M00224_2.00,CisBP_I,Nvec_vc1.1_XM_032369437.2
M00226_2.00,CisBP_I,Nvec_vc1.1_XM_032381586.2
M00226_2.00,CisBP_I,Nvec_vc1.1_XM_032369437.2
M00779_2.00,CisBP_I,Nvec_vc1.1_XM_032381586.2
M00779_2.00,CisBP_I,Nvec_vc1.1_XM_032381562.2
M00787_2.00,CisBP_I,Nvec_vc1.1_XM_032381586.2
M00787_2.00,CisBP_I,Nvec_vc1.1_XM_032367802.2
M00787_2.00,CisBP_I,Nvec_vc1.1_XM_032381562.2
M00787_2.00,CisBP_I,Nvec_vc1.1_XM_032369437.2
M02937_2.00,CisBP_I,Nvec_vc1.1_XM_032381586.2
M02937_2.00,CisBP_I,Nvec_vc1.1_XM_032367802.2
M02937_2.00,CisBP_I,Nvec_vc1.1_XM_032381562.2
M02937_2.00,CisBP_I,Nvec_vc1.1_XM_032369437.2
M03704_2.00,CisBP_I,Nvec_vc1.1_XM_032381586.2
M03704_2.00,CisBP_I,Nvec_vc1.1_XM_032367802.2
M03704_2.00,CisBP_I,Nvec_vc1.1_XM_032381562.2
M03704_2.00,CisBP_I,Nvec_vc1.1_XM_032369437.2
M04400_2.00,CisBP_I,Nvec_vc1.1_XM_032381586.2
M04400_2.00,CisBP_I,Nvec_vc1.1_XM_032367802.2
M04400_2.00,CisBP_I,Nvec_vc1.1_XM_032381562.2
M04400_2.00,CisBP_I,Nvec_vc1.1_XM_032369437.2
M04401_2.00,CisBP_I,Nvec_vc1.1_XM_032381586.2
M04401_2.00,CisBP_I,Nvec_vc1.1_XM_032367802.2
M04401_2.00,CisBP_I,Nvec_vc1.1_XM_032381562.2
M04401_2.00,CisBP_I,Nvec_vc1.1_XM_032369437.2
M04410_2.00,CisBP_I,Nvec_vc1.1_XM_032381586.2
M04410_2.00,CisBP_I,Nvec_vc1.1_XM_032381562.2
M04410_2.00,CisBP_I,Nvec_vc1.1_XM_032369437.2
M04411_2.00,CisBP_I,Nvec_vc1.1_XM_032381586.2
M04411_2.00,CisBP_I,Nvec_vc1.1_XM_032381562.2
M04411_2.00,CisBP_I,Nvec_vc1.1_XM_032369437.2
M04418_2.00,CisBP_I,Nvec_vc1.1_XM_032381586.2
M04418_2.00,CisBP_I,Nvec_vc1.1_XM_032381562.2
M04418_2.00,CisBP_I,Nvec_vc1.1_XM_032369437.2
