gene	gene_name	common_name	og	pfam	tf_family	archetype_name	archetype_family	archetype_source	most_similar_archetype	most_similar_archetype_source	archetype_archetype_similarity	rank	gene_score_correlation	gene_expression_correlation	assigned	any_assigned	correlation	selected_by	group
Nvec_vc1.1_XM_001625998.3	Nkx2-2/Nkx2-9	""	Homeodomains.HG1.19:NKX2-1/NKX2-2/NKX2-3/NKX2-4/NKX2-5/NKX2-6/NKX2-8/NKX3-1/NKX3-2	Homeodomain	Homeodomains	ARCH167_Nanog	Homeodomains	CisBP_D	ARCH170_Nkx2-2/Nkx2-9	CisBP_I	0.951129753758276	1	0.800036287830768	0.170974458946559	FALSE	TRUE	TRUE	correlation	assigned+correlation
Nvec_vc1.1_XM_048729481.1	""	""	zf-C2H2.HG4.3:like:ZIC1/ZIC2/ZIC3/ZIC4/ZIC5	zf_ZIC/zf-C2H2/zf-C2H2	zf-C2H2	ARCH353_M06062_2.00__M06468...	zf-C2H2	CisBP_I	ARCH7_PB0097.1_Zfp281_1__VEZF1	Homer_denovo	0.981572496203182	4	0.798987239121063	0.291810607880255	TRUE	TRUE	TRUE	correlation	assigned+correlation
Nvec_vc1.1_XM_032377450.2	""	Tbx20-1	T-box.HG1.13:TBX1/TBX10/TBX15/TBX18/TBX20/TBX22	T-box	T-box	ARCH837_Tbx10/Tbx1_Tbx18/Tb...	T-box	CisBP_I	ARCH841_Tbx10/Tbx1_Tbx18/Tb...	CisBP_I	0.995972773452407	876	0.120511501826279	0.0483830107449493	TRUE	TRUE	FALSE	cisbp	assigned+correlation
Nvec_vc1.1_XM_032377450.2	""	Tbx20-1	T-box.HG1.13:TBX1/TBX10/TBX15/TBX18/TBX20/TBX22	T-box	T-box	ARCH862_Tbx18/Tbx22/Tbx15_T...	T-box	CisBP_I	ARCH1545_Meis3/Meis2/Meis1_...	CisBP_I	0.996005178209525	2	0.795184878438818	0.725177058447172	FALSE	TRUE	TRUE	correlation	assigned+correlation
Nvec_vc1.1_XM_001639101.3	Pax5/Pax8/Pax2	""	Homeodomains.HG2.27:like:PAX1/PAX2/PAX3/PAX4/PAX5/PAX6/PAX7/PAX8/PAX9	PAX/Homeodomain	Pax/Homeodomain	ARCH873_Pax5/Pax8/Pax2	Pax/Homeodomain	CisBP_I	ARCH895_Foxn4/Foxn1	CisBP_I	0.98175582927178	1	0.794261777389099	0.743213573786154	TRUE	TRUE	TRUE	correlation	assigned+correlation
Nvec_vc1.1_XM_032367288.2	Gata3/Gata1/Gata2	GATA	GATA.HG1.5:GATA1/GATA2/GATA3/GATA4/GATA5/GATA6/TRPS1	GATA/GATA	GATA	ARCH1463_Gata3/Gata1/Gata2	GATA	CisBP_I	ARCH1090_Gata3/Gata1/Gata2	CisBP_I	0.989449372701661	24	0.791144533162005	0.443735054048649	TRUE	TRUE	TRUE	correlation	assigned+correlation
Nvec_vc1.1_XM_032363992.2	Pou4f3/Pou4f1/Pou4f2	Pou4	Homeodomains.HG4.6:POU4F1/POU4F2/POU4F3	Pou/Homeodomain	Pou/Homeodomain	ARCH232_Pou4f3/Pou4f1/Pou4f2	Homeodomains	CisBP_I				127	0.336326259837644	0.143119372777398	TRUE	TRUE	FALSE	cisbp	assigned+correlation
Nvec_vc1.1_XM_032363992.2	Pou4f3/Pou4f1/Pou4f2	Pou4	Homeodomains.HG4.6:POU4F1/POU4F2/POU4F3	Pou/Homeodomain	Pou/Homeodomain	ARCH56_POU4F1	Pou/Homeodomain	Homer_denovo	ARCH1398_Pit1__PB0028.1_Hbp1_1	Homer_known	0.964962145759761	1	0.780130251015265	0.435002147713788	FALSE	TRUE	TRUE	correlation	assigned+correlation
Nvec_vc1.1_XM_001625588.3	Runx3/Runx2/Runx1	""	Runt_Runx.HG1.0:RUNX1/RUNX2/RUNX3	Runt	Runt_Runx	ARCH1267_Runx3/Runx2/Runx1	Runt_Runx	CisBP_I	ARCH1266_IRF4__grh	Homer_known	0.992111739868565	1	0.77974047013831	0.777694531870274	TRUE	TRUE	TRUE	correlation	assigned+correlation
Nvec_vc1.1_XM_001626384.3	Six1/	""	Homeodomains.HG3.31:SIX1/SIX2	SIX1_SD/Homeodomain	Homeodomains	ARCH1362_Six1/_Six4/Six5	Homeodomains	CisBP_I	ARCH1567_Six4	Homer_known	0.95527792695302	1	0.77678938774898	0.430559842141365	TRUE	TRUE	TRUE	correlation	assigned+correlation
Nvec_vc1.1_XM_001629218.3	""	TBX20	T-box.HG1.13:TBX1/TBX10/TBX15/TBX18/TBX20/TBX22	T-box	T-box	ARCH862_Tbx18/Tbx22/Tbx15_T...	T-box	CisBP_I	ARCH1545_Meis3/Meis2/Meis1_...	CisBP_I	0.996005178209525	4	0.776117109351183	0.24169335164105	TRUE	TRUE	TRUE	correlation	assigned+correlation
Nvec_vc1.1_XM_032376608.2	Meis3/Meis2/Meis1	""	Homeodomains.HG3.20:MEIS1/MEIS2/MEIS3/PKNOX1/PKNOX2	Meis_PKNOX_N/Homeobox_KN	Homeodomains	ARCH1504_Meis3/Meis2/Meis1_...	Homeodomains	CisBP_I	ARCH1503_Meis3/Meis2/Meis1_...	CisBP_I	0.99202375806688	1	0.77421552038895	0.447335656762346	TRUE	TRUE	TRUE	correlation	assigned+correlation
Nvec_vc1.1_XM_048728976.1	""	Zic-C	zf-C2H2.HG4.5:like:ZIC1/ZIC2/ZIC3/ZIC4/ZIC5	zf_ZIC/zf-C2H2/zf-C2H2	zf-C2H2	ARCH353_M06062_2.00__M06468...	zf-C2H2	CisBP_I	ARCH7_PB0097.1_Zfp281_1__VEZF1	Homer_denovo	0.981572496203182	1	0.761605168042365	0.298866313744081	TRUE	TRUE	TRUE	correlation	assigned+correlation
Nvec_vc1.1_XM_001625997.3	Nkx2-2/Nkx2-9	""	Homeodomains.HG1.19:NKX2-1/NKX2-2/NKX2-3/NKX2-4/NKX2-5/NKX2-6/NKX2-8/NKX3-1/NKX3-2	Homeodomain	Homeodomains	ARCH1521_Nkx2-2/Nkx2-9	Homeodomains	CisBP_I	ARCH927_Emx1/Emx2_Gbx1/Gbx2...	CisBP_I	0.979414405181234	1	0.748499621804223	0.0901895366164127	TRUE	TRUE	TRUE	correlation	assigned+correlation
Nvec_vc1.1_XM_001634198.3	""	""	Homeodomains.HG1.70:HOXA2/HOXB2/PDX1	Homeodomain	Homeodomains	ARCH261_	Homeodomains	CisBP_I				1406	-0.262602648223545	-0.398199955244117	TRUE	TRUE	FALSE	cisbp	assigned+correlation
Nvec_vc1.1_XM_001634198.3	""	""	Homeodomains.HG1.70:HOXA2/HOXB2/PDX1	Homeodomain	Homeodomains	ARCH1362_Six1/_Six4/Six5	Homeodomains	CisBP_I	ARCH1567_Six4	Homer_known	0.95527792695302	1	0.746961851768392	0.439334721159748	FALSE	TRUE	TRUE	correlation	assigned+correlation
Nvec_vc1.1_XM_032383677.2	""	""	Homeodomains.HG1.70:HOXA2/HOXB2/PDX1	Homeodomain	Homeodomains	ARCH1427_Barx2/Barx1_Dmbx1_...	Homeodomains	CisBP_I	ARCH1430_Dmbx1_Gsc2/Gsc//Ob...	CisBP_I	0.99920500076334	312	0.454451279127228	0.0505603773257749	TRUE	TRUE	FALSE	cisbp	assigned+correlation
Nvec_vc1.1_XM_032383677.2	""	""	Homeodomains.HG1.70:HOXA2/HOXB2/PDX1	Homeodomain	Homeodomains	ARCH1362_Six1/_Six4/Six5	Homeodomains	CisBP_I	ARCH1567_Six4	Homer_known	0.95527792695302	2	0.701158277145089	0.333557200852059	FALSE	TRUE	TRUE	correlation	assigned+correlation
Nvec_vc1.1_XM_001634199.3	""	""	Homeodomains.HG1.70:HOXA2/HOXB2/PDX1	Homeodomain	Homeodomains	ARCH87_Alx3/Alx4/Alx1_Barx2...	Homeodomains	CisBP_I	ARCH85_Alx3/Alx4/Alx1_Barx2...	CisBP_I	0.99663073574623	695	0.215607423225555	-0.397645017476595	TRUE	TRUE	FALSE	cisbp	assigned+correlation
Nvec_vc1.1_XM_001634199.3	""	""	Homeodomains.HG1.70:HOXA2/HOXB2/PDX1	Homeodomain	Homeodomains	ARCH1362_Six1/_Six4/Six5	Homeodomains	CisBP_I	ARCH1567_Six4	Homer_known	0.95527792695302	2	0.699256872503422	0.30431334938744	FALSE	TRUE	TRUE	correlation	assigned+correlation
Nvec_vc1.1_XM_001634116.3	""	""	Homeodomains.HG2.70:ARX	Homeodomain/OAR	Homeodomains	ARCH1020_Alx3/Alx4/Alx1_Bar...	Homeodomains	CisBP_I	ARCH1024_M09580_2.00__cauda...	CisBP_I	0.992233638125158	97	0.228635707405907	0.153498523587306	TRUE	TRUE	FALSE	cisbp	assigned+correlation
Nvec_vc1.1_XM_001634116.3	""	""	Homeodomains.HG2.70:ARX	Homeodomain/OAR	Homeodomains	ARCH873_Pax5/Pax8/Pax2	Homeodomains	CisBP_I	ARCH895_Foxn4/Foxn1	CisBP_I	0.98175582927178	1	0.687603030755402	0.30700480755563	FALSE	TRUE	TRUE	correlation	assigned+correlation
Nvec_vc1.1_XM_032379688.2	""	NVHD033-ANTP	Homeodomains.HG1.39:BARHL1/BARHL2	Homeodomain	Homeodomains	ARCH1427_Barx2/Barx1_Dmbx1_...	Homeodomains	CisBP_I	ARCH1430_Dmbx1_Gsc2/Gsc//Ob...	CisBP_I	0.99920500076334	227	0.513559479736918	0.294368393926638	TRUE	TRUE	FALSE	cisbp	assigned+correlation
Nvec_vc1.1_XM_032379688.2	""	NVHD033-ANTP	Homeodomains.HG1.39:BARHL1/BARHL2	Homeodomain	Homeodomains	ARCH1362_Six1/_Six4/Six5	Homeodomains	CisBP_I	ARCH1567_Six4	Homer_known	0.95527792695302	12	0.661583346380973	0.306472729873668	FALSE	TRUE	TRUE	correlation	assigned+correlation
Nvec_vc1.1_XM_001634715.3	Lbx1	Lbx	Homeodomains.HG1.29:LBX1/LBX2	Homeodomain	Homeodomains	ARCH208_Lbx1	Homeodomains	CisBP_I				1165	-0.0643363957512976	-0.460245050174981	TRUE	TRUE	FALSE	cisbp	assigned+correlation
Nvec_vc1.1_XM_001634715.3	Lbx1	Lbx	Homeodomains.HG1.29:LBX1/LBX2	Homeodomain	Homeodomains	ARCH1362_Six1/_Six4/Six5	Homeodomains	CisBP_I	ARCH1567_Six4	Homer_known	0.95527792695302	3	0.659887687038133	0.309648462586861	FALSE	TRUE	TRUE	correlation	assigned+correlation
Nvec_vc1.1_XM_001623084.3	Six4/Six5	Six4/5	Homeodomains.HG3.24:SIX4/SIX5	SIX1_SD/Homeodomain	Homeodomains	ARCH1362_Six1/_Six4/Six5	Homeodomains	CisBP_I	ARCH1567_Six4	Homer_known	0.95527792695302	167	0.387099195291477	0.0778545024535083	TRUE	TRUE	FALSE	cisbp	assigned+correlation
Nvec_vc1.1_XM_001623084.3	Six4/Six5	Six4/5	Homeodomains.HG3.24:SIX4/SIX5	SIX1_SD/Homeodomain	Homeodomains	ARCH1503_Meis3/Meis2/Meis1_...	Homeodomains	CisBP_I	ARCH762_Meis3/Meis2/Meis1_P...	CisBP_I	0.996521481575	3	0.658580397395408	0.0926181935474147	FALSE	TRUE	TRUE	correlation	assigned+correlation
Nvec_vc1.1_XM_032384433.2	Twist2/Twist1	""	HLH.HG1.86:TWIST1/TWIST2	HLH	HLH	ARCH771_Twist2/Twist1	HLH	CisBP_N	ARCH773_Olig2__NeuroG2	Homer_known	0.824623525984054	1	0.65651628583543	0.253867495902939	TRUE	TRUE	TRUE	correlation	assigned+correlation
Nvec_vc1.1_XM_032378048.2	Nr2f1/Nr2f2/Nr2f6	""	zf-C4_Nuclear_receptors.HG1.31:NR2F1/NR2F2	zf-C4/Hormone_recep	zf-C4_Nuclear_receptors	ARCH1673_Nr2c1/Nr2c2_Nr2f1/...	zf-C4_Nuclear_receptors	CisBP_I	ARCH1658_Nr2c1/Nr2c2_Nr2f1/...	CisBP_I	0.99625012322043	21	0.651653360802787	0.739168642192513	TRUE	TRUE	TRUE	correlation	assigned+correlation
Nvec_vc1.1_XM_032363603.2	Tbx18/Tbx22/Tbx15	""	T-box.HG1.13:TBX1/TBX10/TBX15/TBX18/TBX20/TBX22	T-box	T-box	ARCH862_Tbx18/Tbx22/Tbx15_T...	T-box	CisBP_I	ARCH1545_Meis3/Meis2/Meis1_...	CisBP_I	0.996005178209525	88	0.641469717164297	0.0304002970200746	TRUE	TRUE	TRUE	correlation	assigned+correlation
Nvec_vc1.1_XM_001625898.3	""	""	Homeodomains.HG1.62:like:MEOX1/MEOX2	Homeodomain	Homeodomains	ARCH927_Emx1/Emx2_Gbx1/Gbx2...	Homeodomains	CisBP_I	ARCH909_Egr3/Egr1	CisBP_I	0.9920043350025	447	0.348279644582294	-0.0653411650814601	TRUE	TRUE	FALSE	cisbp	assigned+correlation
Nvec_vc1.1_XM_001625898.3	""	""	Homeodomains.HG1.62:like:MEOX1/MEOX2	Homeodomain	Homeodomains	ARCH1362_Six1/_Six4/Six5	Homeodomains	CisBP_I	ARCH1567_Six4	Homer_known	0.95527792695302	2	0.634837235814829	0.310700171477034	FALSE	TRUE	TRUE	correlation	assigned+correlation
Nvec_vc1.1_XM_032384965.2	""	BarH-Like3	Homeodomains.HG1.39:BARHL1/BARHL2	Homeodomain	Homeodomains	ARCH1427_Barx2/Barx1_Dmbx1_...	Homeodomains	CisBP_I	ARCH1430_Dmbx1_Gsc2/Gsc//Ob...	CisBP_I	0.99920500076334	206	0.51465492092181	0.0740331474042849	TRUE	TRUE	FALSE	cisbp	assigned+correlation
Nvec_vc1.1_XM_032384965.2	""	BarH-Like3	Homeodomains.HG1.39:BARHL1/BARHL2	Homeodomain	Homeodomains	ARCH1362_Six1/_Six4/Six5	Homeodomains	CisBP_I	ARCH1567_Six4	Homer_known	0.95527792695302	38	0.628288480775661	0.352940871478814	FALSE	TRUE	TRUE	correlation	assigned+correlation
Nvec_vc1.1_XM_032383925.2	Hlx	""	Homeodomains.HG1.21:BARX1/BARX2/BSX/DBX1/DBX2/HLX	Homeodomain	Homeodomains	ARCH236_Alx3/Alx4/Alx1_Hlx_...	Homeodomains	CisBP_I	ARCH242_Hlx	CisBP_I	0.991832763983547	1410	-0.192403960997739	-0.318572244005446	TRUE	TRUE	FALSE	cisbp	assigned+correlation
Nvec_vc1.1_XM_032383925.2	Hlx	""	Homeodomains.HG1.21:BARX1/BARX2/BSX/DBX1/DBX2/HLX	Homeodomain	Homeodomains	ARCH1545_Meis3/Meis2/Meis1_...	Homeodomains	CisBP_I	ARCH762_Meis3/Meis2/Meis1_P...	CisBP_I	0.998825645143606	7	0.614090452578767	0.475911049009464	FALSE	TRUE	TRUE	correlation	assigned+correlation
Nvec_vc1.1_XM_001625899.3	""	""	Homeodomains.HG1.65:like:MEOX1/MEOX2	Homeodomain	Homeodomains	ARCH927_Emx1/Emx2_Gbx1/Gbx2...	Homeodomains	CisBP_I	ARCH909_Egr3/Egr1	CisBP_I	0.9920043350025	369	0.371842322265619	-0.0852590497559626	TRUE	TRUE	FALSE	cisbp	assigned+correlation
Nvec_vc1.1_XM_001625899.3	""	""	Homeodomains.HG1.65:like:MEOX1/MEOX2	Homeodomain	Homeodomains	ARCH1362_Six1/_Six4/Six5	Homeodomains	CisBP_I	ARCH1567_Six4	Homer_known	0.95527792695302	2	0.60670462839616	0.293595814815949	FALSE	TRUE	TRUE	correlation	assigned+correlation
Nvec_vc1.1_XM_032383948.2	Gbx1/Gbx2	""	Homeodomains.HG1.57:GBX1/GBX2	Homeodomain	Homeodomains	ARCH147_Alx3/Alx4/Alx1_Barx...	Homeodomains	CisBP_I	ARCH1347_ATHB-5	Homer_denovo	0.991534758369616	93	0.31615460494596	-0.0887472697000291	TRUE	TRUE	FALSE	cisbp	assigned+correlation
Nvec_vc1.1_XM_032383948.2	Gbx1/Gbx2	""	Homeodomains.HG1.57:GBX1/GBX2	Homeodomain	Homeodomains	ARCH1437_	Homeodomains	CisBP_D				1	0.600467979857368	0.12391537374738	FALSE	TRUE	TRUE	correlation	assigned+correlation
Nvec_vc1.1_XM_032374008.2	""	""	HLH.HG1.92:like:SCX/TCF15	HLH	HLH	ARCH747_Ptf1a_Tfap4	HLH	CisBP_I	ARCH477_Ptf1a	CisBP_I	0.98905997509065	815	0.178435699798288	0.0160208166766241	TRUE	TRUE	FALSE	cisbp	assigned+correlation
Nvec_vc1.1_XM_032374008.2	""	""	HLH.HG1.92:like:SCX/TCF15	HLH	HLH	ARCH1118_PL0012.1_hlh-2::hlh-8	HLH	Homer_denovo	ARCH964_Foxc2/Foxc1_Foxg1/G...	CisBP_I	0.949358050983788	261	0.590119068672549	0.572356734359816	FALSE	TRUE	TRUE	correlation	assigned+correlation
Nvec_vc1.1_XM_001632947.3	Sox3/Sox2	NvSoxB1	HMGbox_Sox.HG1.35:SOX1/SOX2/SOX3/SOX14/SOX21	HMG_box/SOXp	HMGbox_Sox	ARCH1135_/Sox4/Sox11_Sox13/...	HMGbox_Sox	CisBP_I	ARCH1419_Sox21	Homer_known	0.991840294811653	15	0.589607341084542	0.46216776499123	TRUE	TRUE	TRUE	correlation	assigned+correlation
Nvec_vc1.1_XM_001634956.3	Gsc2/Gsc//Obox1/Obox7/Obox2	""	Homeodomains.HG2.43:GSC/GSC2	Homeodomain	Homeodomains	ARCH1430_Dmbx1_Gsc2/Gsc//Ob...	Homeodomains	CisBP_I	ARCH1427_Barx2/Barx1_Dmbx1_...	CisBP_I	0.99920500076334	383	0.333821600544535	0.348048652235125	TRUE	TRUE	FALSE	cisbp	assigned+correlation
Nvec_vc1.1_XM_001634956.3	Gsc2/Gsc//Obox1/Obox7/Obox2	""	Homeodomains.HG2.43:GSC/GSC2	Homeodomain	Homeodomains	ARCH1633_M02161_2.00	Homeodomains	CisBP_D	ARCH768_Meis3/Meis2/Meis1_P...	CisBP_I	0.992192786352705	8	0.58948723112533	0.171299039275257	FALSE	TRUE	TRUE	correlation	assigned+correlation
Nvec_vc1.1_XM_032379774.2	Nr2c1/Nr2c2	""	zf-C4_Nuclear_receptors.HG1.2:NR2C1/NR2C2	zf-C4/Hormone_recep	zf-C4_Nuclear_receptors	ARCH1685_Nr2c1/Nr2c2_Nr2f1/...	zf-C4_Nuclear_receptors	CisBP_I	ARCH1590_Nr2c1/Nr2c2_Nr2f1/...	CisBP_I	0.998710286538192	55	0.468281579501456	-0.00123133515531826	TRUE	TRUE	FALSE	cisbp	assigned+correlation
Nvec_vc1.1_XM_032379774.2	Nr2c1/Nr2c2	""	zf-C4_Nuclear_receptors.HG1.2:NR2C1/NR2C2	zf-C4/Hormone_recep	zf-C4_Nuclear_receptors	ARCH1650_WRKY21__WRKY17__M0...	zf-C4_Nuclear_receptors	CisBP_I	ARCH1114_KHDRBS1	Homer_denovo	0.99657980591444	7	0.585685872306091	0.136786897205108	FALSE	TRUE	TRUE	correlation	assigned+correlation
Nvec_vc1.1_XM_032379723.2	Alx3/Alx4/Alx1	""	Homeodomains.HG2.66:ALX1/ALX3/ALX4	Homeodomain/OAR	Homeodomains	ARCH82_Alx3/Alx4/Alx1_Barx2...	Homeodomains	CisBP_I	ARCH85_Alx3/Alx4/Alx1_Barx2...	CisBP_I	0.996284508352919	517	0.292561611050739	0.233209652540351	TRUE	TRUE	FALSE	cisbp	assigned+correlation
Nvec_vc1.1_XM_032379723.2	Alx3/Alx4/Alx1	""	Homeodomains.HG2.66:ALX1/ALX3/ALX4	Homeodomain/OAR	Homeodomains	ARCH1362_Six1/_Six4/Six5	Homeodomains	CisBP_I	ARCH1567_Six4	Homer_known	0.95527792695302	8	0.570782590931689	0.468699167665327	FALSE	TRUE	TRUE	correlation	assigned+correlation
Nvec_vc1.1_XM_001633273.3	Fos/Fosb/Fosl1/Fosl2	""	bZIP.HG1.17:ATF3/JDP2	bZIP_1	bZIP	ARCH1611_Fos/Fosb/Fosl1/Fosl2	bZIP	CisBP_I	ARCH881_Tv_0259	Homer_denovo	0.910299975850766	1	0.568658703532089	-0.0685973155836345	TRUE	TRUE	TRUE	correlation	assigned+correlation
Nvec_vc1.1_XM_032377358.2	""	VAx-EMX-Like	Homeodomains.HG1.42:VAX1/VAX2	Homeodomain	Homeodomains	ARCH927_Emx1/Emx2_Gbx1/Gbx2...	Homeodomains	CisBP_I	ARCH909_Egr3/Egr1	CisBP_I	0.9920043350025	193	0.378582343695975	0.101241620765338	TRUE	TRUE	FALSE	cisbp	assigned+correlation
Nvec_vc1.1_XM_032377358.2	""	VAx-EMX-Like	Homeodomains.HG1.42:VAX1/VAX2	Homeodomain	Homeodomains	ARCH1552_Pbx4/Pbx2/Pbx1	Homeodomains	CisBP_I	ARCH1633_M02161_2.00	CisBP_D	0.910156020779915	33	0.568405220523425	0.156027064814287	FALSE	TRUE	TRUE	correlation	assigned+correlation
Nvec_vc1.1_XM_001637115.3	Foxe3/Foxe1	""	Forkhead.HG1.1:FOXA1/FOXA2/FOXA3/FOXB1/FOXB2/FOXD1/FOXD2/FOXD3/FOXD4/FOXD4L1/FOXD4L3/FOXD4L4/FOXD4L5/FOXD4L6/FOXE1/FOXE3	Forkhead	Forkhead	ARCH1175_/Sox4/Sox11_Foxc2/...	Forkhead	CisBP_I	ARCH1138_/Sox4/Sox11_Sox13/...	CisBP_I	0.999018789868049	60	0.564091976475925	0	TRUE	TRUE	TRUE	correlation	assigned+correlation
Nvec_vc1.1_XM_001632368.2	""	""	Homeodomains.HG1.19:NKX2-1/NKX2-2/NKX2-3/NKX2-4/NKX2-5/NKX2-6/NKX2-8/NKX3-1/NKX3-2	Homeodomain	Homeodomains	ARCH1520_Nkx2-2/Nkx2-9	Homeodomains	CisBP_I	ARCH170_Nkx2-2/Nkx2-9	CisBP_I	0.980896712939152	1	0.557335776378078	0.171423562205193	TRUE	TRUE	TRUE	correlation	assigned+correlation
Nvec_vc1.1_XM_001632824.3	Tbx20	""	T-box.HG1.13:TBX1/TBX10/TBX15/TBX18/TBX20/TBX22	T-box	T-box	ARCH862_Tbx18/Tbx22/Tbx15_T...	T-box	CisBP_I	ARCH1545_Meis3/Meis2/Meis1_...	CisBP_I	0.996005178209525	10	0.55581071426544	-0.163134053321369	TRUE	TRUE	TRUE	correlation	assigned+correlation
