gene	gene_name	common_name	og	pfam	tf_family	archetype_name	archetype_family	archetype_source	most_similar_archetype	most_similar_archetype_source	archetype_archetype_similarity	rank	gene_score_correlation	gene_expression_correlation	assigned	any_assigned	correlation	selected_by	group
Nvec_vc1.1_XM_001625998.3	Nkx2-2/Nkx2-9	""	Homeodomains.HG1.19:NKX2-1/NKX2-2/NKX2-3/NKX2-4/NKX2-5/NKX2-6/NKX2-8/NKX3-1/NKX3-2	Homeodomain	Homeodomains	ARCH704_Nanog	Homeodomains	CisBP	ARCH777_Nkx2-2/Nkx2-9	CisBP	0.941440608044656	1	0.803178202209302	0.163774651431499	FALSE	TRUE	TRUE	correlation	assigned+correlation
Nvec_vc1.1_XM_001626384.3	Six1/	""	Homeodomains.HG3.31:SIX1/SIX2	SIX1_SD/Homeodomain	Homeodomains	ARCH766_Six1/_Six4/Six5	Homeodomains	CisBP	ARCH171_Six4	Homer_known	0.95527792695302	1	0.787942333422828	0.427669693786466	TRUE	TRUE	TRUE	correlation	assigned+correlation
Nvec_vc1.1_XM_001639101.3	Pax5/Pax8/Pax2	""	Homeodomains.HG2.27:like:PAX1/PAX2/PAX3/PAX4/PAX5/PAX6/PAX7/PAX8/PAX9	PAX/Homeodomain	Pax/Homeodomain	ARCH839_Pax5/Pax8/Pax2	Pax/Homeodomain	CisBP	ARCH537_Foxn4/Foxn1	CisBP	0.98175582927178	1	0.782431139641493	0.7377793043672	TRUE	TRUE	TRUE	correlation	assigned+correlation
Nvec_vc1.1_XM_048728976.1	""	Zic-C	zf-C2H2.HG4.5:like:ZIC1/ZIC2/ZIC3/ZIC4/ZIC5	zf_ZIC/zf-C2H2/zf-C2H2	zf-C2H2	ARCH285_M06063_2.00	zf-C2H2	CisBP	ARCH128_FOXF2	Homer_denovo	0.94688229710056	10	0.499443038314747	0.235547249142393	TRUE	TRUE	FALSE	cisbp	assigned+correlation
Nvec_vc1.1_XM_048728976.1	""	Zic-C	zf-C2H2.HG4.5:like:ZIC1/ZIC2/ZIC3/ZIC4/ZIC5	zf_ZIC/zf-C2H2/zf-C2H2	zf-C2H2	ARCH236_M03668_2.00__M05861...	zf-C2H2	CisBP	ARCH926_Nr2c1/Nr2c2_Nr2f1/N...	CisBP	0.966984127744421	2	0.754164525140457	0.284425296018565	FALSE	TRUE	TRUE	correlation	assigned+correlation
Nvec_vc1.1_XM_001625588.3	Runx3/Runx2/Runx1	""	Runt_Runx.HG1.0:RUNX1/RUNX2/RUNX3	Runt	Runt_Runx	ARCH1053_Runx3/Runx2/Runx1	Runt_Runx	CisBP	ARCH1061_Msantd4/Mypop_Terf2ip	CisBP	0.975966627432743	1	0.74598857266028	0.738106052286597	TRUE	TRUE	TRUE	correlation	assigned+correlation
Nvec_vc1.1_XM_001625997.3	Nkx2-2/Nkx2-9	""	Homeodomains.HG1.19:NKX2-1/NKX2-2/NKX2-3/NKX2-4/NKX2-5/NKX2-6/NKX2-8/NKX3-1/NKX3-2	Homeodomain	Homeodomains	ARCH776_Nkx2-2/Nkx2-9	Homeodomains	CisBP	ARCH725_Emx1/Emx2_Gbx1/Gbx2...	CisBP	0.979414405181234	1	0.740233991647886	0.0878321048761463	TRUE	TRUE	FALSE	cisbp	assigned+correlation
Nvec_vc1.1_XM_001625997.3	Nkx2-2/Nkx2-9	""	Homeodomains.HG1.19:NKX2-1/NKX2-2/NKX2-3/NKX2-4/NKX2-5/NKX2-6/NKX2-8/NKX3-1/NKX3-2	Homeodomain	Homeodomains	ARCH743_Meis3/Meis2/Meis1_P...	Homeodomains	CisBP	ARCH742_Meis3/Meis2/Meis1_P...	CisBP	0.99202375806688	137	0.527205146686412	0.399828184783978	FALSE	TRUE	TRUE	correlation	assigned+correlation
Nvec_vc1.1_XM_032383677.2	""	""	Homeodomains.HG1.70:HOXA2/HOXB2/PDX1	Homeodomain	Homeodomains	ARCH656_M10787_2.00	Homeodomains	CisBP	ARCH645_Alx3/Alx4/Alx1_Gbx1...	CisBP	0.990941619669752	701	0.087673700229192	-0.308667036947065	TRUE	TRUE	FALSE	cisbp	assigned+correlation
Nvec_vc1.1_XM_032383677.2	""	""	Homeodomains.HG1.70:HOXA2/HOXB2/PDX1	Homeodomain	Homeodomains	ARCH766_Six1/_Six4/Six5	Homeodomains	CisBP	ARCH171_Six4	Homer_known	0.95527792695302	2	0.6875571788475	0.329682271659334	FALSE	TRUE	TRUE	correlation	assigned+correlation
Nvec_vc1.1_XM_032378048.2	Nr2f1/Nr2f2/Nr2f6	""	zf-C4_Nuclear_receptors.HG1.31:NR2F1/NR2F2	zf-C4/Hormone_recep	zf-C4_Nuclear_receptors	ARCH965_Nr2f1/Nr2f2/Nr2f6	zf-C4_Nuclear_receptors	CisBP	ARCH888_Nr2f1/Nr2f2/Nr2f6_N...	CisBP	0.932783477239467	330	0.326168048481604	0.468573547003606	TRUE	TRUE	FALSE	cisbp	assigned+correlation
Nvec_vc1.1_XM_032378048.2	Nr2f1/Nr2f2/Nr2f6	""	zf-C4_Nuclear_receptors.HG1.31:NR2F1/NR2F2	zf-C4/Hormone_recep	zf-C4_Nuclear_receptors	ARCH920_M09281_2.00__M09302...	zf-C4_Nuclear_receptors	CisBP	ARCH880_Nr2c1/Nr2c2_Nr2f1/N...	CisBP	0.987903800973187	11	0.64345601988807	0.689449471889124	FALSE	TRUE	TRUE	correlation	assigned+correlation
Nvec_vc1.1_XM_001623084.3	Six4/Six5	Six4/5	Homeodomains.HG3.24:SIX4/SIX5	SIX1_SD/Homeodomain	Homeodomains	ARCH766_Six1/_Six4/Six5	Homeodomains	CisBP	ARCH171_Six4	Homer_known	0.95527792695302	142	0.380727013242404	0.0682977024941897	TRUE	TRUE	FALSE	cisbp	assigned+correlation
Nvec_vc1.1_XM_001623084.3	Six4/Six5	Six4/5	Homeodomains.HG3.24:SIX4/SIX5	SIX1_SD/Homeodomain	Homeodomains	ARCH742_Meis3/Meis2/Meis1_P...	Homeodomains	CisBP	ARCH99_Meis3/Meis2/Meis1_Pk...	CisBP	0.995951627019729	2	0.63997065817594	0.100508339397403	FALSE	TRUE	TRUE	correlation	assigned+correlation
Nvec_vc1.1_XM_032374008.2	""	""	HLH.HG1.92:like:SCX/TCF15	HLH	HLH	ARCH46_Ptf1a_Tfap4	HLH	CisBP	ARCH168_Crem/Creb1/Atf1	CisBP	0.986627475913819	636	0.161834255762381	0.0269732384335739	TRUE	TRUE	FALSE	cisbp	assigned+correlation
Nvec_vc1.1_XM_032374008.2	""	""	HLH.HG1.92:like:SCX/TCF15	HLH	HLH	ARCH1202_Srebf2/Srebf1	HLH	CisBP	ARCH928_Srebp2	Homer_known	0.920959064178964	149	0.635250246466814	0.310179573148601	FALSE	TRUE	TRUE	correlation	assigned+correlation
Nvec_vc1.1_XM_032384433.2	Twist2/Twist1	""	HLH.HG1.86:TWIST1/TWIST2	HLH	HLH	ARCH83_Twist2/Twist1	HLH	CisBP	ARCH69_ZBTB18	Homer_known	0.991163616116335	1	0.626309778982206	0.2267632162825	TRUE	TRUE	TRUE	correlation	assigned+correlation
Nvec_vc1.1_XM_001625898.3	""	""	Homeodomains.HG1.62:like:MEOX1/MEOX2	Homeodomain	Homeodomains	ARCH718_Hoxa1/Hoxb1/Hoxd1	Homeodomains	CisBP	ARCH348_Hoxa1/Hoxb1/Hoxd1	CisBP	0.99363523987777	988	-0.187539368424921	0.332019616258936	TRUE	TRUE	FALSE	cisbp	assigned+correlation
Nvec_vc1.1_XM_001625898.3	""	""	Homeodomains.HG1.62:like:MEOX1/MEOX2	Homeodomain	Homeodomains	ARCH766_Six1/_Six4/Six5	Homeodomains	CisBP	ARCH171_Six4	Homer_known	0.95527792695302	1	0.625483784364901	0.306448537671691	FALSE	TRUE	TRUE	correlation	assigned+correlation
Nvec_vc1.1_XM_032381270.2	Scrt2/Scrt1	""	zf-C2H2.HG7.4:SCRT1/SCRT2	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2	zf-C2H2	ARCH239_Scrt2/Scrt1	zf-C2H2	CisBP	ARCH796_MYB30	Homer_known	0.841405683515414	292	0.227386269908116	0.0506240429941314	TRUE	TRUE	FALSE	cisbp	assigned+correlation
Nvec_vc1.1_XM_032381270.2	Scrt2/Scrt1	""	zf-C2H2.HG7.4:SCRT1/SCRT2	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2	zf-C2H2	ARCH219_Snai2	zf-C2H2	CisBP	ARCH224_Slug	Homer_known	0.989195865320209	15	0.603997223311582	0.249007997964126	FALSE	TRUE	TRUE	correlation	assigned+correlation
Nvec_vc1.1_XM_001625899.3	""	""	Homeodomains.HG1.65:like:MEOX1/MEOX2	Homeodomain	Homeodomains	ARCH738_Hoxa1/Hoxb1/Hoxd1	Homeodomains	CisBP	ARCH75_ARF16	Homer_known	0.988456093916083	1112	-0.279943241028641	-0.0262807876131175	TRUE	TRUE	FALSE	cisbp	assigned+correlation
Nvec_vc1.1_XM_001625899.3	""	""	Homeodomains.HG1.65:like:MEOX1/MEOX2	Homeodomain	Homeodomains	ARCH766_Six1/_Six4/Six5	Homeodomains	CisBP	ARCH171_Six4	Homer_known	0.95527792695302	2	0.594969604110311	0.290014807568841	FALSE	TRUE	TRUE	correlation	assigned+correlation
Nvec_vc1.1_XM_001633273.3	Fos/Fosb/Fosl1/Fosl2	""	bZIP.HG1.17:ATF3/JDP2	bZIP_1	bZIP	ARCH119_Fos/Fosb/Fosl1/Fosl2	bZIP	CisBP	ARCH1009_Tv_0259	Homer_denovo	0.910299975850766	1	0.569639760282041	-0.0832881871629007	TRUE	TRUE	TRUE	correlation	assigned+correlation
Nvec_vc1.1_XM_032378769.2	""	""	Homeodomains.HG1.23:like:HHEX/LBX1/LBX2/NKX2-1/NKX2-2/NKX2-3/NKX2-4/NKX2-5/NKX2-6/NKX2-8/NKX3-1/NKX3-2/VENTX	Homeodomain	Homeodomains	ARCH763_Pax5/Pax8/Pax2	Homeodomains	CisBP	ARCH5_Pax5/Pax8/Pax2	CisBP	0.988734057505189	381	0.154706262685738	0.154665757455021	TRUE	TRUE	FALSE	cisbp	assigned+correlation
Nvec_vc1.1_XM_032378769.2	""	""	Homeodomains.HG1.23:like:HHEX/LBX1/LBX2/NKX2-1/NKX2-2/NKX2-3/NKX2-4/NKX2-5/NKX2-6/NKX2-8/NKX3-1/NKX3-2/VENTX	Homeodomain	Homeodomains	ARCH684_Alx3/Alx4/Alx1_Barx...	Homeodomains	CisBP	ARCH686_Alx3/Alx4/Alx1_Barx...	CisBP	0.985204229126326	55	0.553233893561981	0.552130979202318	FALSE	TRUE	TRUE	correlation	assigned+correlation
Nvec_vc1.1_XM_032370011.2	""	""	Homeodomains.HG1.37:NKX6-1/NKX6-2/NKX6-3	Homeodomain	Homeodomains	ARCH669_Hlx	Homeodomains	CisBP	ARCH620_Alx3/Alx4/Alx1_Barx...	CisBP	0.986116271615727	137	0.219533861028206	0.200541362184142	TRUE	TRUE	FALSE	cisbp	assigned+correlation
Nvec_vc1.1_XM_032370011.2	""	""	Homeodomains.HG1.37:NKX6-1/NKX6-2/NKX6-3	Homeodomain	Homeodomains	ARCH483_Alx3/Alx4/Alx1_Barx...	Homeodomains	CisBP	ARCH475_Foxc2/Foxc1_Foxd2/F...	CisBP	0.940584454028023	1	0.553025893093129	0.427319472257921	FALSE	TRUE	TRUE	correlation	assigned+correlation
Nvec_vc1.1_XM_001632368.2	""	""	Homeodomains.HG1.19:NKX2-1/NKX2-2/NKX2-3/NKX2-4/NKX2-5/NKX2-6/NKX2-8/NKX3-1/NKX3-2	Homeodomain	Homeodomains	ARCH777_Nkx2-2/Nkx2-9	Homeodomains	CisBP	ARCH704_Nanog	CisBP	0.941440608044656	1	0.542059212265143	0.171630643060375	TRUE	TRUE	TRUE	correlation	assigned+correlation
Nvec_vc1.1_XM_032362934.2	Elf3/Ehf/Elf5	""	Ets.HG1.11:EHF/ELF3/ELF5	Ets	Ets	ARCH452_Elf3/Ehf/Elf5_Etv6	Ets	CisBP	ARCH416_Elf3/Ehf/Elf5_Erg/F...	CisBP	0.993897654065061	123	0.416539455979319	0.0559810821595612	TRUE	TRUE	FALSE	cisbp	assigned+correlation
Nvec_vc1.1_XM_032362934.2	Elf3/Ehf/Elf5	""	Ets.HG1.11:EHF/ELF3/ELF5	Ets	Ets	ARCH426_Elf3/Ehf/Elf5_Erg/F...	Ets	CisBP	ARCH400_Elf3/Ehf/Elf5_Erg/F...	CisBP	0.990170872064154	6	0.533944125538753	0.138442210255195	FALSE	TRUE	TRUE	correlation	assigned+correlation
Nvec_vc1.1_XM_032378779.2	""	""	Homeodomains.HG1.23:like:HHEX/LBX1/LBX2/NKX2-1/NKX2-2/NKX2-3/NKX2-4/NKX2-5/NKX2-6/NKX2-8/NKX3-1/NKX3-2/VENTX	Homeodomain	Homeodomains	ARCH763_Pax5/Pax8/Pax2	Homeodomains	CisBP	ARCH5_Pax5/Pax8/Pax2	CisBP	0.988734057505189	392	0.143599541686347	0.154682304668868	TRUE	TRUE	FALSE	cisbp	assigned+correlation
Nvec_vc1.1_XM_032378779.2	""	""	Homeodomains.HG1.23:like:HHEX/LBX1/LBX2/NKX2-1/NKX2-2/NKX2-3/NKX2-4/NKX2-5/NKX2-6/NKX2-8/NKX3-1/NKX3-2/VENTX	Homeodomain	Homeodomains	ARCH685_Barx2/Barx1_Dlx4/Dl...	Homeodomains	CisBP	ARCH632_Alx3/Alx4/Alx1_Barx...	CisBP	0.976012064107362	56	0.533001727899211	0.553085999356257	FALSE	TRUE	TRUE	correlation	assigned+correlation
Nvec_vc1.1_XM_048723265.1	""	""	Homeodomains.HG1.19:NKX2-1/NKX2-2/NKX2-3/NKX2-4/NKX2-5/NKX2-6/NKX2-8/NKX3-1/NKX3-2	Homeodomain	Homeodomains	ARCH253_Nkx2-2/Nkx2-9	Homeodomains	CisBP	ARCH174_M04021_2.00	CisBP	0.962670867752152	362	0.163168137607672	0	TRUE	TRUE	FALSE	cisbp	assigned+correlation
Nvec_vc1.1_XM_048723265.1	""	""	Homeodomains.HG1.19:NKX2-1/NKX2-2/NKX2-3/NKX2-4/NKX2-5/NKX2-6/NKX2-8/NKX3-1/NKX3-2	Homeodomain	Homeodomains	ARCH684_Alx3/Alx4/Alx1_Barx...	Homeodomains	CisBP	ARCH686_Alx3/Alx4/Alx1_Barx...	CisBP	0.985204229126326	58	0.529787216367493	0	FALSE	TRUE	TRUE	correlation	assigned+correlation
Nvec_vc1.1_XM_032362379.2	Nkx2-2/Nkx2-9	""	Homeodomains.HG1.19:NKX2-1/NKX2-2/NKX2-3/NKX2-4/NKX2-5/NKX2-6/NKX2-8/NKX3-1/NKX3-2	Homeodomain	Homeodomains	ARCH782_Nkx2-2/Nkx2-9	Homeodomains	CisBP	ARCH970_Nr2c1/Nr2c2_Nr2f1/N...	CisBP	0.893154513767628	44	0.387665545356549	0.302030371148347	TRUE	TRUE	FALSE	cisbp	assigned+correlation
Nvec_vc1.1_XM_032362379.2	Nkx2-2/Nkx2-9	""	Homeodomains.HG1.19:NKX2-1/NKX2-2/NKX2-3/NKX2-4/NKX2-5/NKX2-6/NKX2-8/NKX3-1/NKX3-2	Homeodomain	Homeodomains	ARCH741_Meis3/Meis2/Meis1_P...	Homeodomains	CisBP	ARCH340_Pknox1	Homer_known	0.99440322442283	2	0.528116848057918	0.500994000924861	FALSE	TRUE	TRUE	correlation	assigned+correlation
Nvec_vc1.1_XM_032375228.2	""	Rfx4	RFX.HG1.3:like:RFX4/RFX6/RFX8	RFX_DNA_binding	RFX	ARCH1036_Rfx1/Rfx3/Rfx2_Rfx6	RFX	CisBP	ARCH1031_/Rfx5_Rfx1/Rfx3/Rf...	CisBP	0.914525169611362	2	0.515401182890063	0.636319636725956	TRUE	TRUE	TRUE	correlation	assigned+correlation
Nvec_vc1.1_XM_032385496.2	Ptf1a	PTF1a	HLH.HG1.91:like:FERD3L/PTF1A	HLH	HLH	ARCH93_Ptf1a	HLH	CisBP	ARCH749_Tcf12	Homer_known	0.967984318720391	2	0.5054201406188	0.302698009828796	TRUE	TRUE	TRUE	correlation	assigned+correlation
Nvec_vc1.1_XM_032383693.2	""	""	Homeodomains.HG1.53:MNX1	Homeodomain	Homeodomains	ARCH650_M03221_2.00	Homeodomains	CisBP	ARCH644_Alx3/Alx4/Alx1_Barx...	CisBP	0.980284116769708	346	0.0608567854447925	0.0055530325407384	TRUE	TRUE	FALSE	cisbp	assigned+correlation
Nvec_vc1.1_XM_032383693.2	""	""	Homeodomains.HG1.53:MNX1	Homeodomain	Homeodomains	ARCH741_Meis3/Meis2/Meis1_P...	Homeodomains	CisBP	ARCH340_Pknox1	Homer_known	0.99440322442283	31	0.495168323831555	0.293158126214707	FALSE	TRUE	TRUE	correlation	assigned+correlation
Nvec_vc1.1_XM_001641032.3	Nanog	""	Homeodomains.HG1.18:NANOG/NANOGP8	Homeodomain	Homeodomains	ARCH704_Nanog	Homeodomains	CisBP	ARCH777_Nkx2-2/Nkx2-9	CisBP	0.941440608044656	977	-0.218155275526929	-0.224923523163808	TRUE	TRUE	FALSE	cisbp	assigned+correlation
Nvec_vc1.1_XM_001641032.3	Nanog	""	Homeodomains.HG1.18:NANOG/NANOGP8	Homeodomain	Homeodomains	ARCH685_Barx2/Barx1_Dlx4/Dl...	Homeodomains	CisBP	ARCH632_Alx3/Alx4/Alx1_Barx...	CisBP	0.976012064107362	61	0.489258928037367	0.551493484201401	FALSE	TRUE	TRUE	correlation	assigned+correlation
Nvec_vc1.1_XM_032373617.2	Nkx2-2/Nkx2-9	""	Homeodomains.HG1.19:NKX2-1/NKX2-2/NKX2-3/NKX2-4/NKX2-5/NKX2-6/NKX2-8/NKX3-1/NKX3-2	Homeodomain	Homeodomains	ARCH781_Nkx2-2/Nkx2-9	Homeodomains	CisBP	ARCH726_Nkx2.2	Homer_known	0.940264669315479	237	0.12404708057468	-0.0257670794860354	TRUE	TRUE	FALSE	cisbp	assigned+correlation
Nvec_vc1.1_XM_032373617.2	Nkx2-2/Nkx2-9	""	Homeodomains.HG1.19:NKX2-1/NKX2-2/NKX2-3/NKX2-4/NKX2-5/NKX2-6/NKX2-8/NKX3-1/NKX3-2	Homeodomain	Homeodomains	ARCH741_Meis3/Meis2/Meis1_P...	Homeodomains	CisBP	ARCH340_Pknox1	Homer_known	0.99440322442283	20	0.488289281640737	0.374511893762535	FALSE	TRUE	TRUE	correlation	assigned+correlation
Nvec_vc1.1_XM_032373618.2	Nkx2-2/Nkx2-9	Nkx-2.2a	Homeodomains.HG1.19:NKX2-1/NKX2-2/NKX2-3/NKX2-4/NKX2-5/NKX2-6/NKX2-8/NKX3-1/NKX3-2	Homeodomain	Homeodomains	ARCH781_Nkx2-2/Nkx2-9	Homeodomains	CisBP	ARCH726_Nkx2.2	Homer_known	0.940264669315479	224	0.121507391018748	-0.179025109642443	TRUE	TRUE	FALSE	cisbp	assigned+correlation
Nvec_vc1.1_XM_032373618.2	Nkx2-2/Nkx2-9	Nkx-2.2a	Homeodomains.HG1.19:NKX2-1/NKX2-2/NKX2-3/NKX2-4/NKX2-5/NKX2-6/NKX2-8/NKX3-1/NKX3-2	Homeodomain	Homeodomains	ARCH741_Meis3/Meis2/Meis1_P...	Homeodomains	CisBP	ARCH340_Pknox1	Homer_known	0.99440322442283	11	0.488277050001113	0.134167570241013	FALSE	TRUE	TRUE	correlation	assigned+correlation
Nvec_vc1.1_XM_001632367.3	Nkx3-2	""	Homeodomains.HG1.19:NKX2-1/NKX2-2/NKX2-3/NKX2-4/NKX2-5/NKX2-6/NKX2-8/NKX3-1/NKX3-2	Homeodomain	Homeodomains	ARCH706_Nkx3-2	Homeodomains	CisBP	ARCH261_Nkx3.1	Homer_known	0.952704415693354	120	0.367840664337043	0.272051217080355	TRUE	TRUE	FALSE	cisbp	assigned+correlation
Nvec_vc1.1_XM_001632367.3	Nkx3-2	""	Homeodomains.HG1.19:NKX2-1/NKX2-2/NKX2-3/NKX2-4/NKX2-5/NKX2-6/NKX2-8/NKX3-1/NKX3-2	Homeodomain	Homeodomains	ARCH704_Nanog	Homeodomains	CisBP	ARCH777_Nkx2-2/Nkx2-9	CisBP	0.941440608044656	1	0.481526255554567	0.344328427843436	FALSE	TRUE	TRUE	correlation	assigned+correlation
Nvec_vc1.1_XM_032387186.2	Snai2	SnailA	zf-C2H2.HG7.5:SNAI1/SNAI2/SNAI3	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2	zf-C2H2	ARCH219_Snai2	zf-C2H2	CisBP	ARCH224_Slug	Homer_known	0.989195865320209	1287	-0.581714758450465	-0.139645897213113	TRUE	TRUE	FALSE	cisbp	assigned+correlation
Nvec_vc1.1_XM_032387186.2	Snai2	SnailA	zf-C2H2.HG7.5:SNAI1/SNAI2/SNAI3	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2	zf-C2H2	ARCH936_Nr2c1/Nr2c2_Nr2f1/N...	zf-C2H2	CisBP	ARCH883_Nr2f1/Nr2f2/Nr2f6_N...	CisBP	0.995629937480262	219	0.466255888362285	0.101850057995946	FALSE	TRUE	TRUE	correlation	assigned+correlation
Nvec_vc1.1_XM_001636352.3	""	""	Ets.HG1.2:ELK1/ELK3/ELK4	Ets	Ets	ARCH452_Elf3/Ehf/Elf5_Etv6	Ets	CisBP	ARCH416_Elf3/Ehf/Elf5_Erg/F...	CisBP	0.993897654065061	4	0.444091027373557	0.241098588100083	TRUE	TRUE	FALSE	cisbp	assigned+correlation
Nvec_vc1.1_XM_001636352.3	""	""	Ets.HG1.2:ELK1/ELK3/ELK4	Ets	Ets	ARCH418_Spdef	Ets	CisBP	ARCH1283_PU.1:IRF8__PU.1-IRF	Homer_known	0.989873697376188	1	0.46537510251781	0.279312310547321	FALSE	TRUE	TRUE	correlation	assigned+correlation
Nvec_vc1.1_XM_032366225.2	Klf15	""	zf-C2H2.HG2.5:KLF15	zf-C2H2/zf-C2H2/zf-C2H2	zf-C2H2	ARCH197_Klf15	zf-C2H2	CisBP	ARCH194_Egr3/Egr1_Sp6/Sp5_S...	CisBP	0.976235657394032	563	0.106486772627715	0.184821080333084	TRUE	TRUE	FALSE	cisbp	assigned+correlation
Nvec_vc1.1_XM_032366225.2	Klf15	""	zf-C2H2.HG2.5:KLF15	zf-C2H2/zf-C2H2/zf-C2H2	zf-C2H2	ARCH936_Nr2c1/Nr2c2_Nr2f1/N...	zf-C2H2	CisBP	ARCH883_Nr2f1/Nr2f2/Nr2f6_N...	CisBP	0.995629937480262	99	0.465197127450641	0.364697016532103	FALSE	TRUE	TRUE	correlation	assigned+correlation
Nvec_vc1.1_XM_032364329.2	Hsf1/Hsf2/Hsf4/Hsf3	""	HSF.HG1.5:HSF1/HSF2/HSF4	HSF_DNA-bind/Vert_HS_TF	HSF	ARCH827_Hsf1/Hsf2/Hsf4/Hsf3	HSF	CisBP	ARCH863_Hsf1/Hsf2/Hsf4/Hsf3	CisBP	0.991671356139335	2	0.463167562839323	0.155080769865845	TRUE	TRUE	TRUE	correlation	assigned+correlation
