gene	og	name	ID_JGI_Vienna
Nvec_vc1.1_XM_032376959.2	chr.Histone.HG2.7:like:H2az1/H2az2/Macroh2a1/Macroh2a2		Nvec_NVE5230
Nvec_vc1.1_XM_032376963.2	chr.Histone.HG1.9:H2bw2/H4c1/H4c2/H4c3/H4c4/H4c6/H4c8/H4c9/H4c11/H4c12/H4c14/H4c16/H4c17/H4c18		Nvec_NVE5231
Nvec_vc1.1_XM_048730883.1	chr.SET.HG2.2:Prdm2	Prdm2	Nvec_NVE5671
Nvec_vc1.1_XM_032376059.2	chr.TUDOR.HG1.52:Stk31	Stk31	Nvec_NVE6555
Nvec_vc1.1_XM_032375859.2	chr.Acetyltransf_1.HG4.0:like:Elp3		Nvec_NVE6788
Nvec_vc1.1_XM_048726662.1	chr.CupinJmjC.HG2.2:Kdm5a/Kdm5b/Kdm5c/Kdm5d	Kdm5a/Kdm5b/Kdm5c/Kdm5d	Nvec_NVE8979
Nvec_vc1.1_XM_048734363.1	chr.PWWP.HG1.5:Msh6	Msh6	Nvec_NVE9488
Nvec_vc1.1_XM_048724525.1	chr.CupinJmjC.HG1.38:like:Jmjd4/Jmjd6/Jmjd8		Nvec_NVE9562
Nvec_vc1.1_XM_001634019.3	chr.PWWP.HG1.17:Hdgf/Hdgfl1/Hdgfl2/Hdgfl3/Psip1	Hdgf/Hdgfl1/Hdgfl2/Hdgfl3/Psip1	Nvec_v1g102123
Nvec_vc1.1_XM_001634013.3	chr.CupinJmjC.HG1.32:like:Riox1/Riox2		Nvec_v1g102483
Nvec_vc1.1_XM_001633899.3	chr.zf-CCHH.HG2.0:Chfr	Chfr	Nvec_v1g102520
Nvec_vc1.1_XM_032382471.2	chr.Histone.HG2.0:Sos1/Sos2	Sos1/Sos2	Nvec_v1g104774
Nvec_vc1.1_XM_048730234.1	chr.Histone.HG3.4:H3c1/H3c2/H3c3/H3c4/H3c6/H3c7/H3c8/H3c10/H3c11/H3c13/H3c14/H3c15	H3c2/H3c3/H3c6	Nvec_v1g104848
Nvec_vc1.1_XM_048722690.1	chr.SET.HG1.24:Setd3	Setd3	Nvec_v1g105099
Nvec_vc1.1_XM_048721821.1	chr.SWIRM.HG1.3:Kdm1a	Kdm1a	Nvec_v1g105193
Nvec_vc1.1_XM_032382242.2	chr.SNF2_N.HG1.12:Smarcad1	Smarcad1	Nvec_v1g105359
Nvec_vc1.1_XM_032381914.2	chr.Bromodomain.HG1.7:Crebbp/Ep300;chr.KAT11.HG1.2:Crebbp/Ep300	""	Nvec_v1g106064
Nvec_vc1.1_XM_048731920.1	chr.ING.HG1.2:Ing3	Ing3	Nvec_v1g106759
Nvec_vc1.1_XM_001632534.3	chr.Histone.HG1.9:H2bw2/H4c1/H4c2/H4c3/H4c4/H4c6/H4c8/H4c9/H4c11/H4c12/H4c14/H4c16/H4c17/H4c18		Nvec_v1g106863
Nvec_vc1.1_XM_048728409.1	chr.PHD.HG1.63:Cxxc1	Cxxc1	Nvec_v1g10765
Nvec_vc1.1_XM_001632267.3	chr.Acetyltransf_1.HG1.4:Gnpnat1	Gnpnat1	Nvec_v1g107874
Nvec_vc1.1_XM_048730629.1	chr.BAH.HG1.7:Mta1/Mta2/Mta3	Mta1/Mta2/Mta3	Nvec_v1g107943
Nvec_vc1.1_XM_048730418.1	chr.CupinJmjC.HG1.37:Kdm7a/Phf2/Phf8;chr.PHD.HG1.64:Kdm7a/Phf2/Phf8	""	Nvec_v1g110445
Nvec_vc1.1_XM_048725924.1	chr.SNF2_N.HG1.1:Ercc6l	Ercc6l	Nvec_v1g110916
Nvec_vc1.1_XM_032380131.2	chr.Rtt106.HG1.0:Ssrp1;chr.SSrecog.HG1.0:Ssrp1	""	Nvec_v1g110962
Nvec_vc1.1_XM_032380175.2	chr.SNF2_N.HG1.19:Gm42715/Srcap	Gm42715/Srcap	Nvec_v1g111040
Nvec_vc1.1_XM_048728176.1	chr.Hist_deacetyl.HG1.9:Hdac3	Hdac3	Nvec_v1g111922
Nvec_vc1.1_XM_048729113.1	chr.CupinJmjC.HG2.1:Kdm4a/Kdm4b/Kdm4c/Kdm4d	Kdm4a/Kdm4b/Kdm4c/Kdm4d	Nvec_v1g111939
Nvec_vc1.1_XM_032379506.2	chr.SET.HG2.0:Prdm6/Prdm14	Prdm6	Nvec_v1g112691
Nvec_vc1.1_XM_032379504.2	chr.SET.HG2.0:Prdm6/Prdm14	Prdm6	Nvec_v1g112757
Nvec_vc1.1_XM_001630679.3	chr.MRG.HG1.0:Msl3/Msl3l2	Msl3/Msl3l2	Nvec_v1g113169
Nvec_vc1.1_XM_048733375.1	chr.Hist_deacetyl.HG1.5:Hdac6/Hdac10	Hdac10	Nvec_v1g11424
Nvec_vc1.1_XM_001630259.3	chr.Histone.HG1.9:H2bw2/H4c1/H4c2/H4c3/H4c4/H4c6/H4c8/H4c9/H4c11/H4c12/H4c14/H4c16/H4c17/H4c18		Nvec_v1g114245
Nvec_vc1.1_XM_048720059.1	chr.PHD.HG1.62:like:Cxxc1		Nvec_v1g114761
Nvec_vc1.1_XM_048719588.1	chr.Histone.HG1.9:H2bw2/H4c1/H4c2/H4c3/H4c4/H4c6/H4c8/H4c9/H4c11/H4c12/H4c14/H4c16/H4c17/H4c18	H2bw2	Nvec_v1g115076
Nvec_vc1.1_XM_032378269.2	chr.SET.HG1.22:Setd6	Setd6	Nvec_v1g115756
Nvec_vc1.1_XM_048726156.1	chr.Hira.HG1.0:Hira	Hira	Nvec_v1g115956
Nvec_vc1.1_XM_001629695.3	chr.SET.HG1.9:Kmt5a	Kmt5a	Nvec_v1g116044
Nvec_vc1.1_XM_032378063.2	chr.PHD.HG1.73:Pygo1/Pygo2	Pygo1/Pygo2	Nvec_v1g116134
Nvec_vc1.1_XM_032377982.2	chr.SET.HG1.40:Kmt2c/Kmt2d	Kmt2c/Kmt2d	Nvec_v1g116282
Nvec_vc1.1_XM_032377982.2	chr.PHD.HG1.65:Kmt2c/Kmt2d	Kmt2c/Kmt2d	Nvec_v1g116372
Nvec_vc1.1_XM_048734150.1	chr.PHD.HG1.6:like:Bptf/Cxxc1/Dido1/Fbxl19/Kdm2a/Kdm2b/Kdm7a/Kmt2e/Phf2/Phf3/Phf8/Phf13/Phf23/Pygo1/Pygo2/Taf3		Nvec_v1g117077
Nvec_vc1.1_XM_048723212.1	chr.CupinJmjC.HG1.39:Jmjd4	Jmjd4	Nvec_v1g117188
Nvec_vc1.1_XM_001628715.3	chr.Histone.HG3.4:H3c1/H3c2/H3c3/H3c4/H3c6/H3c7/H3c8/H3c10/H3c11/H3c13/H3c14/H3c15	H3c1/H3c10/H3c11/H3c8	Nvec_v1g118897
Nvec_vc1.1_XM_032376952.2	chr.Histone.HG3.4:H3c1/H3c2/H3c3/H3c4/H3c6/H3c7/H3c8/H3c10/H3c11/H3c13/H3c14/H3c15	H3c1/H3c10/H3c11/H3c8	Nvec_v1g118897
Nvec_vc1.1_XM_001628715.3	chr.Histone.HG3.6:like:H3c1/H3c2/H3c3/H3c4/H3c6/H3c7/H3c8/H3c10/H3c11/H3c13/H3c14/H3c15/H3f3a/H3f3b		Nvec_v1g118903
Nvec_vc1.1_XM_032376952.2	chr.Histone.HG3.6:like:H3c1/H3c2/H3c3/H3c4/H3c6/H3c7/H3c8/H3c10/H3c11/H3c13/H3c14/H3c15/H3f3a/H3f3b		Nvec_v1g118903
Nvec_vc1.1_XM_032376961.2	chr.Histone.HG1.9:H2bw2/H4c1/H4c2/H4c3/H4c4/H4c6/H4c8/H4c9/H4c11/H4c12/H4c14/H4c16/H4c17/H4c18	H2bw2	Nvec_v1g118965
Nvec_vc1.1_XM_032376715.2	chr.SET.HG2.0:Prdm6/Prdm14		Nvec_v1g119550
Nvec_vc1.1_XM_001628309.3	chr.CupinJmjC.HG1.8:like:Gm28042/Hif1an/Hr/Hspbap1/Jmjd1c/Jmjd4/Jmjd6/Jmjd7/Jmjd8/Kdm2a/Kdm2b/Kdm3a/Kdm3b/Kdm7a/Kdm8/Phf2/Phf8/Riox1/Riox2/Tyw5		Nvec_v1g120151
Nvec_vc1.1_XM_001628295.3	chr.Acetyltransf_1.HG1.18:Nat8/Nat8f1/Nat8f2/Nat8f3/Nat8f4/Nat8f5/Nat8f6/Nat8f7/Nat8l		Nvec_v1g120217
Nvec_vc1.1_XM_048720709.1	chr.Histone.HG1.9:H2bw2/H4c1/H4c2/H4c3/H4c4/H4c6/H4c8/H4c9/H4c11/H4c12/H4c14/H4c16/H4c17/H4c18		Nvec_v1g120733
Nvec_vc1.1_XM_048721520.1	chr.Hat1_N.HG1.0:Hat1	Hat1	Nvec_v1g120818
Nvec_vc1.1_XM_032375910.2	chr.TUDOR.HG1.6:Tdrd6/Tdrd12	Tdrd12/Tdrd6	Nvec_v1g121235
Nvec_vc1.1_XM_048724428.1	chr.Bromodomain.HG1.30:Baz1b;chr.PHD.HG1.35:Baz1b	""	Nvec_v1g121685
Nvec_vc1.1_XM_048721517.1	chr.PHD.HG1.52:like:Kmt2a/Kmt2b/Kmt2c/Kmt2d		Nvec_v1g121841
Nvec_vc1.1_XM_048728542.1	chr.SET.HG1.26:Setdb1/Setdb2	Setdb1/Setdb2	Nvec_v1g123168
Nvec_vc1.1_XM_001621797.3	chr.SIR2.HG1.14:Sirt7	Sirt7	Nvec_v1g123976
Nvec_vc1.1_XM_001627012.3	chr.SET.HG1.37:Smyd5	Smyd5	Nvec_v1g124123
Nvec_vc1.1_XM_032374704.2	chr.MOZ_SAS.HG1.1:Kat5	Kat5	Nvec_v1g124260
Nvec_vc1.1_XM_032374627.2	chr.MBT.HG1.4:L3mbtl2/Mbtd1/Sfmbt1/Sfmbt2	Sfmbt1/Sfmbt2	Nvec_v1g124448
Nvec_vc1.1_XM_048731147.1	chr.BAH.HG1.1:Dnmt1	Dnmt1	Nvec_v1g125496
Nvec_vc1.1_XM_048729630.1	chr.ADD_DNMT3.HG1.0:Dnmt3a/Dnmt3b/Dnmt3c/Dnmt3l;chr.PWWP.HG1.2:Dnmt3a/Dnmt3b	""	Nvec_v1g127267
Nvec_vc1.1_XM_032373640.2	chr.BAH.HG1.2:Ash1l/Pbrm1;chr.Bromodomain.HG1.19:Pbrm1	""	Nvec_v1g127783
Nvec_vc1.1_XM_032373525.2	chr.Bromodomain.HG1.22:Zmynd8/Zmynd11;chr.PWWP.HG1.11:Zmynd11	""	Nvec_v1g128202
Nvec_vc1.1_XM_048734150.1	chr.PHD.HG1.6:like:Bptf/Cxxc1/Dido1/Fbxl19/Kdm2a/Kdm2b/Kdm7a/Kmt2e/Phf2/Phf3/Phf8/Phf13/Phf23/Pygo1/Pygo2/Taf3		Nvec_v1g130437
Nvec_vc1.1_XM_048734655.1	chr.SNF2_N.HG1.15:Rad54l2	Rad54l2	Nvec_v1g133031
Nvec_vc1.1_XM_048733416.1	chr.PHD.HG1.7:Taf3	Taf3	Nvec_v1g133899
Nvec_vc1.1_XM_032371227.2	chr.SNF2_N.HG1.21:Chd1l	Chd1l	Nvec_v1g135257
Nvec_vc1.1_XM_001623988.3	chr.Acetyltransf_1.HG1.11:Naa50	Naa50	Nvec_v1g135323
Nvec_vc1.1_XM_048731794.1	chr.Bromodomain.HG1.15:Brd2/Brd3/Brd4/Brdt	Brd2/Brd3/Brd4/Brdt	Nvec_v1g135675
Nvec_vc1.1_XM_032371111.2	chr.Histone.HG3.0:Cenpa	Cenpa	Nvec_v1g135702
Nvec_vc1.1_XM_048734390.1	chr.TUDOR.HG1.24:like:Akap1/Snd1/Stk31/Tdrd5/Tdrd7/Tdrd9/Tdrkh		Nvec_v1g136045
Nvec_vc1.1_XM_048732677.1	chr.PHD.HG1.26:like:Dpf1/Dpf2/Dpf3/Kat6a/Kat6b/Kmt2a/Kmt2b/Kmt2c/Kmt2d/Phf10		Nvec_v1g136105
Nvec_vc1.1_XM_001623734.3	chr.SIR2.HG1.1:Sirt1	Sirt1	Nvec_v1g136467
Nvec_vc1.1_XM_048726224.1	chr.SWIRM.HG2.0:Tada2a	Tada2a	Nvec_v1g137087
Nvec_vc1.1_XM_032370465.2	chr.Acetyltransf_1.HG1.20:Kat14	Kat14	Nvec_v1g137737
Nvec_vc1.1_XM_048732170.1	chr.SET.HG1.41:Kmt2a/Kmt2b	Kmt2a/Kmt2b	Nvec_v1g137828
Nvec_vc1.1_XM_001623131.3	chr.Histone.HG8.0:Taf11	Taf11	Nvec_v1g138459
Nvec_vc1.1_XM_001623126.3	chr.PHD.HG1.8:Ints12	Ints12	Nvec_v1g138493
Nvec_vc1.1_XM_048732170.1	chr.SET.HG1.41:Kmt2a/Kmt2b	Kmt2a/Kmt2b	Nvec_v1g139250
Nvec_vc1.1_XM_001622708.3	chr.Histone.HG7.0:Taf12	Taf12	Nvec_v1g139976
Nvec_vc1.1_XM_048734251.1	chr.CupinJmjC.HG1.19:like:Hif1an		Nvec_v1g140820
Nvec_vc1.1_XM_001639326.3	chr.Histone.HG3.4:H3c1/H3c2/H3c3/H3c4/H3c6/H3c7/H3c8/H3c10/H3c11/H3c13/H3c14/H3c15	H3c15	Nvec_v1g141878
Nvec_vc1.1_XM_048720029.1	chr.Histone.HG1.9:H2bw2/H4c1/H4c2/H4c3/H4c4/H4c6/H4c8/H4c9/H4c11/H4c12/H4c14/H4c16/H4c17/H4c18	H2bw2	Nvec_v1g141884
Nvec_vc1.1_XM_032369261.2	chr.Histone.HG1.9:H2bw2/H4c1/H4c2/H4c3/H4c4/H4c6/H4c8/H4c9/H4c11/H4c12/H4c14/H4c16/H4c17/H4c18		Nvec_v1g141889
Nvec_vc1.1_XM_048730629.1	chr.BAH.HG1.7:Mta1/Mta2/Mta3	Mta1/Mta2/Mta3	Nvec_v1g143957
Nvec_vc1.1_XM_048725607.1	chr.SNF2_N.HG1.9:Rad54l	Rad54l	Nvec_v1g145813
Nvec_vc1.1_XM_048734002.1	chr.SNF2_N.HG1.7:Shprh	Shprh	Nvec_v1g146769
Nvec_vc1.1_XM_032382547.2	chr.Histone.HG2.7:like:H2az1/H2az2/Macroh2a1/Macroh2a2		Nvec_v1g148947
Nvec_vc1.1_XM_048730234.1	chr.Histone.HG3.4:H3c1/H3c2/H3c3/H3c4/H3c6/H3c7/H3c8/H3c10/H3c11/H3c13/H3c14/H3c15	H3c4/H3c7	Nvec_v1g148952
Nvec_vc1.1_XM_048719528.1	chr.Histone.HG3.1:like:H3c1/H3c2/H3c3/H3c4/H3c6/H3c7/H3c8/H3c10/H3c11/H3c13/H3c14/H3c15/H3f3a/H3f3b		Nvec_v1g150025
Nvec_vc1.1_XM_032376959.2	chr.Histone.HG2.7:like:H2az1/H2az2/Macroh2a1/Macroh2a2		Nvec_v1g150398
Nvec_vc1.1_XM_032382351.2	chr.Histone.HG1.9:H2bw2/H4c1/H4c2/H4c3/H4c4/H4c6/H4c8/H4c9/H4c11/H4c12/H4c14/H4c16/H4c17/H4c18	H2bw2	Nvec_v1g150407
Nvec_vc1.1_XM_001632296.3	chr.Chromo.HG1.4:Cbx2/Cbx4/Cbx6/Cbx7/Cbx8/Npcd		Nvec_v1g151943
Nvec_vc1.1_XM_001632560.3	chr.Histone.HG3.4:H3c1/H3c2/H3c3/H3c4/H3c6/H3c7/H3c8/H3c10/H3c11/H3c13/H3c14/H3c15	H3c15	Nvec_v1g152385
Nvec_vc1.1_XM_048719588.1	chr.Histone.HG1.9:H2bw2/H4c1/H4c2/H4c3/H4c4/H4c6/H4c8/H4c9/H4c11/H4c12/H4c14/H4c16/H4c17/H4c18	H4c1/H4c11/H4c12/H4c14/H4c16/H4c17/H4c18/H4c2/H4c3/H4c4/H4c6/H4c8/H4c9	Nvec_v1g152452
Nvec_vc1.1_XM_048720159.1	chr.Histone.HG1.9:H2bw2/H4c1/H4c2/H4c3/H4c4/H4c6/H4c8/H4c9/H4c11/H4c12/H4c14/H4c16/H4c17/H4c18	H2bw2	Nvec_v1g152686
Nvec_vc1.1_XM_048730418.1	chr.PHD.HG1.64:Kdm7a/Phf2/Phf8	Kdm7a/Phf2/Phf8	Nvec_v1g153107
Nvec_vc1.1_XM_001618979.3	chr.Histone.HG1.9:H2bw2/H4c1/H4c2/H4c3/H4c4/H4c6/H4c8/H4c9/H4c11/H4c12/H4c14/H4c16/H4c17/H4c18		Nvec_v1g153118
Nvec_vc1.1_XM_048719506.1	chr.Histone.HG3.6:like:H3c1/H3c2/H3c3/H3c4/H3c6/H3c7/H3c8/H3c10/H3c11/H3c13/H3c14/H3c15/H3f3a/H3f3b		Nvec_v1g153121
Nvec_vc1.1_XM_048719588.1	chr.Histone.HG1.9:H2bw2/H4c1/H4c2/H4c3/H4c4/H4c6/H4c8/H4c9/H4c11/H4c12/H4c14/H4c16/H4c17/H4c18	H2bw2	Nvec_v1g153478
Nvec_vc1.1_XM_001630020.2	chr.Histone.HG1.9:H2bw2/H4c1/H4c2/H4c3/H4c4/H4c6/H4c8/H4c9/H4c11/H4c12/H4c14/H4c16/H4c17/H4c18	H2bw2	Nvec_v1g153567
Nvec_vc1.1_XM_048719489.1	chr.Histone.HG3.4:H3c1/H3c2/H3c3/H3c4/H3c6/H3c7/H3c8/H3c10/H3c11/H3c13/H3c14/H3c15	H3c15	Nvec_v1g153569
Nvec_vc1.1_XM_048719553.1	chr.Histone.HG1.9:H2bw2/H4c1/H4c2/H4c3/H4c4/H4c6/H4c8/H4c9/H4c11/H4c12/H4c14/H4c16/H4c17/H4c18	H2bw2	Nvec_v1g153605
Nvec_vc1.1_XM_048719489.1	chr.Histone.HG3.6:like:H3c1/H3c2/H3c3/H3c4/H3c6/H3c7/H3c8/H3c10/H3c11/H3c13/H3c14/H3c15/H3f3a/H3f3b		Nvec_v1g153612
Nvec_vc1.1_XM_048719533.1	chr.Histone.HG2.7:like:H2az1/H2az2/Macroh2a1/Macroh2a2		Nvec_v1g153614
Nvec_vc1.1_XM_001640293.3	chr.Hist_deacetyl.HG1.2:like:Hdac11		Nvec_v1g154458
Nvec_vc1.1_XM_048719489.1	chr.Histone.HG3.6:like:H3c1/H3c2/H3c3/H3c4/H3c6/H3c7/H3c8/H3c10/H3c11/H3c13/H3c14/H3c15/H3f3a/H3f3b		Nvec_v1g154474
Nvec_vc1.1_XM_048720159.1	chr.Histone.HG1.9:H2bw2/H4c1/H4c2/H4c3/H4c4/H4c6/H4c8/H4c9/H4c11/H4c12/H4c14/H4c16/H4c17/H4c18	H2bw2	Nvec_v1g155025
Nvec_vc1.1_XM_001618208.3	chr.Histone.HG1.9:H2bw2/H4c1/H4c2/H4c3/H4c4/H4c6/H4c8/H4c9/H4c11/H4c12/H4c14/H4c16/H4c17/H4c18		Nvec_v1g155159
Nvec_vc1.1_XM_001618209.2	chr.Histone.HG1.9:H2bw2/H4c1/H4c2/H4c3/H4c4/H4c6/H4c8/H4c9/H4c11/H4c12/H4c14/H4c16/H4c17/H4c18		Nvec_v1g155165
Nvec_vc1.1_XM_048719528.1	chr.Histone.HG3.4:H3c1/H3c2/H3c3/H3c4/H3c6/H3c7/H3c8/H3c10/H3c11/H3c13/H3c14/H3c15	H3c1/H3c10/H3c11/H3c8	Nvec_v1g155317
Nvec_vc1.1_XM_048719554.1	chr.Histone.HG1.9:H2bw2/H4c1/H4c2/H4c3/H4c4/H4c6/H4c8/H4c9/H4c11/H4c12/H4c14/H4c16/H4c17/H4c18	H2bw2	Nvec_v1g155473
Nvec_vc1.1_XM_001629695.3	chr.SET.HG1.9:Kmt5a	Kmt5a	Nvec_v1g155903
Nvec_vc1.1_XM_048719531.1	chr.Histone.HG3.6:like:H3c1/H3c2/H3c3/H3c4/H3c6/H3c7/H3c8/H3c10/H3c11/H3c13/H3c14/H3c15/H3f3a/H3f3b		Nvec_v1g156943
Nvec_vc1.1_XM_001622833.3	chr.Histone.HG1.9:H2bw2/H4c1/H4c2/H4c3/H4c4/H4c6/H4c8/H4c9/H4c11/H4c12/H4c14/H4c16/H4c17/H4c18	H2bw2	Nvec_v1g157309
Nvec_vc1.1_XM_032377701.2	chr.Bromodomain.HG1.16:Atad2/Atad2b	Atad2/Atad2b	Nvec_v1g15775
Nvec_vc1.1_XM_032366427.2	chr.Chromo.HG1.7:like:Cbx1/Cbx3/Cbx5/Cdyl/Cdyl2/Chd1/Chd2/Chd3/Chd4/Chd5/Chd6/Chd7/Chd8/Chd9/Mphosph8/Suv39h1/Suv39h2		Nvec_v1g158808
Nvec_vc1.1_XM_001640566.3	chr.CupinJmjC.HG1.18:like:Gm28042/Hif1an/Hr/Hspbap1/Jmjd1c/Jmjd4/Jmjd6/Jmjd7/Jmjd8/Kdm2a/Kdm2b/Kdm3a/Kdm3b/Kdm7a/Kdm8/Phf2/Phf8/Riox1/Riox2/Tyw5		Nvec_v1g159444
Nvec_vc1.1_XM_001640386.3	chr.Histone.HG3.1:like:H3c1/H3c2/H3c3/H3c4/H3c6/H3c7/H3c8/H3c10/H3c11/H3c13/H3c14/H3c15/H3f3a/H3f3b		Nvec_v1g159483
Nvec_vc1.1_XM_032363485.2	chr.SNF2_N.HG1.17:Hells	Hells	Nvec_v1g161221
Nvec_vc1.1_XM_048734002.1	chr.SNF2_N.HG1.7:Shprh	Shprh	Nvec_v1g162318
Nvec_vc1.1_XM_001637327.3	chr.CupinJmjC.HG1.5:Gm28042/Jmjd7	Gm28042/Jmjd7	Nvec_v1g162331
Nvec_vc1.1_XM_032387410.2	chr.DOT1.HG1.4:Dot1l	Dot1l	Nvec_v1g162356
Nvec_vc1.1_XM_032386576.2	chr.CupinJmjC.HG1.11:Kdm8	Kdm8	Nvec_v1g163066
Nvec_vc1.1_XM_032386469.2	chr.zf-CW.HG1.6:Morc1/Morc2a/Morc2b	Morc1/Morc2a/Morc2b	Nvec_v1g163141
Nvec_vc1.1_XM_032385994.1	chr.NAP.HG1.0:Set/Tspyl1/Tspyl2/Tspyl3/Tspyl4/Tspyl5		Nvec_v1g163440
Nvec_vc1.1_XM_001631427.3	chr.Acetyltransf_1.HG4.3:Elp3	Elp3	Nvec_v1g164834
Nvec_vc1.1_XM_032381678.2	chr.Bromodomain.HG1.34:Brd1/Brpf1/Brpf3;chr.PHD.HG1.32:Brd1/Brpf1/Brpf3	""	Nvec_v1g167144
