gene	og	name	ID_JGI_Vienna
Nvec_vc1.1_XM_032383841.2	sig.GPCRrhod.HG4.0:Gpr50/Mtnr1a/Mtnr1b		Nvec_v1g101008
Nvec_vc1.1_XM_001634427.3	sig.GPCRrhod.HG12.40:NA		Nvec_v1g101072
Nvec_vc1.1_XM_032383778.2	sig.GPCRrhod.HG12.40:NA		Nvec_v1g101120
Nvec_vc1.1_XM_048731417.1	sig.Notch.HG1.0:like:Notch1/Notch2/Notch3/Notch4/Pappa2		Nvec_v1g10113
Nvec_vc1.1_XM_032383720.2	sig.Pkinase.HG36.2:like:Kalrn/Mylk/Mylk2/Mylk3/Mylk4/Obscn/Speg/Stk17b/Trio/Ttn		Nvec_v1g101218
Nvec_vc1.1_XM_001634344.3	sig.GPCRrhod.HG4.2:like:Gpr50/Mtnr1a/Mtnr1b		Nvec_v1g101238
Nvec_vc1.1_XM_001634305.3	sig.GPCRrhod.HG11.1:NA		Nvec_v1g101252
Nvec_vc1.1_XM_032383392.2	sig.GPCRsecr.HG3.0:NA		Nvec_v1g102060
Nvec_vc1.1_XM_032383408.2	Nvec_v1g102193:HG.Unclassified	""	Nvec_v1g102193
Nvec_vc1.1_XM_032383369.2	sig.GPCRrhod.HG23.5:like:Opn1mw/Opn1sw/Opn3/Opn4/Opn5/Rgr/Rho/Rrh		Nvec_v1g102435
Nvec_vc1.1_XM_001633941.3	sig.GPCRrhod.HG24.5:NA		Nvec_v1g102635
Nvec_vc1.1_XM_032383218.2	sig.GPCRrhod.HG11.1:NA		Nvec_v1g102782
Nvec_vc1.1_XM_001633809.3	sig.Pkinase.HG26.4:like:Tnk1/Tnk2		Nvec_v1g102806
Nvec_vc1.1_XM_032383096.2	sig.Pkinase.HG3.8:Cdkl5	Cdkl5	Nvec_v1g103103
Nvec_vc1.1_XM_032383078.2	Nvec_v1g103151:HG.Unclassified	""	Nvec_v1g103151
Nvec_vc1.1_XM_032383021.2	sig.GPCRrhod.HG2.0:Brs3/Cckar/Cckbr/Ghsr/Gpr37/Gpr37l1/Gpr39/Grpr/Hcrtr1/Hcrtr2/Nmur1/Ntsr1/Ntsr2/Trhr2		Nvec_v1g103243
Nvec_vc1.1_XM_032382973.2	sig.GPCRrhod.HG12.12:NA		Nvec_v1g103257
Nvec_vc1.1_XM_032382652.2	sig.Activin_recp.HG1.1:Acvr1/Acvr2a/Acvr2b/Bmpr2;sig.Pkinase.HG21.5:Amhr2/Bmpr2	""	Nvec_v1g104199
Nvec_vc1.1_XM_048727517.1	sig.Pkinase.HG2.40:like:Camkk1/Camkk2/Chek1/Pask/Pim1/Pim2/Pim3/Sbk1/Sbk2/Sbk3/Stk11		Nvec_v1g104383
Nvec_vc1.1_XM_032382691.2	sig.Pkinase.HG25.7:Map3k2/Map3k3	Map3k2/Map3k3	Nvec_v1g104385
Nvec_v1g104802	sig.GPCRrhod.HG11.1:NA		Nvec_v1g104802
Nvec_vc1.1_XM_032382472.2	sig.Pkinase.HG11.8:Prkd1/Prkd2/Prkd3	Prkd1/Prkd2/Prkd3	Nvec_v1g104852
Nvec_vc1.1_XM_001633160.3	sig.Pkinase.HG3.4:Cilk1/Mak	Cilk1/Mak	Nvec_v1g104958
Nvec_vc1.1_XM_032378463.2	sig.RGS.HG1.0:Snx25	Snx25	Nvec_v1g10501
Nvec_vc1.1_XM_032382422.2	sig.GPCRrhod.HG4.27:like:Gpr50/Mtnr1a/Mtnr1b		Nvec_v1g105138
Nvec_vc1.1_XM_032382306.2	sig.GPCRrhod.HG11.1:NA		Nvec_v1g105156
Nvec_vc1.1_XM_048721621.1	Nvec_v1g105169:HG.Unclassified	""	Nvec_v1g105169
Nvec_vc1.1_XM_048724778.1	sig.Pkinase.HG31.0:NA		Nvec_v1g105524
Nvec_vc1.1_XM_032382206.2	sig.Pkinase.HG38.2:Chuk/Ikbkb	Chuk/Ikbkb	Nvec_v1g105532
Nvec_vc1.1_XM_001632949.3	sig.GPCRrhod.HG4.32:like:Gpr50/Mtnr1a/Mtnr1b		Nvec_v1g105626
Nvec_vc1.1_XM_048732891.1	sig.Pkinase.HG10.12:Map4k4/Mink1/Nrk/Tnik	Map4k4/Mink1/Nrk/Tnik	Nvec_v1g105663
Nvec_vc1.1_XM_032382117.2	sig.GPCRrhod.HG11.1:NA		Nvec_v1g105690
Nvec_vc1.1_XM_048725804.1	sig.GPCRglut.HG1.2:Grm1/Grm2/Grm3/Grm4/Grm5/Grm6/Grm7/Grm8		Nvec_v1g105783
Nvec_vc1.1_XM_032382051.2	sig.Pkinase.HG3.24:Cdk11b	Cdk11b	Nvec_v1g105784
Nvec_vc1.1_XM_032382033.2	sig.GPCRrhod.HG12.29:NA		Nvec_v1g105813
Nvec_vc1.1_XM_001632908.3	sig.GPCRrhod.HG11.1:NA		Nvec_v1g105898
Nvec_vc1.1_XM_048733685.1	sig.GPCRrhod.HG12.41:NA		Nvec_v1g106107
Nvec_vc1.1_XM_001632835.3	sig.wnt.HG1.9:Wnt16	Wnt16	Nvec_v1g106241
Nvec_vc1.1_XM_032381844.2	sig.Pkinase.HG11.13:Stk33	Stk33	Nvec_v1g106290
Nvec_vc1.1_XM_048722718.1	sig.Pkinase.HG34.3:Map2k5	Map2k5	Nvec_v1g106419
Nvec_v1g106420	sig.GPCRrhod.HG12.34:NA		Nvec_v1g106420
Nvec_vc1.1_XM_001632682.3	sig.Pkinase.HG1.14:like:Styk1		Nvec_v1g106463
Nvec_vc1.1_XM_001632645.3	sig.Patched.HG1.8:like:Npc1/Npc1l1/Ptch1/Ptch2		Nvec_v1g106504
Nvec_vc1.1_XM_001632595.3	sig.GPCRrhod.HG12.24:NA		Nvec_v1g106757
Nvec_vc1.1_XM_001632586.3	sig.Pkinase.HG16.8:Mapk7	Mapk7	Nvec_v1g106787
Nvec_v1g107110	sig.GPCRrhod.HG24.5:NA		Nvec_v1g107110
Nvec_v1g107495	sig.GPCRrhod.HG12.39:NA		Nvec_v1g107495
Nvec_vc1.1_XM_032381347.2	sig.Notch.HG1.5:Gnptab	Gnptab	Nvec_v1g107827
Nvec_vc1.1_XM_032381356.2	sig.GPCRrhod.HG11.1:NA		Nvec_v1g107948
Nvec_vc1.1_XM_032381346.2	sig.Pkinase.HG3.3:Mok	Mok	Nvec_v1g108108
Nvec_vc1.1_XM_001632119.3	sig.GPCRrhod.HG11.1:NA		Nvec_v1g108333
Nvec_vc1.1_XM_001631969.3	sig.GPCRrhod.HG23.0:like:Opn1mw/Opn1sw/Opn3/Opn4/Opn5/Rgr/Rho/Rrh		Nvec_v1g108738
Nvec_vc1.1_XM_048725864.1	sig.Pkinase.HG22.3:Rock1/Rock2	Rock1/Rock2	Nvec_v1g10896
Nvec_vc1.1_XM_048726550.1	sig.GPCRrhod.HG2.14:like:Npffr1/Npffr2		Nvec_v1g108981
Nvec_vc1.1_XM_048726099.1	sig.GPCRrhod.HG11.1:NA		Nvec_v1g109188
Nvec_vc1.1_XM_032380790.2	Nvec_v1g109382:HG.Unclassified	""	Nvec_v1g109382
Nvec_vc1.1_XM_048734678.1	sig.Pkinase.HG1.10:Tek/Tie1		Nvec_v1g109532
Nvec_vc1.1_XM_048734679.1	sig.Pkinase.HG1.10:Tek/Tie1		Nvec_v1g109532
Nvec_vc1.1_XM_048734354.1	sig.GPCRrhod.HG8.0:Rxfp1/Rxfp2	Rxfp1/Rxfp2	Nvec_v1g109558
Nvec_vc1.1_XM_048734678.1	sig.Pkinase.HG1.10:Tek/Tie1		Nvec_v1g109586
Nvec_vc1.1_XM_032380781.2	sig.Pkinase.HG8.11:like:Musk/Ntrk1/Ntrk2/Ntrk3/Ror1/Ror2		Nvec_v1g109636
Nvec_vc1.1_XM_032380675.2	sig.GPCRrhod.HG2.9:Npffr1/Npffr2	Npffr1/Npffr2	Nvec_v1g109747
Nvec_vc1.1_XM_032380470.2	sig.GPCRrhod.HG37.10:NA		Nvec_v1g110300
Nvec_vc1.1_XM_032380410.2	sig.GPCRrhod.HG18.4:NA		Nvec_v1g110348
Nvec_vc1.1_XM_001631362.3	sig.GPCRrhod.HG23.1:Opn1mw/Opn1sw/Opn3/Opn5/Rgr/Rho/Rrh		Nvec_v1g110885
Nvec_vc1.1_XM_032380089.2	sig.GPCRrhod.HG4.26:like:Gpr50/Mtnr1a/Mtnr1b		Nvec_v1g111229
Nvec_vc1.1_XM_001631238.3	Nvec_v1g111289:HG.Unclassified	""	Nvec_v1g111289
Nvec_vc1.1_XM_048730092.1	sig.Pkinase.HG1.14:like:Styk1		Nvec_v1g111563
Nvec_vc1.1_XM_001631176.3	sig.Pkinase.HG17.8:Rps6ka5	Rps6ka5	Nvec_v1g111564
Nvec_vc1.1_XM_048730084.1	sig.Pkinase.HG1.14:like:Styk1		Nvec_v1g111583
Nvec_vc1.1_XM_048730092.1	sig.Pkinase.HG1.14:like:Styk1		Nvec_v1g111628
Nvec_vc1.1_XM_048730751.1	sig.Fringe.HG1.0:B3gnt4/B3gnt7/B3gnt9	B3gnt4/B3gnt7/B3gnt9	Nvec_v1g111971
Nvec_vc1.1_XM_001631029.3	sig.GPCRrhod.HG24.0:NA		Nvec_v1g112149
Nvec_vc1.1_XM_048729037.1	sig.Pkinase.HG2.8:Brsk1/Brsk2	Brsk1/Brsk2	Nvec_v1g112255
Nvec_vc1.1_XM_032379665.2	sig.GPCRsecr.HG3.0:NA		Nvec_v1g112360
Nvec_vc1.1_XM_032379553.2	sig.GPCRrhod.HG12.31:NA		Nvec_v1g112480
Nvec_vc1.1_XM_001628455.3	sig.Pkinase.HG13.15:Map3k9/Map3k10/Map3k11/Map3k21	Map3k10/Map3k11/Map3k21/Map3k9	Nvec_v1g11279
Nvec_v1g113133	sig.wnt.HG1.11:Wnt7a/Wnt7b	Wnt7a/Wnt7b	Nvec_v1g113133
Nvec_vc1.1_XM_032379361.2	sig.GPCRrhod.HG11.1:NA		Nvec_v1g113178
Nvec_v1g113494	sig.GPCRrhod.HG4.34:like:Gpr50/Mtnr1a/Mtnr1b		Nvec_v1g113494
Nvec_vc1.1_XM_001630248.3	sig.GPCRrhod.HG24.3:NA		Nvec_v1g114181
Nvec_vc1.1_XM_032378813.2	sig.Pkinase.HG13.5:Pbk	Pbk	Nvec_v1g114199
Nvec_vc1.1_XM_032378772.2	sig.Pkinase.HG18.3:Srpk1/Srpk2/Srpk3	Srpk1/Srpk2/Srpk3	Nvec_v1g114224
Nvec_vc1.1_XM_048729745.1	sig.GPCRrhod.HG18.7:NA		Nvec_v1g114590
Nvec_vc1.1_XM_001630064.3	sig.GPCRrhod.HG6.0:NA		Nvec_v1g114869
Nvec_vc1.1_XM_032378469.2	sig.wnt.HG1.2:Wnt8a/Wnt8b	Wnt8a/Wnt8b	Nvec_v1g114929
Nvec_v1g114942	sig.wnt.HG1.2:Wnt8a/Wnt8b	Wnt8a/Wnt8b	Nvec_v1g114942
Nvec_vc1.1_XM_048733666.1	sig.wnt.HG1.2:Wnt8a/Wnt8b	Wnt8a/Wnt8b	Nvec_v1g114959
Nvec_vc1.1_XM_032378469.2	sig.wnt.HG1.2:Wnt8a/Wnt8b	Wnt8a/Wnt8b	Nvec_v1g115008
Nvec_vc1.1_XM_032378469.2	sig.wnt.HG1.2:Wnt8a/Wnt8b	Wnt8a/Wnt8b	Nvec_v1g115030
Nvec_vc1.1_XM_048733476.1	sig.wnt.HG1.2:Wnt8a/Wnt8b	Wnt8a/Wnt8b	Nvec_v1g115036
Nvec_vc1.1_XM_048733668.1	sig.wnt.HG1.2:Wnt8a/Wnt8b	Wnt8a/Wnt8b	Nvec_v1g115055
Nvec_vc1.1_XM_048733666.1	sig.wnt.HG1.2:Wnt8a/Wnt8b	Wnt8a/Wnt8b	Nvec_v1g115097
Nvec_vc1.1_XM_032378366.2	sig.Pkinase.HG1.13:Csf1r/Flt1/Flt3/Flt4/Kdr/Kit/Pdgfra/Pdgfrb	Csf1r/Flt1/Flt3/Flt4/Kdr/Kit/Pdgfra/Pdgfrb	Nvec_v1g115371
Nvec_vc1.1_XM_032378344.2	sig.GPCRrhod.HG6.11:NA		Nvec_v1g115414
Nvec_vc1.1_XM_048726399.1	sig.Pkinase.HG9.12:Sgk1/Sgk2/Sgk3	Sgk1/Sgk2/Sgk3	Nvec_v1g115630
