gene	og	name	ID_JGI_Vienna
Nvec_vc1.1_XM_032370047.2	neu.PID.HG1.5:Nos1ap	Nos1ap	Nvec_NVE18004
Nvec_vc1.1_XM_032384593.2	neu.Ras.HG4.17:like:Arl4a/Arl4c/Arl4d/Arl11/Arl14		Nvec_NVE19557
Nvec_vc1.1_XM_048724403.1	neu.ANF_receptor.HG2.29:like:Gabbr1/Gabbr2		Nvec_NVE19776
Nvec_NVE19889	neu.ANF_receptor.HG1.17:like:Casr/Gprc6a/Grm1/Grm2/Grm3/Grm4/Grm5/Grm6/Grm7/Grm8/Tas1r1/Tas1r2/Tas1r3/Vmn2r1/Vmn2r2/Vmn2r3/Vmn2r4/Vmn2r5/Vmn2r6/Vmn2r7/Vmn2r128		Nvec_NVE19889
Nvec_vc1.1_XM_048734644.1	neu.MFS_1.HG1.15:like:Slc16a2/Slc16a10		Nvec_NVE19971
Nvec_NVE20907	neu.Synaphin.HG1.0:Cplx1/Cplx2/Cplx3/Cplx4	Cplx1/Cplx2	Nvec_NVE20907
Nvec_vc1.1_XM_048729452.1	neu.MFS_1.HG9.3:like:Flvcr1/Flvcr2/Mfsd7a		Nvec_NVE20921
Nvec_vc1.1_XM_048729041.1	neu.Synaptotagmin.HG1.38:like:Itsn2		Nvec_NVE20994
Nvec_vc1.1_XM_048729579.1	neu.MFS_1.HG1.9:Slc16a2/Slc16a10	Slc16a10/Slc16a2	Nvec_NVE21201
Nvec_vc1.1_XM_048721169.1	neu.Ras.HG4.19:Arf1/Arf2/Arf3		Nvec_NVE21221
Nvec_vc1.1_XM_048724989.1	neu.RhoGEF.HG1.37:Arhgef10/Arhgef10l	Arhgef10/Arhgef10l	Nvec_NVE21865
Nvec_vc1.1_XM_048728750.1	neu.Pyridoxal_deC.HG1.2:like:Sgpl1		Nvec_NVE21977
Nvec_vc1.1_XM_032382897.2	Nvec_NVE22297:HG.Unclassified	""	Nvec_NVE22297
Nvec_vc1.1_XM_032379075.2	neu.Syndecan.HG1.1:Nrxn1/Nrxn3	Nrxn1/Nrxn3	Nvec_NVE2262
Nvec_vc1.1_XM_032382754.2	neu.MFS_1.HG6.0:Slc17a1/Slc17a2/Slc17a3/Slc17a4/Slc17a5/Slc17a6/Slc17a7/Slc17a8/Slc17a9	Slc17a9	Nvec_NVE22746
Nvec_vc1.1_XM_048733325.1	Nvec_NVE22928:HG.Unclassified	""	Nvec_NVE22928
Nvec_vc1.1_XM_048731701.1	neu.SSF.HG1.2:Slc5a7	Slc5a7	Nvec_NVE22942
Nvec_vc1.1_XM_048726672.1	neu.ANF_receptor.HG5.0:NA		Nvec_NVE22966
Nvec_vc1.1_XM_048725497.1	Nvec_NVE23602:HG.Unclassified	""	Nvec_NVE23602
Nvec_vc1.1_XM_001637730.3	neu.Ras.HG4.4:Sar1a/Sar1b	Sar1a/Sar1b	Nvec_NVE23649
Nvec_vc1.1_XM_048729915.1	neu.Aa_trans.HG1.2:Slc32a1	Slc32a1	Nvec_NVE24524
Nvec_vc1.1_XM_032381484.2	neu.Ephrin.HG1.0:Efna1/Efna2/Efna3/Efna4/Efna5/Efnb1/Efnb2/Efnb3	Efna1/Efna2/Efna3/Efna4/Efna5/Efnb1/Efnb2/Efnb3	Nvec_NVE24833
Nvec_vc1.1_XM_032381424.2	neu.Ephrin.HG1.0:Efna1/Efna2/Efna3/Efna4/Efna5/Efnb1/Efnb2/Efnb3	Efna1/Efna2/Efna3/Efna4/Efna5/Efnb1/Efnb2/Efnb3	Nvec_NVE24834
Nvec_vc1.1_XM_001625221.3	Nvec_NVE25749:HG.Unclassified	""	Nvec_NVE25749
Nvec_vc1.1_XM_032380857.2	neu.Y_phosphatase.HG1.9:Ptpn5/Ptpn7/Ptprr	Ptpn5/Ptpn7/Ptprr	Nvec_NVE25827
Nvec_vc1.1_XM_048729219.1	Nvec_NVE25829:HG.Unclassified	""	Nvec_NVE25829
Nvec_vc1.1_XM_048734354.1	neu.Pentaxin.HG1.13:Npcd/Nptx1/Nptx2/Nptxr	Npcd/Nptx1/Nptx2/Nptxr	Nvec_NVE25900
Nvec_vc1.1_XM_048726013.1	Nvec_NVE25993:HG.Unclassified	""	Nvec_NVE25993
Nvec_vc1.1_XM_032378662.2	neu.Synaptotagmin.HG1.14:C2cd4c/C2cd4d/Syt14/Syt16/Tc2n		Nvec_NVE2603
Nvec_vc1.1_XM_032380528.2	neu.Y_phosphatase.HG1.16:Ptpn6/Ptpn11	Ptpn11/Ptpn6	Nvec_NVE26076
Nvec_vc1.1_XM_032364435.2	neu.MFS_1.HG8.4:Slc2a10/Slc2a12;neu.Sugar_tr.HG3.1:Slc2a10/Slc2a12	""	Nvec_NVE3004
Nvec_vc1.1_XM_032364435.2	neu.Sugar_tr.HG3.1:Slc2a10/Slc2a12	Slc2a10/Slc2a12	Nvec_NVE3005
Nvec_vc1.1_XM_032364424.2	neu.FERM_M.HG2.2:Ptk2/Ptk2b	Ptk2/Ptk2b	Nvec_NVE3082
Nvec_vc1.1_XM_032378311.2	Nvec_NVE3270:HG.Unclassified	""	Nvec_NVE3270
Nvec_vc1.1_XM_032378200.2	Nvec_NVE3350:HG.Unclassified	""	Nvec_NVE3350
Nvec_vc1.1_XM_032377872.2	Nvec_NVE3713:HG.Unclassified	""	Nvec_NVE3713
Nvec_vc1.1_XM_048719609.1	neu.Synaptotagmin.HG1.21:Baiap3/Unc13d		Nvec_NVE394
Nvec_vc1.1_XM_048726510.1	neu.MFS_1.HG16.0:NA		Nvec_NVE4136
Nvec_vc1.1_XM_048723209.1	neu.Y_phosphatase.HG1.17:Ptpn23	Ptpn23	Nvec_NVE4213
Nvec_vc1.1_XM_032377445.2	neu.Ras.HG6.6:Rab32/Rab38	Rab32/Rab38	Nvec_NVE4434
Nvec_vc1.1_XM_032380835.2	neu.Ras.HG2.1:Rasl11a/Rasl11b/Rerg/Rergl	Rasl11a/Rasl11b	Nvec_NVE4935
Nvec_vc1.1_XM_048726931.1	neu.MFS_1.HG3.31:Svop/Svopl;neu.Sugar_tr.HG2.3:Svop/Svopl	""	Nvec_NVE533
Nvec_vc1.1_XM_048727574.1	neu.RhoGEF.HG1.23:Rasgrf1	Rasgrf1	Nvec_NVE5347
Nvec_vc1.1_XM_048733907.1	neu.MFS_1.HG1.15:like:Slc16a2/Slc16a10		Nvec_NVE5397
Nvec_vc1.1_XM_048726522.1	neu.RasGAP.HG1.3:Nf1	Nf1	Nvec_NVE568
Nvec_vc1.1_XM_048724554.1	Nvec_NVE5749:HG.Unclassified	""	Nvec_NVE5749
Nvec_vc1.1_XM_032376616.2	neu.PID.HG1.16:like:Apbb1/Apbb2/Apbb3		Nvec_NVE5787
Nvec_vc1.1_XM_048727284.1	neu.Pentaxin.HG1.21:like:Svep1		Nvec_NVE6276
Nvec_vc1.1_XM_048727187.1	Nvec_NVE6403:HG.Unclassified	""	Nvec_NVE6403
Nvec_vc1.1_XM_032376197.2	neu.Pentaxin.HG1.5:like:Adgrd1/Apcs/Crp/Mptx1/Mptx2/Npcd/Nptx1/Nptx2/Nptxr/Ptx3/Ptx4/Svep1		Nvec_NVE6475
Nvec_vc1.1_XM_048721154.1	neu.ANF_receptor.HG1.6:like:Grin2a/Grin2b/Grin2c/Grin2d/Grin3a		Nvec_NVE6618
Nvec_vc1.1_XM_032375701.2	neu.Ephrin.HG1.0:Efna1/Efna2/Efna3/Efna4/Efna5/Efnb1/Efnb2/Efnb3	Efna1/Efna2/Efna3/Efna4/Efna5/Efnb1/Efnb2/Efnb3	Nvec_NVE7071
Nvec_vc1.1_XM_032375692.2	neu.Pentaxin.HG1.1:like:Adgrd1/Apcs/Crp/Mptx1/Mptx2/Npcd/Nptx1/Nptx2/Nptxr/Ptx3/Ptx4/Svep1		Nvec_NVE7139
Nvec_vc1.1_XM_032375322.2	neu.ANF_receptor.HG2.8:like:Gabbr1/Gabbr2		Nvec_NVE7660
Nvec_vc1.1_XM_032375209.2	neu.RhoGEF.HG1.34:Ect2	Ect2	Nvec_NVE7740
Nvec_vc1.1_XM_048724854.1	neu.PTB.HG1.0:Eps8/Eps8l1/Eps8l2/Eps8l3	Eps8/Eps8l1/Eps8l2/Eps8l3	Nvec_NVE8469
Nvec_vc1.1_XM_032374809.2	neu.MFS_1.HG6.0:Slc17a1/Slc17a2/Slc17a3/Slc17a4/Slc17a5/Slc17a6/Slc17a7/Slc17a8/Slc17a9;neu.Sugar_tr.HG4.2:like:Slc37a3	""	Nvec_NVE8595
Nvec_vc1.1_XM_048723130.1	neu.SNF.HG1.12:like:Slc6a1/Slc6a2/Slc6a3/Slc6a4/Slc6a5/Slc6a6/Slc6a7/Slc6a8/Slc6a9/Slc6a11/Slc6a12/Slc6a13/Slc6a14		Nvec_NVE8662
Nvec_vc1.1_XM_048723130.1	neu.SNF.HG1.12:like:Slc6a1/Slc6a2/Slc6a3/Slc6a4/Slc6a5/Slc6a6/Slc6a7/Slc6a8/Slc6a9/Slc6a11/Slc6a12/Slc6a13/Slc6a14		Nvec_NVE8663
Nvec_vc1.1_XM_032367713.2	neu.MFS_1.HG1.15:like:Slc16a2/Slc16a10		Nvec_NVE91
Nvec_vc1.1_XM_048722989.1	neu.MFS_1.HG17.1:like:Slc45a1/Slc45a2/Slc45a3		Nvec_NVE9191
Nvec_vc1.1_XM_048731313.1	neu.MFS_1.HG11.2:like:Spns1/Spns2/Spns3		Nvec_NVE9270
Nvec_vc1.1_XM_032362942.2	neu.SSF.HG1.11:like:Gm5134/Slc5a1/Slc5a2/Slc5a4a/Slc5a4b/Slc5a9/Slc5a10/Slc5a11		Nvec_NVE9911
Nvec_vc1.1_XM_032384174.2	neu.Pentaxin.HG1.1:like:Adgrd1/Apcs/Crp/Mptx1/Mptx2/Npcd/Nptx1/Nptx2/Nptxr/Ptx3/Ptx4/Svep1		Nvec_v1g100150
Nvec_vc1.1_XM_048722326.1	neu.MFS_1.HG8.5:Slc2a1/Slc2a2/Slc2a3/Slc2a4/Slc2a5/Slc2a7/Slc2a9;neu.Sugar_tr.HG3.3:Slc2a1/Slc2a2/Slc2a3/Slc2a4/Slc2a5/Slc2a7/Slc2a9	""	Nvec_v1g100165
Nvec_vc1.1_XM_048734077.1	Nvec_v1g10117:HG.Unclassified	""	Nvec_v1g10117
Nvec_vc1.1_XM_001623034.3	neu.MFS_1.HG6.0:Slc17a1/Slc17a2/Slc17a3/Slc17a4/Slc17a5/Slc17a6/Slc17a7/Slc17a8/Slc17a9	Slc17a6/Slc17a7/Slc17a8	Nvec_v1g10128
Nvec_vc1.1_XM_048721903.1	neu.Pentaxin.HG1.5:like:Adgrd1/Apcs/Crp/Mptx1/Mptx2/Npcd/Nptx1/Nptx2/Nptxr/Ptx3/Ptx4/Svep1		Nvec_v1g101543
Nvec_vc1.1_XM_048721915.1	neu.Sugar_tr.HG1.0:Slc22a1/Slc22a2/Slc22a3/Slc22a4/Slc22a5/Slc22a6/Slc22a7/Slc22a8/Slc22a12/Slc22a13/Slc22a13b/Slc22a14/Slc22a15/Slc22a16/Slc22a19/Slc22a20/Slc22a21/Slc22a22/Slc22a26/Slc22a27/Slc22a28/Slc22a29/Slc22a30		Nvec_v1g101713
Nvec_vc1.1_XM_032383593.2	neu.MFS_1.HG2.0:Slc22a1/Slc22a2/Slc22a3/Slc22a4/Slc22a5/Slc22a6/Slc22a7/Slc22a8/Slc22a12/Slc22a13/Slc22a13b/Slc22a14/Slc22a15/Slc22a16/Slc22a19/Slc22a20/Slc22a21/Slc22a22/Slc22a23/Slc22a26/Slc22a27/Slc22a28/Slc22a29/Slc22a30;neu.Sugar_tr.HG1.0:Slc22a1/Slc22a2/Slc22a3/Slc22a4/Slc22a5/Slc22a6/Slc22a7/Slc22a8/Slc22a12/Slc22a13/Slc22a13b/Slc22a14/Slc22a15/Slc22a16/Slc22a19/Slc22a20/Slc22a21/Slc22a22/Slc22a26/Slc22a27/Slc22a28/Slc22a29/Slc22a30	""	Nvec_v1g101715
Nvec_vc1.1_XM_048727865.1	Nvec_v1g101792:HG.Unclassified	""	Nvec_v1g101792
Nvec_vc1.1_XM_032383521.2	neu.Ras.HG2.0:like:Gem/Rasl12/Rem1/Rem2/Rrad		Nvec_v1g101945
Nvec_vc1.1_XM_048726403.1	Nvec_v1g101975:HG.Unclassified	""	Nvec_v1g101975
Nvec_vc1.1_XM_048727098.1	neu.RabphilinRIM.HG1.2:Rph3a/Rph3al	Rph3a/Rph3al	Nvec_v1g102493
Nvec_vc1.1_XM_048727098.1	neu.RabphilinRIM.HG1.2:Rph3a/Rph3al	Rph3a/Rph3al	Nvec_v1g102666
Nvec_vc1.1_XM_048725381.1	Nvec_v1g102827:HG.Unclassified	""	Nvec_v1g102827
Nvec_vc1.1_XM_048724029.1	neu.MFS_1.HG14.2:Mfsd12		Nvec_v1g102846
Nvec_vc1.1_XM_048724996.1	neu.MFS_1.HG6.0:Slc17a1/Slc17a2/Slc17a3/Slc17a4/Slc17a5/Slc17a6/Slc17a7/Slc17a8/Slc17a9	Slc17a9	Nvec_v1g102865
Nvec_vc1.1_XM_048724843.1	Nvec_v1g102874:HG.Unclassified	""	Nvec_v1g102874
Nvec_vc1.1_XM_048721213.1	neu.Y_phosphatase.HG1.40:Ptpn1/Ptpn2	Ptpn1/Ptpn2	Nvec_v1g103643
Nvec_vc1.1_XM_048726782.1	neu.Pentaxin.HG1.5:like:Adgrd1/Apcs/Crp/Mptx1/Mptx2/Npcd/Nptx1/Nptx2/Nptxr/Ptx3/Ptx4/Svep1		Nvec_v1g104551
Nvec_vc1.1_XM_048725886.1	neu.Sugar_tr.HG2.3:Svop/Svopl	Svopl	Nvec_v1g104560
Nvec_vc1.1_XM_032382471.2	neu.RhoGEF.HG2.0:Sos1/Sos2	Sos1/Sos2	Nvec_v1g104774
Nvec_vc1.1_XM_001633221.3	neu.Homer.HG1.4:Enah/Evl/Vasp	Enah/Evl/Vasp	Nvec_v1g104827
Nvec_vc1.1_XM_032382350.2	neu.MFS_1.HG7.3:like:Gm5724/Gm6614/Slco1a1/Slco1a4/Slco1a5/Slco1a6/Slco1b2/Slco1c1/Slco2a1/Slco2b1/Slco3a1/Slco5a1		Nvec_v1g104948
Nvec_vc1.1_XM_048725935.1	neu.MFS_1.HG7.3:like:Gm5724/Gm6614/Slco1a1/Slco1a4/Slco1a5/Slco1a6/Slco1b2/Slco1c1/Slco2a1/Slco2b1/Slco3a1/Slco5a1		Nvec_v1g105114
Nvec_vc1.1_XM_048724778.1	Nvec_v1g105524:HG.Unclassified	""	Nvec_v1g105524
Nvec_vc1.1_XM_048732891.1	neu.Citron.HG1.3:Map4k4/Mink1/Nrk/Tnik	Nrk	Nvec_v1g105673
Nvec_vc1.1_XM_048724949.1	Nvec_v1g105778:HG.Unclassified	""	Nvec_v1g105778
Nvec_vc1.1_XM_048725804.1	neu.ANF_receptor.HG1.25:like:Casr/Gprc6a/Tas1r1/Tas1r2/Tas1r3/Vmn2r1/Vmn2r2/Vmn2r3/Vmn2r4/Vmn2r5/Vmn2r6/Vmn2r7/Vmn2r128		Nvec_v1g105783
Nvec_vc1.1_XM_032381913.2	neu.MFS_1.HG14.2:Mfsd12		Nvec_v1g105998
Nvec_vc1.1_XM_032371675.2	neu.RhoGEF.HG1.17:Mcf2/Mcf2l	Mcf2/Mcf2l	Nvec_v1g10632
Nvec_vc1.1_XM_048726925.1	neu.MFS_1.HG3.31:Svop/Svopl;neu.Sugar_tr.HG2.3:Svop/Svopl	""	Nvec_v1g10639
Nvec_vc1.1_XM_001621588.3	neu.Aa_trans.HG1.2:Slc32a1	Slc32a1	Nvec_v1g1064
Nvec_vc1.1_XM_001632654.3	neu.Y_phosphatase.HG4.0:like:Dusp1/Dusp2/Dusp3/Dusp4/Dusp5/Dusp14/Dusp15		Nvec_v1g106562
Nvec_vc1.1_XM_048729871.1	neu.MFS_1.HG1.15:like:Slc16a2/Slc16a10		Nvec_v1g106650
Nvec_vc1.1_XM_048725473.1	neu.Y_phosphatase.HG1.24:Ptprz1	Ptprz1	Nvec_v1g10792
Nvec_vc1.1_XM_001632178.3	neu.MFS_1.HG1.15:like:Slc16a2/Slc16a10		Nvec_v1g108152
Nvec_vc1.1_XM_001632219.3	neu.MFS_1.HG1.15:like:Slc16a2/Slc16a10		Nvec_v1g108162
Nvec_vc1.1_XM_048726299.1	neu.MFS_1.HG2.0:Slc22a1/Slc22a2/Slc22a3/Slc22a4/Slc22a5/Slc22a6/Slc22a7/Slc22a8/Slc22a12/Slc22a13/Slc22a13b/Slc22a14/Slc22a15/Slc22a16/Slc22a19/Slc22a20/Slc22a21/Slc22a22/Slc22a23/Slc22a26/Slc22a27/Slc22a28/Slc22a29/Slc22a30;neu.Sugar_tr.HG1.0:Slc22a1/Slc22a2/Slc22a3/Slc22a4/Slc22a5/Slc22a6/Slc22a7/Slc22a8/Slc22a12/Slc22a13/Slc22a13b/Slc22a14/Slc22a15/Slc22a16/Slc22a19/Slc22a20/Slc22a21/Slc22a22/Slc22a26/Slc22a27/Slc22a28/Slc22a29/Slc22a30	""	Nvec_v1g109102
Nvec_vc1.1_XM_048726548.1	neu.MFS_1.HG2.0:Slc22a1/Slc22a2/Slc22a3/Slc22a4/Slc22a5/Slc22a6/Slc22a7/Slc22a8/Slc22a12/Slc22a13/Slc22a13b/Slc22a14/Slc22a15/Slc22a16/Slc22a19/Slc22a20/Slc22a21/Slc22a22/Slc22a23/Slc22a26/Slc22a27/Slc22a28/Slc22a29/Slc22a30;neu.Sugar_tr.HG1.0:Slc22a1/Slc22a2/Slc22a3/Slc22a4/Slc22a5/Slc22a6/Slc22a7/Slc22a8/Slc22a12/Slc22a13/Slc22a13b/Slc22a14/Slc22a15/Slc22a16/Slc22a19/Slc22a20/Slc22a21/Slc22a22/Slc22a26/Slc22a27/Slc22a28/Slc22a29/Slc22a30	""	Nvec_v1g109190
Nvec_vc1.1_XM_048734130.1	neu.MFS_1.HG1.15:like:Slc16a2/Slc16a10		Nvec_v1g109484
Nvec_vc1.1_XM_048722338.1	neu.SNF.HG1.12:like:Slc6a1/Slc6a2/Slc6a3/Slc6a4/Slc6a5/Slc6a6/Slc6a7/Slc6a8/Slc6a9/Slc6a11/Slc6a12/Slc6a13/Slc6a14		Nvec_v1g109800
Nvec_vc1.1_XM_048733654.1	neu.Synapsin.HG1.0:Syn1/Syn2/Syn3	Syn1/Syn2/Syn3	Nvec_v1g110232
Nvec_vc1.1_XM_032380333.2	neu.SDF.HG1.1:Slc1a1/Slc1a2/Slc1a3/Slc1a4/Slc1a5/Slc1a6/Slc1a7	Slc1a1/Slc1a2/Slc1a3/Slc1a4/Slc1a5/Slc1a6/Slc1a7	Nvec_v1g110362
Nvec_vc1.1_XM_032380369.2	Nvec_v1g110405:HG.Unclassified	""	Nvec_v1g110405
Nvec_vc1.1_XM_032380288.2	Nvec_v1g110546:HG.Unclassified	""	Nvec_v1g110546
Nvec_vc1.1_XM_032380288.2	neu.NO_synthase.HG1.0:Nos1/Nos2/Nos3	Nos1/Nos2/Nos3	Nvec_v1g110599
Nvec_vc1.1_XM_001630929.3	neu.MFS_1.HG4.4:Slc46a1/Slc46a2/Slc46a3		Nvec_v1g11092
Nvec_vc1.1_XM_048726911.1	neu.MFS_1.HG3.31:Svop/Svopl;neu.Sugar_tr.HG2.3:Svop/Svopl	""	Nvec_v1g111000
Nvec_vc1.1_XM_048726908.1	neu.MFS_1.HG3.31:Svop/Svopl;neu.Sugar_tr.HG2.3:Svop/Svopl	""	Nvec_v1g111069
Nvec_vc1.1_XM_001630284.3	neu.Y_phosphatase.HG2.8:Cdc14a/Cdc14b	Cdc14a/Cdc14b	Nvec_v1g11161
Nvec_vc1.1_XM_001631150.3	Nvec_v1g111641:HG.Unclassified	""	Nvec_v1g111641
Nvec_vc1.1_XM_032379837.2	neu.Pentaxin.HG1.13:Npcd/Nptx1/Nptx2/Nptxr		Nvec_v1g111835
Nvec_vc1.1_XM_048731734.1	neu.COesterase.HG1.11:like:Ache/Bche/Tg		Nvec_v1g112355
Nvec_vc1.1_XM_048726234.1	neu.MFS_1.HG2.0:Slc22a1/Slc22a2/Slc22a3/Slc22a4/Slc22a5/Slc22a6/Slc22a7/Slc22a8/Slc22a12/Slc22a13/Slc22a13b/Slc22a14/Slc22a15/Slc22a16/Slc22a19/Slc22a20/Slc22a21/Slc22a22/Slc22a23/Slc22a26/Slc22a27/Slc22a28/Slc22a29/Slc22a30;neu.Sugar_tr.HG1.0:Slc22a1/Slc22a2/Slc22a3/Slc22a4/Slc22a5/Slc22a6/Slc22a7/Slc22a8/Slc22a12/Slc22a13/Slc22a13b/Slc22a14/Slc22a15/Slc22a16/Slc22a19/Slc22a20/Slc22a21/Slc22a22/Slc22a26/Slc22a27/Slc22a28/Slc22a29/Slc22a30	""	Nvec_v1g1130
Nvec_vc1.1_XM_048734714.1	neu.MFS_1.HG4.9:Slc22a18		Nvec_v1g113330
Nvec_vc1.1_XM_048734142.1	neu.Pentaxin.HG1.5:like:Adgrd1/Apcs/Crp/Mptx1/Mptx2/Npcd/Nptx1/Nptx2/Nptxr/Ptx3/Ptx4/Svep1		Nvec_v1g113368
Nvec_vc1.1_XM_032379210.2	neu.Ras.HG3.0:Rhot1/Rhot2	Rhot1/Rhot2	Nvec_v1g113475
Nvec_vc1.1_XM_048722639.1	neu.Pentaxin.HG1.9:like:Npcd/Nptx1/Nptx2/Nptxr/Ptx4/Svep1		Nvec_v1g113789
Nvec_vc1.1_XM_048723091.1	neu.Pentaxin.HG1.13:Npcd/Nptx1/Nptx2/Nptxr	Npcd/Nptx1/Nptx2/Nptxr	Nvec_v1g113816
Nvec_vc1.1_XM_001630326.3	neu.ANF_receptor.HG1.25:like:Casr/Gprc6a/Tas1r1/Tas1r2/Tas1r3/Vmn2r1/Vmn2r2/Vmn2r3/Vmn2r4/Vmn2r5/Vmn2r6/Vmn2r7/Vmn2r128		Nvec_v1g114044
Nvec_vc1.1_XM_048722856.1	neu.Y_phosphatase.HG1.18:Ptpn13/Ptpn20	Ptpn13/Ptpn20	Nvec_v1g114126
Nvec_vc1.1_XM_048722856.1	Nvec_v1g114137:HG.Unclassified	""	Nvec_v1g114137
Nvec_vc1.1_XM_048722558.1	neu.Sec1.HG1.0:Scfd2	Scfd2	Nvec_v1g114149
Nvec_v1g114239	neu.Pentaxin.HG1.13:Npcd/Nptx1/Nptx2/Nptxr		Nvec_v1g114239
Nvec_vc1.1_XM_048731086.1	Nvec_v1g114391:HG.Unclassified	""	Nvec_v1g114391
Nvec_vc1.1_XM_001629949.3	neu.COesterase.HG1.2:Aadac/Aadacl2/Aadacl2fm2/Aadacl2fm3		Nvec_v1g115178
Nvec_vc1.1_XM_032378328.2	neu.MFS_1.HG1.15:like:Slc16a2/Slc16a10		Nvec_v1g115540
