ID_JGI_Vienna	ID_DToL	Percentage_overlap/Blast_ID	Source
Nvec_v1g202947	Nvec_vc1.1_XM_048728955.1	100	Itvl_overlap
Nvec_v1g218109	Nvec_vc1.1_XM_048728924.1	98	Itvl_overlap
Nvec_v1g241073	Nvec_vc1.1_XM_048728924.1	100	Itvl_overlap
Nvec_v1g95270	Nvec_vc1.1_XM_001636334.3	100	Itvl_overlap
Nvec_v1g202950	Nvec_vc1.1_XM_001636372.3	100	Itvl_overlap
Nvec_v1g218112	Nvec_vc1.1_XM_001636372.3	91	Itvl_overlap
Nvec_v1g95235	Nvec_vc1.1_XM_032386135.2	100	Itvl_overlap
Nvec_v1g134139	Nvec_vc1.1_XM_032386135.2	100	Itvl_overlap
Nvec_NVE14323	Nvec_vc1.1_XM_032386135.2	100	Itvl_overlap
Nvec_NVE16079	Nvec_vc1.1_XM_032386135.2	99	Itvl_overlap
Nvec_NVE14324	Nvec_vc1.1_XM_032386135.2	100	Itvl_overlap
Nvec_NVE23488	Nvec_vc1.1_XM_032386135.2	100	Itvl_overlap
Nvec_v1g218115	Nvec_vc1.1_XM_048728947.1	100	Itvl_overlap
Nvec_v1g182583	Nvec_vc1.1_XM_048729864.1	98	Itvl_overlap
Nvec_NVE16082	Nvec_vc1.1_XM_032386169.2	90	Itvl_overlap
Nvec_v1g234558	Nvec_vc1.1_XM_048728415.1	100	Itvl_overlap
Nvec_NVE16084	Nvec_vc1.1_XM_048728255.1	96	Itvl_overlap
Nvec_NVE16085	Nvec_vc1.1_XM_048728255.1	100	Itvl_overlap
Nvec_NVE16086	Nvec_vc1.1_XM_032386189.2	98	Itvl_overlap
Nvec_v1g202961	Nvec_vc1.1_XM_032386201.2	100	Itvl_overlap
Nvec_v1g95431	Nvec_vc1.1_XM_032386204.2	96	Itvl_overlap
Nvec_v1g243875	Nvec_vc1.1_XM_032386204.2	100	Itvl_overlap
Nvec_v1g228868	Nvec_vc1.1_XM_001636339.3	100	Itvl_overlap
Nvec_NVE510	Nvec_vc1.1_XM_048725946.1	98	Itvl_overlap
Nvec_v1g163356	Nvec_vc1.1_XM_048725946.1	100	Itvl_overlap
Nvec_NVE19875	Nvec_vc1.1_XM_048725946.1	100	Itvl_overlap
Nvec_v1g148617	Nvec_vc1.1_XM_048725946.1	100	Itvl_overlap
Nvec_NVE25400	Nvec_vc1.1_XM_048725946.1	100	Itvl_overlap
Nvec_v1g221447	Nvec_vc1.1_XM_048725946.1	100	Itvl_overlap
Nvec_NVE23620	Nvec_vc1.1_XM_048725946.1	100	Itvl_overlap
Nvec_NVE23619	Nvec_vc1.1_XM_032386121.2	100	Itvl_overlap
Nvec_v1g202967	Nvec_vc1.1_XM_032386121.2	100	Itvl_overlap
Nvec_NVE16092	Nvec_vc1.1_XM_048728405.1	100	Itvl_overlap
Nvec_v1g108480	Nvec_vc1.1_XM_048728405.1	100	Itvl_overlap
Nvec_v1g208287	Nvec_vc1.1_XM_032381166.2	83	Itvl_overlap
Nvec_NVE25399	Nvec_vc1.1_XM_032381166.2	100	Itvl_overlap
Nvec_NVE10543	Nvec_vc1.1_XM_032386209.2	67	Itvl_overlap
Nvec_v1g36074	Nvec_vc1.1_XM_032386209.2	98	Itvl_overlap
Nvec_v1g143294	Nvec_vc1.1_XM_001621847.3	65	Itvl_overlap
Nvec_v1g95437	Nvec_vc1.1_XM_001621847.3	97	Itvl_overlap
Nvec_NVE16095	Nvec_vc1.1_XM_048730812.1	100	Itvl_overlap
Nvec_v1g221450	Nvec_vc1.1_XM_048730812.1	92	Itvl_overlap
Nvec_v1g221451	Nvec_vc1.1_XM_032386211.2	100	Itvl_overlap
Nvec_NVE16096	Nvec_vc1.1_XM_032386211.2	100	Itvl_overlap
Nvec_v1g202972	Nvec_vc1.1_XM_032386211.2	93	Itvl_overlap
Nvec_v1g25584	Nvec_vc1.1_XM_048728718.1	100	Itvl_overlap
Nvec_NVE26229	Nvec_vc1.1_XM_048728718.1	100	Itvl_overlap
Nvec_NVE759	Nvec_vc1.1_XM_048728718.1	100	Itvl_overlap
Nvec_NVE1891	Nvec_vc1.1_XM_048728718.1	100	Itvl_overlap
Nvec_v1g202976	Nvec_vc1.1_XM_001636343.3	96	Itvl_overlap
Nvec_v1g24490	Nvec_vc1.1_XM_032386160.2	100	Itvl_overlap
Nvec_NVE10780	Nvec_vc1.1_XM_032386160.2	100	Itvl_overlap
Nvec_v1g202978	Nvec_vc1.1_XM_032386113.2	100	Itvl_overlap
Nvec_v1g202979	Nvec_vc1.1_XM_032386114.2	100	Itvl_overlap
Nvec_v1g241083	Nvec_vc1.1_XM_001636383.3	99	Itvl_overlap
Nvec_v1g150110	Nvec_vc1.1_XM_001636383.3	100	Itvl_overlap
Nvec_NVE14175	Nvec_vc1.1_XM_001636383.3	99	Itvl_overlap
Nvec_v1g95239	Nvec_vc1.1_XM_001636346.3	100	Itvl_overlap
Nvec_v1g95490	Nvec_vc1.1_XM_032386172.2	98	Itvl_overlap
Nvec_v1g241086	Nvec_vc1.1_XM_048727015.1	100	Itvl_overlap
Nvec_v1g146534	Nvec_vc1.1_XM_048727015.1	100	Itvl_overlap
Nvec_v1g7968	Nvec_vc1.1_XM_048727015.1	100	Itvl_overlap
Nvec_v1g202986	Nvec_vc1.1_XM_001636347.3	100	Itvl_overlap
Nvec_v1g202987	Nvec_vc1.1_XM_032386178.2	100	Itvl_overlap
Nvec_v1g9143	Nvec_vc1.1_XM_032386181.2	100	Itvl_overlap
Nvec_v1g8795	Nvec_vc1.1_XM_032386181.2	100	Itvl_overlap
Nvec_v1g33779	Nvec_vc1.1_XM_032386181.2	100	Itvl_overlap
Nvec_v1g95408	Nvec_vc1.1_XM_048732530.1	100	Itvl_overlap
Nvec_v1g202990	Nvec_vc1.1_XM_048732530.1	100	Itvl_overlap
Nvec_NVE16107	Nvec_vc1.1_XM_032386176.2	100	Itvl_overlap
Nvec_NVE8810	Nvec_vc1.1_XM_032386176.2	100	Itvl_overlap
Nvec_NVE16108	Nvec_vc1.1_XM_048732565.1	100	Itvl_overlap
Nvec_v1g36196	Nvec_vc1.1_XM_032386184.2	100	Itvl_overlap
Nvec_v1g241089	Nvec_vc1.1_XM_001636391.3	100	Itvl_overlap
Nvec_v1g241091	Nvec_vc1.1_XM_001636349.3	100	Itvl_overlap
Nvec_v1g241092	Nvec_vc1.1_XM_001636392.3	100	Itvl_overlap
Nvec_v1g95367	Nvec_vc1.1_XM_032386159.2	97	Itvl_overlap
Nvec_NVE16114	Nvec_vc1.1_XM_048732386.1	100	Itvl_overlap
Nvec_NVE16115	Nvec_vc1.1_XM_048732386.1	81	Itvl_overlap
Nvec_v1g95520	Nvec_vc1.1_XM_048726920.1	100	Itvl_overlap
Nvec_v1g95520	Nvec_vc1.1_XM_048732410.1	100	Itvl_overlap
Nvec_v1g47839	Nvec_vc1.1_XM_048732444.1	100	Itvl_overlap
Nvec_NVE17110	Nvec_vc1.1_XM_048732420.1	100	Itvl_overlap
Nvec_v1g95374	Nvec_vc1.1_XM_001636352.3	97	Itvl_overlap
Nvec_v1g146324	Nvec_vc1.1_XM_001636352.3	100	Itvl_overlap
Nvec_v1g241094	Nvec_vc1.1_XM_001636353.3	90	Itvl_overlap
Nvec_NVE16121	Nvec_vc1.1_XM_032386130.2	100	Itvl_overlap
Nvec_v1g146987	Nvec_vc1.1_XM_032386130.2	100	Itvl_overlap
Nvec_v1g95445	Nvec_vc1.1_XM_032386132.2	100	Itvl_overlap
Nvec_NVE16123	Nvec_vc1.1_XM_032386131.2	100	Itvl_overlap
Nvec_v1g203009	Nvec_vc1.1_XM_001636355.3	100	Itvl_overlap
Nvec_NVE16125	Nvec_vc1.1_XM_032386153.2	100	Itvl_overlap
Nvec_NVE16127	Nvec_vc1.1_XM_032386154.2	99	Itvl_overlap
Nvec_v1g203012	Nvec_vc1.1_XM_032386151.2	85	Itvl_overlap
Nvec_v1g203013	Nvec_vc1.1_XM_001636356.3	100	Itvl_overlap
Nvec_v1g203016	Nvec_vc1.1_XM_032386100.2	100	Itvl_overlap
Nvec_v1g95464	Nvec_vc1.1_XM_032386102.2	95	Itvl_overlap
Nvec_v1g221461	Nvec_vc1.1_XM_001636399.3	100	Itvl_overlap
Nvec_v1g28962	Nvec_vc1.1_XM_001636399.3	100	Itvl_overlap
Nvec_v1g28698	Nvec_vc1.1_XM_001636399.3	100	Itvl_overlap
Nvec_v1g163386	Nvec_vc1.1_XM_001636399.3	96	Itvl_overlap
Nvec_v1g95288	Nvec_vc1.1_XM_001636360.3	59	Itvl_overlap
Nvec_v1g241098	Nvec_vc1.1_XM_032386096.2	100	Itvl_overlap
Nvec_v1g163393	Nvec_vc1.1_XM_001636361.3	99	Itvl_overlap
Nvec_v1g95413	Nvec_vc1.1_XM_001636362.3	100	Itvl_overlap
Nvec_v1g203024	Nvec_vc1.1_XM_032386105.2	100	Itvl_overlap
Nvec_v1g241100	Nvec_vc1.1_XM_032386107.2	100	Itvl_overlap
Nvec_v1g182635	Nvec_vc1.1_XM_001636403.3	100	Itvl_overlap
Nvec_v1g163400	Nvec_vc1.1_XM_001636404.3	95	Itvl_overlap
Nvec_v1g182641	Nvec_vc1.1_XM_001636405.3	100	Itvl_overlap
Nvec_v1g95252	Nvec_vc1.1_XM_032386146.2	100	Itvl_overlap
Nvec_v1g223321	Nvec_vc1.1_XM_032386146.2	100	Itvl_overlap
Nvec_NVE16145	Nvec_vc1.1_XM_032386146.2	100	Itvl_overlap
Nvec_v1g241105	Nvec_vc1.1_XM_032386164.2	100	Itvl_overlap
Nvec_v1g95298	Nvec_vc1.1_XM_048727100.1	100	Itvl_overlap
Nvec_v1g241653	Nvec_vc1.1_XM_048727100.1	100	Itvl_overlap
Nvec_v1g149677	Nvec_vc1.1_XM_048727926.1	100	Itvl_overlap
Nvec_v1g204194	Nvec_vc1.1_XM_048727926.1	100	Itvl_overlap
Nvec_NVE13490	Nvec_vc1.1_XM_048727926.1	100	Itvl_overlap
Nvec_v1g204195	Nvec_vc1.1_XM_048727926.1	100	Itvl_overlap
Nvec_v1g98290	Nvec_vc1.1_XM_001635274.3	93	Itvl_overlap
Nvec_v1g164325	Nvec_vc1.1_XM_001635275.3	100	Itvl_overlap
Nvec_v1g241655	Nvec_vc1.1_XM_001635315.3	100	Itvl_overlap
Nvec_v1g241656	Nvec_vc1.1_XM_001635276.3	88	Itvl_overlap
Nvec_v1g204200	Nvec_vc1.1_XM_001635316.3	100	Itvl_overlap
Nvec_v1g67328	Nvec_vc1.1_XM_001635277.3	100	Itvl_overlap
Nvec_v1g98402	Nvec_vc1.1_XM_048731989.1	100	Itvl_overlap
Nvec_NVE18685	Nvec_vc1.1_XM_048732006.1	100	Itvl_overlap
Nvec_v1g42738	Nvec_vc1.1_XM_048731989.1	100	Itvl_overlap
Nvec_v1g98246	Nvec_vc1.1_XM_048732026.1	89	Itvl_overlap
Nvec_v1g49238	Nvec_vc1.1_XM_032384859.2	100	Itvl_overlap
Nvec_v1g236767	Nvec_vc1.1_XM_001635319.3	100	Itvl_overlap
Nvec_NVE3223	Nvec_vc1.1_XM_001635319.3	100	Itvl_overlap
Nvec_v1g204215	Nvec_vc1.1_XM_048729440.1	100	Itvl_overlap
Nvec_v1g131497	Nvec_vc1.1_XM_048729440.1	99	Itvl_overlap
Nvec_NVE12720	Nvec_vc1.1_XM_032372288.2	85	Itvl_overlap
Nvec_v1g217397	Nvec_vc1.1_XM_032372291.2	100	Itvl_overlap
Nvec_v1g214788	Nvec_vc1.1_XM_032374637.2	99	Itvl_overlap
Nvec_v1g191532	Nvec_vc1.1_XM_032374638.2	98	Itvl_overlap
Nvec_v1g124360	Nvec_vc1.1_XM_032374636.2	100	Itvl_overlap
Nvec_v1g124375	Nvec_vc1.1_XM_001626923.3	100	Itvl_overlap
Nvec_v1g214783	Nvec_vc1.1_XM_001626922.3	100	Itvl_overlap
Nvec_v1g169358	Nvec_vc1.1_XM_032378815.2	86	Itvl_overlap
Nvec_v1g114199	Nvec_vc1.1_XM_032378813.2	95	Itvl_overlap
Nvec_v1g16019	Nvec_vc1.1_XM_032378753.2	100	Itvl_overlap
Nvec_v1g58074	Nvec_vc1.1_XM_032378753.2	100	Itvl_overlap
Nvec_v1g11161	Nvec_vc1.1_XM_001630284.3	100	Itvl_overlap
Nvec_v1g210626	Nvec_vc1.1_XM_048727408.1	100	Itvl_overlap
Nvec_v1g188563	Nvec_vc1.1_XM_032378750.2	100	Itvl_overlap
Nvec_v1g114332	Nvec_vc1.1_XM_032378751.1	97	Itvl_overlap
Nvec_v1g114289	Nvec_vc1.1_XM_032378793.2	65	Itvl_overlap
Nvec_v1g244522	Nvec_vc1.1_XM_001630249.3	67	Itvl_overlap
Nvec_v1g114181	Nvec_vc1.1_XM_001630248.3	97	Itvl_overlap
Nvec_v1g244520	Nvec_vc1.1_XM_048729618.1	100	Itvl_overlap
Nvec_v1g224469	Nvec_vc1.1_XM_048729618.1	100	Itvl_overlap
Nvec_v1g114271	Nvec_vc1.1_XM_032378816.2	100	Itvl_overlap
Nvec_v1g114236	Nvec_vc1.1_XM_032378816.2	100	Itvl_overlap
Nvec_v1g244518	Nvec_vc1.1_XM_001630246.3	76	Itvl_overlap
Nvec_v1g210610	Nvec_vc1.1_XM_001630280.3	100	Itvl_overlap
Nvec_v1g114223	Nvec_vc1.1_XM_032378827.1	97	Itvl_overlap
Nvec_v1g114326	Nvec_vc1.1_XM_001630279.3	100	Itvl_overlap
Nvec_v1g244517	Nvec_vc1.1_XM_001630244.3	100	Itvl_overlap
Nvec_v1g210602	Nvec_vc1.1_XM_001630276.3	100	Itvl_overlap
Nvec_v1g114299	Nvec_vc1.1_XM_032378781.2	100	Itvl_overlap
Nvec_v1g169332	Nvec_vc1.1_XM_001630275.3	97	Itvl_overlap
Nvec_v1g188544	Nvec_vc1.1_XM_001630241.3	99	Itvl_overlap
Nvec_v1g244512	Nvec_vc1.1_XM_032378780.2	98	Itvl_overlap
Nvec_v1g235307	Nvec_vc1.1_XM_001630274.3	100	Itvl_overlap
Nvec_v1g169317	Nvec_vc1.1_XM_032378765.2	100	Itvl_overlap
Nvec_v1g23431	Nvec_vc1.1_XM_001630237.3	100	Itvl_overlap
Nvec_v1g244507	Nvec_vc1.1_XM_032378759.2	100	Itvl_overlap
Nvec_v1g244506	Nvec_vc1.1_XM_032378755.2	100	Itvl_overlap
Nvec_v1g114209	Nvec_vc1.1_XM_048731940.1	100	Itvl_overlap
Nvec_NVE6488	Nvec_vc1.1_XM_048731940.1	98	Itvl_overlap
Nvec_v1g244505	Nvec_vc1.1_XM_048731938.1	97	Itvl_overlap
Nvec_NVE6487	Nvec_vc1.1_XM_048731938.1	99	Itvl_overlap
Nvec_v1g114254	Nvec_vc1.1_XM_032378836.2	98	Itvl_overlap
Nvec_NVE25854	Nvec_vc1.1_XM_032378836.2	100	Itvl_overlap
Nvec_v1g72008	Nvec_vc1.1_XM_001630231.3	100	Itvl_overlap
Nvec_v1g223563	Nvec_vc1.1_XM_001630231.3	100	Itvl_overlap
Nvec_v1g235305	Nvec_vc1.1_XM_048724736.1	100	Itvl_overlap
Nvec_v1g6152	Nvec_vc1.1_XM_048724736.1	100	Itvl_overlap
Nvec_NVE1633	Nvec_vc1.1_XM_048724736.1	100	Itvl_overlap
Nvec_v1g210579	Nvec_vc1.1_XM_048724729.1	100	Itvl_overlap
Nvec_NVE5580	Nvec_vc1.1_XM_048724756.1	100	Itvl_overlap
Nvec_v1g114232	Nvec_vc1.1_XM_048724756.1	99	Itvl_overlap
Nvec_NVE2484	Nvec_vc1.1_XM_048724729.1	100	Itvl_overlap
Nvec_NVE5579	Nvec_vc1.1_XM_048724729.1	100	Itvl_overlap
Nvec_NVE2483	Nvec_vc1.1_XM_048724729.1	100	Itvl_overlap
Nvec_v1g224351	Nvec_vc1.1_XM_048724729.1	100	Itvl_overlap
Nvec_NVE16744	Nvec_vc1.1_XM_032378831.2	100	Itvl_overlap
Nvec_v1g114270	Nvec_vc1.1_XM_032378831.2	95	Itvl_overlap
Nvec_v1g19405	Nvec_vc1.1_XM_032378839.2	100	Itvl_overlap
Nvec_v1g47235	Nvec_vc1.1_XM_032378779.2	91	Itvl_overlap
Nvec_v1g114268	Nvec_vc1.1_XM_048730743.1	100	Itvl_overlap
Nvec_v1g47299	Nvec_vc1.1_XM_032378769.2	99	Itvl_overlap
Nvec_v1g52007	Nvec_vc1.1_XM_048729588.1	89	Itvl_overlap
Nvec_v1g114291	Nvec_vc1.1_XM_032378797.2	100	Itvl_overlap
Nvec_v1g225590	Nvec_vc1.1_XM_032378797.2	100	Itvl_overlap
Nvec_v1g114264	Nvec_vc1.1_XM_032378799.2	100	Itvl_overlap
Nvec_v1g227071	Nvec_vc1.1_XM_001630260.3	92	Itvl_overlap
Nvec_v1g114346	Nvec_vc1.1_XM_048728399.1	100	Itvl_overlap
Nvec_v1g114245	Nvec_vc1.1_XM_001630259.3	56	Itvl_overlap
Nvec_v1g114224	Nvec_vc1.1_XM_032378772.2	100	Itvl_overlap
Nvec_v1g114261	Nvec_vc1.1_XM_032378771.2	99	Itvl_overlap
Nvec_v1g246296	Nvec_vc1.1_XM_032374634.2	94	Itvl_overlap
Nvec_NVE2469	Nvec_vc1.1_XM_032374634.2	98	Itvl_overlap
Nvec_NVE8962	Nvec_vc1.1_XM_032374631.2	96	Itvl_overlap
Nvec_v1g214792	Nvec_vc1.1_XM_032374642.2	100	Itvl_overlap
Nvec_v1g214793	Nvec_vc1.1_XM_048724812.1	100	Itvl_overlap
Nvec_v1g235861	Nvec_vc1.1_XM_048724812.1	100	Itvl_overlap
Nvec_v1g62726	Nvec_vc1.1_XM_032374621.2	100	Itvl_overlap
Nvec_NVE8965	Nvec_vc1.1_XM_032374621.2	100	Itvl_overlap
Nvec_v1g214796	Nvec_vc1.1_XM_048724876.1	100	Itvl_overlap
Nvec_v1g222560	Nvec_vc1.1_XM_048724876.1	100	Itvl_overlap
Nvec_NVE6424	Nvec_vc1.1_XM_001626943.3	100	Itvl_overlap
Nvec_v1g222559	Nvec_vc1.1_XM_001626943.3	100	Itvl_overlap
Nvec_v1g246299	Nvec_vc1.1_XM_001626943.3	100	Itvl_overlap
Nvec_v1g223979	Nvec_vc1.1_XM_001626943.3	100	Itvl_overlap
Nvec_v1g214799	Nvec_vc1.1_XM_032374644.2	99	Itvl_overlap
Nvec_v1g235706	Nvec_vc1.1_XM_032374620.2	100	Itvl_overlap
Nvec_v1g124441	Nvec_vc1.1_XM_048724902.1	100	Itvl_overlap
Nvec_v1g191557	Nvec_vc1.1_XM_048728430.1	100	Itvl_overlap
Nvec_NVE5982	Nvec_vc1.1_XM_048728430.1	100	Itvl_overlap
Nvec_NVE11992	Nvec_vc1.1_XM_048728430.1	100	Itvl_overlap
Nvec_v1g246304	Nvec_vc1.1_XM_048728380.1	52	Itvl_overlap
Nvec_v1g221925	Nvec_vc1.1_XM_048728380.1	100	Itvl_overlap
Nvec_v1g214804	Nvec_vc1.1_XM_032374608.2	100	Itvl_overlap
Nvec_NVE8979	Nvec_vc1.1_XM_048726662.1	99	Itvl_overlap
Nvec_NVE1618	Nvec_vc1.1_XM_048726662.1	100	Itvl_overlap
Nvec_v1g191566	Nvec_vc1.1_XM_048726662.1	100	Itvl_overlap
Nvec_v1g8806	Nvec_vc1.1_XM_048726662.1	100	Itvl_overlap
Nvec_v1g214807	Nvec_vc1.1_XM_001626947.3	100	Itvl_overlap
Nvec_NVE8981	Nvec_vc1.1_XM_048730846.1	100	Itvl_overlap
Nvec_NVE8982	Nvec_vc1.1_XM_032374617.2	98	Itvl_overlap
Nvec_v1g124403	Nvec_vc1.1_XM_048728437.1	100	Itvl_overlap
Nvec_NVE8984	Nvec_vc1.1_XM_048728437.1	86	Itvl_overlap
Nvec_v1g23326	Nvec_vc1.1_XM_048728439.1	99	Itvl_overlap
Nvec_v1g222758	Nvec_vc1.1_XM_048728439.1	100	Itvl_overlap
Nvec_v1g124448	Nvec_vc1.1_XM_032374627.2	96	Itvl_overlap
Nvec_v1g225680	Nvec_vc1.1_XM_032374627.2	100	Itvl_overlap
Nvec_v1g214812	Nvec_vc1.1_XM_032374628.2	100	Itvl_overlap
Nvec_v1g248382	Nvec_vc1.1_XM_032369602.2	99	Itvl_overlap
Nvec_NVE8988	Nvec_vc1.1_XM_032369602.2	100	Itvl_overlap
Nvec_v1g220538	Nvec_vc1.1_XM_048728442.1	100	Itvl_overlap
Nvec_v1g124414	Nvec_vc1.1_XM_048728442.1	100	Itvl_overlap
Nvec_v1g140670	Nvec_vc1.1_XM_048728441.1	100	Itvl_overlap
Nvec_v1g220540	Nvec_vc1.1_XM_048728441.1	100	Itvl_overlap
Nvec_v1g27358	Nvec_vc1.1_XM_048728441.1	100	Itvl_overlap
Nvec_v1g176010	Nvec_vc1.1_XM_048728441.1	100	Itvl_overlap
Nvec_v1g140667	Nvec_vc1.1_XM_048728443.1	100	Itvl_overlap
Nvec_NVE19891	Nvec_vc1.1_XM_032369593.2	90	Itvl_overlap
Nvec_v1g140679	Nvec_vc1.1_XM_048724100.1	100	Itvl_overlap
Nvec_v1g246951	Nvec_vc1.1_XM_048724100.1	100	Itvl_overlap
Nvec_v1g140663	Nvec_vc1.1_XM_048724100.1	100	Itvl_overlap
Nvec_v1g140661	Nvec_vc1.1_XM_048724100.1	100	Itvl_overlap
Nvec_v1g233512	Nvec_vc1.1_XM_001625699.3	99	Itvl_overlap
Nvec_NVE11150	Nvec_vc1.1_XM_048724144.1	100	Itvl_overlap
Nvec_NVE13675	Nvec_vc1.1_XM_048724144.1	100	Itvl_overlap
Nvec_NVE22816	Nvec_vc1.1_XM_048724144.1	100	Itvl_overlap
Nvec_v1g192745	Nvec_vc1.1_XM_032373222.2	100	Itvl_overlap
Nvec_NVE18402	Nvec_vc1.1_XM_032373222.2	100	Itvl_overlap
